Sample1	Sample2	GSE70138-Knockdown_120h
EKW001_PC3_120H:TRCN0000234913:2	EKW001_PC3_120H:TRCN0000013495:2	0.0054
EKW001_SHSY5Y_120H:TRCN0000013495:2	EKW001_SHSY5Y_120H:TRCN0000234910:2	0.0822
EKW001_SHSY5Y_120H:TRCN0000013495:2	EKW001_SHSY5Y_120H:TRCN0000234913:2	0.0869
EKW001_SHSY5Y_120H:TRCN0000234910:2	EKW001_SHSY5Y_120H:TRCN0000234913:2	-0.1407
EKW001_PC3_120H:TRCN0000360034:2	EKW001_PC3_120H:TRCN0000236677:2	0.0653
EKW001_PC3_120H:TRCN0000360034:2	EKW001_PC3_120H:TRCN0000367906:2	0.0155
EKW001_PC3_120H:TRCN0000236677:2	EKW001_PC3_120H:TRCN0000367906:2	0.0773
EKW001_SHSY5Y_120H:TRCN0000236677:2	EKW001_SHSY5Y_120H:TRCN0000360034:2	-0.0757
EKW001_SHSY5Y_120H:TRCN0000236677:2	EKW001_SHSY5Y_120H:TRCN0000367906:2	-0.0001
EKW001_SHSY5Y_120H:TRCN0000360034:2	EKW001_SHSY5Y_120H:TRCN0000367906:2	0.0297
EKW001_PC3_120H:TRCN0000369822:2	EKW001_PC3_120H:TRCN0000369821:2	0.1287
EKW001_PC3_120H:TRCN0000369822:2	EKW001_PC3_120H:TRCN0000144514:2	-0.0584
EKW001_PC3_120H:TRCN0000369821:2	EKW001_PC3_120H:TRCN0000144514:2	0.2056
EKW001_SHSY5Y_120H:TRCN0000369821:2	EKW001_SHSY5Y_120H:TRCN0000369822:2	0.241
EKW001_SHSY5Y_120H:TRCN0000369821:2	EKW001_SHSY5Y_120H:TRCN0000144514:2	0.162
EKW001_SHSY5Y_120H:TRCN0000369822:2	EKW001_SHSY5Y_120H:TRCN0000144514:2	0.2036
EKW001_PC3_120H:TRCN0000020161:2	EKW001_PC3_120H:TRCN0000020163:2	-0.0584
EKW001_SHSY5Y_120H:TRCN0000020159:2	EKW001_SHSY5Y_120H:TRCN0000020163:2	0.0251
EKW001_SHSY5Y_120H:TRCN0000020159:2	EKW001_SHSY5Y_120H:TRCN0000020161:2	0.0698
EKW001_SHSY5Y_120H:TRCN0000020163:2	EKW001_SHSY5Y_120H:TRCN0000020161:2	0.0407
EKW001_PC3_120H:TRCN0000021242:2	EKW001_PC3_120H:TRCN0000021241:2	0.0087
EKW001_SHSY5Y_120H:TRCN0000021242:2	EKW001_SHSY5Y_120H:TRCN0000021241:2	0.335
EKW001_PC3_120H:TRCN0000150145:2	EKW001_PC3_120H:TRCN0000179297:2	0.266
EKW001_PC3_120H:TRCN0000150145:2	EKW001_PC3_120H:TRCN0000148559:2	0.2183
EKW001_PC3_120H:TRCN0000150145:2	CGS001_PC3_120H:MED11:2	0.6286
EKW001_PC3_120H:TRCN0000179297:2	EKW001_PC3_120H:TRCN0000148559:2	0.3396
EKW001_PC3_120H:TRCN0000179297:2	CGS001_PC3_120H:MED11:2	0.8336
EKW001_PC3_120H:TRCN0000148559:2	CGS001_PC3_120H:MED11:2	0.6709
EKW001_SHSY5Y_120H:TRCN0000150145:2	EKW001_SHSY5Y_120H:TRCN0000179297:2	0.3372
EKW001_SHSY5Y_120H:TRCN0000150145:2	EKW001_SHSY5Y_120H:TRCN0000148559:2	0.0974
EKW001_SHSY5Y_120H:TRCN0000179297:2	EKW001_SHSY5Y_120H:TRCN0000148559:2	0.0951
EKW001_PC3_120H:TRCN0000021984:2	EKW001_PC3_120H:TRCN0000021985:2	0.3482
EKW001_PC3_120H:TRCN0000021984:2	EKW001_PC3_120H:TRCN0000021987:2	0.383
EKW001_PC3_120H:TRCN0000021984:2	CGS001_PC3_120H:MED14:2	0.6524
EKW001_PC3_120H:TRCN0000021985:2	EKW001_PC3_120H:TRCN0000021987:2	0.5269
EKW001_PC3_120H:TRCN0000021985:2	CGS001_PC3_120H:MED14:2	0.8309
EKW001_PC3_120H:TRCN0000021987:2	CGS001_PC3_120H:MED14:2	0.849
EKW001_SHSY5Y_120H:TRCN0000021984:2	EKW001_SHSY5Y_120H:TRCN0000021987:2	0.1091
EKW001_PC3_120H:TRCN0000005134:2	EKW001_PC3_120H:TRCN0000005133:2	0.0547
EKW001_PC3_120H:TRCN0000005134:2	EKW001_PC3_120H:TRCN0000005132:2	-0.0762
EKW001_PC3_120H:TRCN0000005133:2	EKW001_PC3_120H:TRCN0000005132:2	0.0078
EKW001_SHSY5Y_120H:TRCN0000005132:2	EKW001_SHSY5Y_120H:TRCN0000005134:2	-0.0333
EKW001_SHSY5Y_120H:TRCN0000005132:2	EKW001_SHSY5Y_120H:TRCN0000005133:2	0.1995
EKW001_SHSY5Y_120H:TRCN0000005134:2	EKW001_SHSY5Y_120H:TRCN0000005133:2	0.0482
EKW001_PC3_120H:TRCN0000280635:2	EKW001_PC3_120H:TRCN0000280285:2	0.0163
EKW001_PC3_120H:TRCN0000280635:2	EKW001_PC3_120H:TRCN0000015817:2	0.0444
EKW001_PC3_120H:TRCN0000280285:2	EKW001_PC3_120H:TRCN0000015817:2	0.123
EKW001_SHSY5Y_120H:TRCN0000280285:2	EKW001_SHSY5Y_120H:TRCN0000280635:2	0.129
EKW001_PC3_120H:TRCN0000004553:2	EKW001_PC3_120H:TRCN0000004554:2	0.2387
EKW001_PC3_120H:TRCN0000004553:2	EKW001_PC3_120H:TRCN0000004557:2	-0.0145
EKW001_PC3_120H:TRCN0000004554:2	EKW001_PC3_120H:TRCN0000004557:2	-0.0735
EKW001_SHSY5Y_120H:TRCN0000004553:2	EKW001_SHSY5Y_120H:TRCN0000004557:2	0.0067
EKW001_SHSY5Y_120H:TRCN0000004553:2	EKW001_SHSY5Y_120H:TRCN0000004554:2	0.0769
EKW001_SHSY5Y_120H:TRCN0000004557:2	EKW001_SHSY5Y_120H:TRCN0000004554:2	0.1091
EKW001_PC3_120H:TRCN0000329869:2	EKW001_PC3_120H:TRCN0000329863:2	0.0445
EKW001_PC3_120H:TRCN0000329869:2	EKW001_PC3_120H:TRCN0000329793:2	-0.0679
EKW001_PC3_120H:TRCN0000329863:2	EKW001_PC3_120H:TRCN0000329793:2	0.1006
EKW001_SHSY5Y_120H:TRCN0000329793:2	EKW001_SHSY5Y_120H:TRCN0000329869:2	0.0658
EKW001_SHSY5Y_120H:TRCN0000329793:2	EKW001_SHSY5Y_120H:TRCN0000329863:2	0.2189
EKW001_SHSY5Y_120H:TRCN0000329869:2	EKW001_SHSY5Y_120H:TRCN0000329863:2	0.2009
EKW001_PC3_120H:TRCN0000232196:2	EKW001_PC3_120H:TRCN0000232197:2	0.0409
EKW001_PC3_120H:TRCN0000232196:2	EKW001_PC3_120H:TRCN0000232198:2	0.0525
EKW001_PC3_120H:TRCN0000232197:2	EKW001_PC3_120H:TRCN0000232198:2	-0.0218
EKW001_SHSY5Y_120H:TRCN0000232198:2	EKW001_SHSY5Y_120H:TRCN0000232196:2	-0.1103
EKW001_SHSY5Y_120H:TRCN0000232198:2	EKW001_SHSY5Y_120H:TRCN0000232197:2	0.1491
EKW001_SHSY5Y_120H:TRCN0000232196:2	EKW001_SHSY5Y_120H:TRCN0000232197:2	-0.0856
EKW001_PC3_120H:TRCN0000295898:2	EKW001_PC3_120H:TRCN0000288622:2	0.0982
EKW001_PC3_120H:TRCN0000295898:2	EKW001_PC3_120H:TRCN0000288632:2	0.1849
EKW001_PC3_120H:TRCN0000288622:2	EKW001_PC3_120H:TRCN0000288632:2	-0.1211
EKW001_SHSY5Y_120H:TRCN0000288622:2	EKW001_SHSY5Y_120H:TRCN0000288632:2	-0.0114
EKW001_SHSY5Y_120H:TRCN0000288622:2	EKW001_SHSY5Y_120H:TRCN0000295898:2	-0.0056
EKW001_SHSY5Y_120H:TRCN0000288632:2	EKW001_SHSY5Y_120H:TRCN0000295898:2	-0.0754
EKW001_PC3_120H:TRCN0000019639:2	EKW001_PC3_120H:TRCN0000019640:2	0.1899
EKW001_PC3_120H:TRCN0000019639:2	EKW001_PC3_120H:TRCN0000276447:2	0.0994
EKW001_PC3_120H:TRCN0000019640:2	EKW001_PC3_120H:TRCN0000276447:2	0.09
EKW001_SHSY5Y_120H:TRCN0000019639:2	EKW001_SHSY5Y_120H:TRCN0000276447:2	0.1421
EKW001_SHSY5Y_120H:TRCN0000019639:2	EKW001_SHSY5Y_120H:TRCN0000019640:2	0.2224
EKW001_SHSY5Y_120H:TRCN0000276447:2	EKW001_SHSY5Y_120H:TRCN0000019640:2	0.172
EKW001_PC3_120H:TRCN0000365253:2	EKW001_PC3_120H:TRCN0000370320:2	0.0539
EKW001_PC3_120H:TRCN0000365253:2	EKW001_PC3_120H:TRCN0000019703:2	-0.0364
EKW001_PC3_120H:TRCN0000370320:2	EKW001_PC3_120H:TRCN0000019703:2	0.1759
EKW001_SHSY5Y_120H:TRCN0000019703:2	EKW001_SHSY5Y_120H:TRCN0000370320:2	0.1174
EKW001_SHSY5Y_120H:TRCN0000019703:2	EKW001_SHSY5Y_120H:TRCN0000365253:2	-0.0307
EKW001_SHSY5Y_120H:TRCN0000370320:2	EKW001_SHSY5Y_120H:TRCN0000365253:2	-0.0525
EKW001_PC3_120H:TRCN0000054078:2	EKW001_PC3_120H:TRCN0000054080:2	-0.077
EKW001_SHSY5Y_120H:TRCN0000054078:2	EKW001_SHSY5Y_120H:TRCN0000054080:2	-0.0494
EKW001_SHSY5Y_120H:TRCN0000054078:2	EKW001_SHSY5Y_120H:TRCN0000054082:2	-0.229
EKW001_SHSY5Y_120H:TRCN0000054080:2	EKW001_SHSY5Y_120H:TRCN0000054082:2	0.1036
EKW001_PC3_120H:TRCN0000019860:2	EKW001_PC3_120H:TRCN0000019859:2	0.0755
EKW001_SHSY5Y_120H:TRCN0000019859:2	EKW001_SHSY5Y_120H:TRCN0000019860:2	-0.0597
EKW001_PC3_120H:TRCN0000017629:2	EKW001_PC3_120H:TRCN0000017632:2	0.1684
EKW001_PC3_120H:TRCN0000017629:2	EKW001_PC3_120H:TRCN0000017628:2	0.0628
EKW001_PC3_120H:TRCN0000017632:2	EKW001_PC3_120H:TRCN0000017628:2	0.1455
EKW001_SHSY5Y_120H:TRCN0000017628:2	EKW001_SHSY5Y_120H:TRCN0000017629:2	0.1631
EKW001_PC3_120H:TRCN0000369372:2	EKW001_PC3_120H:TRCN0000364654:2	0.0856
EKW001_PC3_120H:TRCN0000369372:2	EKW001_PC3_120H:TRCN0000364580:2	0.0077
EKW001_PC3_120H:TRCN0000364654:2	EKW001_PC3_120H:TRCN0000364580:2	0.1371
EKW001_SHSY5Y_120H:TRCN0000364654:2	EKW001_SHSY5Y_120H:TRCN0000364580:2	0.324
EKW001_SHSY5Y_120H:TRCN0000364654:2	EKW001_SHSY5Y_120H:TRCN0000369372:2	0.0257
EKW001_SHSY5Y_120H:TRCN0000364580:2	EKW001_SHSY5Y_120H:TRCN0000369372:2	-0.0745
EKW001_PC3_120H:TRCN0000058303:2	EKW001_PC3_120H:TRCN0000058306:2	0.0598
EKW001_PC3_120H:TRCN0000058303:2	EKW001_PC3_120H:TRCN0000058305:2	0.0119
EKW001_PC3_120H:TRCN0000058306:2	EKW001_PC3_120H:TRCN0000058305:2	0.0769
EKW001_SHSY5Y_120H:TRCN0000058306:2	EKW001_SHSY5Y_120H:TRCN0000058303:2	-0.0178
EKW001_SHSY5Y_120H:TRCN0000058306:2	EKW001_SHSY5Y_120H:TRCN0000058305:2	-0.1106
EKW001_SHSY5Y_120H:TRCN0000058303:2	EKW001_SHSY5Y_120H:TRCN0000058305:2	0.1839
EKW001_PC3_120H:TRCN0000037758:2	EKW001_PC3_120H:TRCN0000037757:2	0.0752
EKW001_PC3_120H:TRCN0000037758:2	EKW001_PC3_120H:TRCN0000037755:2	0.1947
EKW001_PC3_120H:TRCN0000037757:2	EKW001_PC3_120H:TRCN0000037755:2	0.2197
EKW001_PC3_120H:TRCN0000300917:2	EKW001_PC3_120H:TRCN0000323055:2	0.0538
EKW001_PC3_120H:TRCN0000300917:2	EKW001_PC3_120H:TRCN0000322980:2	0.0428
EKW001_PC3_120H:TRCN0000323055:2	EKW001_PC3_120H:TRCN0000322980:2	0.0397
EKW001_PC3_120H:TRCN0000204076:2	EKW001_PC3_120H:TRCN0000186601:2	0.0548
EKW001_PC3_120H:TRCN0000204076:2	EKW001_PC3_120H:TRCN0000203688:2	-0.0929
EKW001_PC3_120H:TRCN0000186601:2	EKW001_PC3_120H:TRCN0000203688:2	-0.0467
EKW001_SHSY5Y_120H:TRCN0000186601:2	EKW001_SHSY5Y_120H:TRCN0000203688:2	-0.1063
EKW001_SHSY5Y_120H:TRCN0000186601:2	EKW001_SHSY5Y_120H:TRCN0000204076:2	0.3104
EKW001_SHSY5Y_120H:TRCN0000203688:2	EKW001_SHSY5Y_120H:TRCN0000204076:2	-0.1737
EKW001_PC3_120H:TRCN0000063572:2	EKW001_PC3_120H:TRCN0000063569:2	-0.0067
EKW001_PC3_120H:TRCN0000063572:2	EKW001_PC3_120H:TRCN0000063571:2	0.0362
EKW001_PC3_120H:TRCN0000063569:2	EKW001_PC3_120H:TRCN0000063571:2	0.0208
EKW001_SHSY5Y_120H:TRCN0000063572:2	EKW001_SHSY5Y_120H:TRCN0000063571:2	0.436
EKW001_SHSY5Y_120H:TRCN0000063572:2	EKW001_SHSY5Y_120H:TRCN0000063569:2	-0.1415
EKW001_SHSY5Y_120H:TRCN0000063571:2	EKW001_SHSY5Y_120H:TRCN0000063569:2	-0.0663
EKW001_PC3_120H:TRCN0000363302:2	EKW001_PC3_120H:TRCN0000360164:2	0.0261
EKW001_PC3_120H:TRCN0000363302:2	EKW001_PC3_120H:TRCN0000019620:2	0.0289
EKW001_PC3_120H:TRCN0000360164:2	EKW001_PC3_120H:TRCN0000019620:2	0.1155
EKW001_SHSY5Y_120H:TRCN0000360164:2	EKW001_SHSY5Y_120H:TRCN0000019620:2	0.2416
EKW001_PC3_120H:TRCN0000230402:2	EKW001_PC3_120H:TRCN0000137779:2	0.0096
EKW001_SHSY5Y_120H:TRCN0000230402:2	EKW001_SHSY5Y_120H:TRCN0000135709:2	-0.1529
EKW001_SHSY5Y_120H:TRCN0000230402:2	EKW001_SHSY5Y_120H:TRCN0000137779:2	-0.1307
EKW001_SHSY5Y_120H:TRCN0000135709:2	EKW001_SHSY5Y_120H:TRCN0000137779:2	0.2216
EKW001_PC3_120H:TRCN0000082659:2	EKW001_PC3_120H:TRCN0000291169:2	0.2125
EKW001_PC3_120H:TRCN0000082659:2	EKW001_PC3_120H:TRCN0000291112:2	0.0752
EKW001_PC3_120H:TRCN0000291169:2	EKW001_PC3_120H:TRCN0000291112:2	-0.0074
EKW001_SHSY5Y_120H:TRCN0000291112:2	EKW001_SHSY5Y_120H:TRCN0000082659:2	0.2668
EKW001_SHSY5Y_120H:TRCN0000291112:2	EKW001_SHSY5Y_120H:TRCN0000291169:2	0.3352
EKW001_SHSY5Y_120H:TRCN0000082659:2	EKW001_SHSY5Y_120H:TRCN0000291169:2	0.3922
EKW001_PC3_120H:TRCN0000196328:2	EKW001_PC3_120H:TRCN0000195491:2	0.1452
EKW001_PC3_120H:TRCN0000196328:2	EKW001_PC3_120H:TRCN0000197152:2	0.0314
EKW001_PC3_120H:TRCN0000195491:2	EKW001_PC3_120H:TRCN0000197152:2	-0.083
EKW001_SHSY5Y_120H:TRCN0000197152:2	EKW001_SHSY5Y_120H:TRCN0000195491:2	0.0235
EKW001_SHSY5Y_120H:TRCN0000197152:2	EKW001_SHSY5Y_120H:TRCN0000196328:2	-0.11
EKW001_SHSY5Y_120H:TRCN0000195491:2	EKW001_SHSY5Y_120H:TRCN0000196328:2	0.2353
EKW001_PC3_120H:TRCN0000001878:2	EKW001_PC3_120H:TRCN0000001877:2	-0.0455
EKW001_PC3_120H:TRCN0000001878:2	EKW001_PC3_120H:TRCN0000001874:2	0.0191
EKW001_PC3_120H:TRCN0000001877:2	EKW001_PC3_120H:TRCN0000001874:2	0.1163
EKW001_SHSY5Y_120H:TRCN0000001878:2	EKW001_SHSY5Y_120H:TRCN0000001874:2	0.1583
EKW001_SHSY5Y_120H:TRCN0000001878:2	EKW001_SHSY5Y_120H:TRCN0000001877:2	-0.0417
EKW001_SHSY5Y_120H:TRCN0000001874:2	EKW001_SHSY5Y_120H:TRCN0000001877:2	-0.1437
EKW001_PC3_120H:TRCN0000356152:2	EKW001_PC3_120H:TRCN0000002666:2	-0.0307
EKW001_PC3_120H:TRCN0000356152:2	EKW001_PC3_120H:TRCN0000356120:2	-0.0267
EKW001_PC3_120H:TRCN0000002666:2	EKW001_PC3_120H:TRCN0000356120:2	0.1866
EKW001_SHSY5Y_120H:TRCN0000002666:2	EKW001_SHSY5Y_120H:TRCN0000356120:2	-0.0842
EKW001_SHSY5Y_120H:TRCN0000002666:2	EKW001_SHSY5Y_120H:TRCN0000356152:2	0.0001
EKW001_SHSY5Y_120H:TRCN0000356120:2	EKW001_SHSY5Y_120H:TRCN0000356152:2	0.3468
EKW001_PC3_120H:TRCN0000056552:2	EKW001_PC3_120H:TRCN0000056550:2	0.0784
EKW001_PC3_120H:TRCN0000056552:2	EKW001_PC3_120H:TRCN0000056548:2	0.1645
EKW001_PC3_120H:TRCN0000056550:2	EKW001_PC3_120H:TRCN0000056548:2	0.0502
EKW001_SHSY5Y_120H:TRCN0000056552:2	EKW001_SHSY5Y_120H:TRCN0000056548:2	0.2135
EKW001_SHSY5Y_120H:TRCN0000056552:2	EKW001_SHSY5Y_120H:TRCN0000056550:2	0.2726
EKW001_SHSY5Y_120H:TRCN0000056548:2	EKW001_SHSY5Y_120H:TRCN0000056550:2	0.1562
EKW001_PC3_120H:TRCN0000149986:2	EKW001_PC3_120H:TRCN0000219905:2	0.1689
EKW001_PC3_120H:TRCN0000149986:2	EKW001_PC3_120H:TRCN0000128133:2	0.0166
EKW001_PC3_120H:TRCN0000219905:2	EKW001_PC3_120H:TRCN0000128133:2	0.0618
EKW001_SHSY5Y_120H:TRCN0000149986:2	EKW001_SHSY5Y_120H:TRCN0000219905:2	0.1897
EKW001_SHSY5Y_120H:TRCN0000149986:2	EKW001_SHSY5Y_120H:TRCN0000128133:2	0.107
EKW001_SHSY5Y_120H:TRCN0000219905:2	EKW001_SHSY5Y_120H:TRCN0000128133:2	0.0187
EKW001_PC3_120H:TRCN0000233371:2	EKW001_PC3_120H:TRCN0000015186:2	0.1762
EKW001_PC3_120H:TRCN0000233371:2	EKW001_PC3_120H:TRCN0000233375:2	0.1091
EKW001_PC3_120H:TRCN0000015186:2	EKW001_PC3_120H:TRCN0000233375:2	0.0838
EKW001_SHSY5Y_120H:TRCN0000233375:2	EKW001_SHSY5Y_120H:TRCN0000233371:2	0.5321
EKW001_SHSY5Y_120H:TRCN0000233375:2	EKW001_SHSY5Y_120H:TRCN0000015186:2	-0.063
EKW001_SHSY5Y_120H:TRCN0000233371:2	EKW001_SHSY5Y_120H:TRCN0000015186:2	-0.0165
EKW001_PC3_120H:TRCN0000293554:2	EKW001_PC3_120H:TRCN0000293556:2	0.0264
EKW001_PC3_120H:TRCN0000293554:2	EKW001_PC3_120H:TRCN0000286103:2	0.1939
EKW001_PC3_120H:TRCN0000293556:2	EKW001_PC3_120H:TRCN0000286103:2	0.0255
EKW001_SHSY5Y_120H:TRCN0000293554:2	EKW001_SHSY5Y_120H:TRCN0000286103:2	0.0927
EKW001_SHSY5Y_120H:TRCN0000293554:2	EKW001_SHSY5Y_120H:TRCN0000293556:2	0.1249
EKW001_SHSY5Y_120H:TRCN0000286103:2	EKW001_SHSY5Y_120H:TRCN0000293556:2	0.1278
EKW001_PC3_120H:TRCN0000163546:2	EKW001_PC3_120H:TRCN0000166210:2	0.0526
EKW001_PC3_120H:TRCN0000163546:2	EKW001_PC3_120H:TRCN0000163797:2	0.1781
EKW001_PC3_120H:TRCN0000166210:2	EKW001_PC3_120H:TRCN0000163797:2	0.1454
EKW001_SHSY5Y_120H:TRCN0000163546:2	EKW001_SHSY5Y_120H:TRCN0000163797:2	0.1139
EKW001_SHSY5Y_120H:TRCN0000163546:2	EKW001_SHSY5Y_120H:TRCN0000166210:2	0.1078
EKW001_SHSY5Y_120H:TRCN0000163797:2	EKW001_SHSY5Y_120H:TRCN0000166210:2	0.2068
EKW001_PC3_120H:TRCN0000038921:2	EKW001_PC3_120H:TRCN0000038920:2	0.6761
EKW001_PC3_120H:TRCN0000038921:2	EKW001_PC3_120H:TRCN0000038922:2	0.3911
EKW001_PC3_120H:TRCN0000038921:2	CGS001_PC3_120H:RBM8A:2	0.8714
EKW001_PC3_120H:TRCN0000038920:2	EKW001_PC3_120H:TRCN0000038922:2	0.4336
EKW001_PC3_120H:TRCN0000038920:2	CGS001_PC3_120H:RBM8A:2	0.8846
EKW001_PC3_120H:TRCN0000038922:2	CGS001_PC3_120H:RBM8A:2	0.6848
EKW001_SHSY5Y_120H:TRCN0000038921:2	EKW001_SHSY5Y_120H:TRCN0000038922:2	0.0987
EKW001_SHSY5Y_120H:TRCN0000038921:2	EKW001_SHSY5Y_120H:TRCN0000038920:2	0.1595
EKW001_SHSY5Y_120H:TRCN0000038922:2	EKW001_SHSY5Y_120H:TRCN0000038920:2	-0.0024
EKW001_PC3_120H:TRCN0000128570:2	EKW001_PC3_120H:TRCN0000147486:2	0.1728
EKW001_PC3_120H:TRCN0000128570:2	EKW001_PC3_120H:TRCN0000147958:2	0.1809
EKW001_PC3_120H:TRCN0000147486:2	EKW001_PC3_120H:TRCN0000147958:2	-0.0124
EKW001_SHSY5Y_120H:TRCN0000128570:2	EKW001_SHSY5Y_120H:TRCN0000147958:2	0.0969
EKW001_SHSY5Y_120H:TRCN0000128570:2	EKW001_SHSY5Y_120H:TRCN0000147486:2	0.3099
EKW001_SHSY5Y_120H:TRCN0000147958:2	EKW001_SHSY5Y_120H:TRCN0000147486:2	-0.0137
EKW001_PC3_120H:TRCN0000300875:2	EKW001_PC3_120H:TRCN0000074228:2	0.0464
EKW001_PC3_120H:TRCN0000300875:2	EKW001_PC3_120H:TRCN0000074229:2	0.0358
EKW001_PC3_120H:TRCN0000074228:2	EKW001_PC3_120H:TRCN0000074229:2	0.1994
EKW001_SHSY5Y_120H:TRCN0000300875:2	EKW001_SHSY5Y_120H:TRCN0000074228:2	0.1884
EKW001_SHSY5Y_120H:TRCN0000300875:2	EKW001_SHSY5Y_120H:TRCN0000074229:2	-0.1941
EKW001_SHSY5Y_120H:TRCN0000074228:2	EKW001_SHSY5Y_120H:TRCN0000074229:2	0.0024
EKW001_PC3_120H:TRCN0000063704:2	EKW001_PC3_120H:TRCN0000063706:2	0.0841
EKW001_PC3_120H:TRCN0000063704:2	EKW001_PC3_120H:TRCN0000063707:2	0.0875
EKW001_PC3_120H:TRCN0000063706:2	EKW001_PC3_120H:TRCN0000063707:2	0.0638
EKW001_SHSY5Y_120H:TRCN0000063707:2	EKW001_SHSY5Y_120H:TRCN0000063706:2	0.131
EKW001_SHSY5Y_120H:TRCN0000063707:2	EKW001_SHSY5Y_120H:TRCN0000063704:2	0.1215
EKW001_SHSY5Y_120H:TRCN0000063706:2	EKW001_SHSY5Y_120H:TRCN0000063704:2	0.0871
EKW001_PC3_120H:TRCN0000040281:2	EKW001_PC3_120H:TRCN0000040278:2	0.0875
EKW001_PC3_120H:TRCN0000040281:2	EKW001_PC3_120H:TRCN0000040282:2	0.068
EKW001_PC3_120H:TRCN0000040281:2	CGS001_PC3_120H:SHANK2:2	0.2569
EKW001_PC3_120H:TRCN0000040278:2	EKW001_PC3_120H:TRCN0000040282:2	0.2548
EKW001_PC3_120H:TRCN0000040278:2	CGS001_PC3_120H:SHANK2:2	0.7431
EKW001_PC3_120H:TRCN0000040282:2	CGS001_PC3_120H:SHANK2:2	0.8172
EKW001_SHSY5Y_120H:TRCN0000040278:2	EKW001_SHSY5Y_120H:TRCN0000040281:2	0.0836
EKW001_SHSY5Y_120H:TRCN0000040278:2	EKW001_SHSY5Y_120H:TRCN0000040282:2	-0.0593
EKW001_SHSY5Y_120H:TRCN0000040281:2	EKW001_SHSY5Y_120H:TRCN0000040282:2	0.2901
EKW001_PC3_120H:TRCN0000245742:2	EKW001_PC3_120H:TRCN0000245741:2	0.0156
EKW001_PC3_120H:TRCN0000245742:2	EKW001_PC3_120H:TRCN0000245745:2	0.0703
EKW001_PC3_120H:TRCN0000245741:2	EKW001_PC3_120H:TRCN0000245745:2	0.1319
EKW001_SHSY5Y_120H:TRCN0000245745:2	EKW001_SHSY5Y_120H:TRCN0000245741:2	0.1621
EKW001_SHSY5Y_120H:TRCN0000245745:2	EKW001_SHSY5Y_120H:TRCN0000245742:2	-0.1115
EKW001_SHSY5Y_120H:TRCN0000245741:2	EKW001_SHSY5Y_120H:TRCN0000245742:2	-0.045
EKW001_PC3_120H:TRCN0000218734:2	EKW001_PC3_120H:TRCN0000018983:2	0.1097
EKW001_PC3_120H:TRCN0000218734:2	EKW001_PC3_120H:TRCN0000229630:2	0.1832
EKW001_PC3_120H:TRCN0000018983:2	EKW001_PC3_120H:TRCN0000229630:2	0.1169
EKW001_SHSY5Y_120H:TRCN0000218734:2	EKW001_SHSY5Y_120H:TRCN0000018983:2	0.112
EKW001_SHSY5Y_120H:TRCN0000218734:2	EKW001_SHSY5Y_120H:TRCN0000229630:2	0.1944
EKW001_SHSY5Y_120H:TRCN0000018983:2	EKW001_SHSY5Y_120H:TRCN0000229630:2	0.0986
EKW001_PC3_120H:TRCN0000232531:2	EKW001_PC3_120H:TRCN0000232530:2	0.1445
EKW001_PC3_120H:TRCN0000232531:2	EKW001_PC3_120H:TRCN0000358693:2	0.1081
EKW001_PC3_120H:TRCN0000232530:2	EKW001_PC3_120H:TRCN0000358693:2	0.1161
EKW001_SHSY5Y_120H:TRCN0000358693:2	EKW001_SHSY5Y_120H:TRCN0000232531:2	0.0098
EKW001_SHSY5Y_120H:TRCN0000358693:2	EKW001_SHSY5Y_120H:TRCN0000232530:2	0.1771
EKW001_SHSY5Y_120H:TRCN0000232531:2	EKW001_SHSY5Y_120H:TRCN0000232530:2	0.024
EKW001_PC3_120H:TRCN0000274146:2	EKW001_PC3_120H:TRCN0000274203:2	0.2167
EKW001_PC3_120H:TRCN0000274146:2	EKW001_PC3_120H:TRCN0000015779:2	0.2107
EKW001_PC3_120H:TRCN0000274146:2	CGS001_PC3_120H:SMARCE1:2	0.8161
EKW001_PC3_120H:TRCN0000274203:2	EKW001_PC3_120H:TRCN0000015779:2	0.1045
EKW001_PC3_120H:TRCN0000274203:2	CGS001_PC3_120H:SMARCE1:2	0.6354
EKW001_PC3_120H:TRCN0000015779:2	CGS001_PC3_120H:SMARCE1:2	0.5287
EKW001_SHSY5Y_120H:TRCN0000274146:2	EKW001_SHSY5Y_120H:TRCN0000015779:2	-0.0677
EKW001_SHSY5Y_120H:TRCN0000274146:2	EKW001_SHSY5Y_120H:TRCN0000274203:2	-0.0492
EKW001_SHSY5Y_120H:TRCN0000015779:2	EKW001_SHSY5Y_120H:TRCN0000274203:2	0.231
EKW001_PC3_120H:TRCN0000039808:2	EKW001_PC3_120H:TRCN0000018344:2	0.056
EKW001_PC3_120H:TRCN0000039808:2	EKW001_PC3_120H:TRCN0000039812:2	-0.0946
EKW001_PC3_120H:TRCN0000018344:2	EKW001_PC3_120H:TRCN0000039812:2	0.0759
EKW001_PC3_120H:TRCN0000036970:2	EKW001_PC3_120H:TRCN0000036973:2	0.1007
EKW001_PC3_120H:TRCN0000036970:2	EKW001_PC3_120H:TRCN0000359274:2	0.0999
EKW001_PC3_120H:TRCN0000036973:2	EKW001_PC3_120H:TRCN0000359274:2	0.0813
EKW001_SHSY5Y_120H:TRCN0000359274:2	EKW001_SHSY5Y_120H:TRCN0000036973:2	0.1498
