Sample1	Sample2	GSE70138-Knockdown_96h
TA.KD010_A549_96H:TRCN0000006292:1	TA.KD010_A549_96H:TRCN0000195066:1	0.1053
TA.KD010_A549_96H:TRCN0000006292:1	TA.KD010_A549_96H:TRCN0000196918:1	0.113
TA.KD010_A549_96H:TRCN0000006292:1	TA.KD010_A549_96H:TRCN0000196844:1	0.0998
TA.KD010_A549_96H:TRCN0000006292:1	TA.KD010_A549_96H:TRCN0000006291:1	0.0785
TA.KD010_A549_96H:TRCN0000006292:1	TA.KD010_A549_96H:TRCN0000006289:1	0.1042
TA.KD010_A549_96H:TRCN0000006292:1	TA.KD010_A549_96H:TRCN0000231130:1	0.0182
TA.KD010_A549_96H:TRCN0000195066:1	TA.KD010_A549_96H:TRCN0000196918:1	0.0088
TA.KD010_A549_96H:TRCN0000195066:1	TA.KD010_A549_96H:TRCN0000196844:1	0.038
TA.KD010_A549_96H:TRCN0000195066:1	TA.KD010_A549_96H:TRCN0000006291:1	-0.0732
TA.KD010_A549_96H:TRCN0000195066:1	TA.KD010_A549_96H:TRCN0000006289:1	0.066
TA.KD010_A549_96H:TRCN0000195066:1	TA.KD010_A549_96H:TRCN0000231130:1	-0.0607
TA.KD010_A549_96H:TRCN0000196918:1	TA.KD010_A549_96H:TRCN0000196844:1	0.1408
TA.KD010_A549_96H:TRCN0000196918:1	TA.KD010_A549_96H:TRCN0000006291:1	0.2982
TA.KD010_A549_96H:TRCN0000196918:1	TA.KD010_A549_96H:TRCN0000006289:1	0.1022
TA.KD010_A549_96H:TRCN0000196918:1	TA.KD010_A549_96H:TRCN0000231130:1	0.1559
TA.KD010_A549_96H:TRCN0000196844:1	TA.KD010_A549_96H:TRCN0000006291:1	0.2248
TA.KD010_A549_96H:TRCN0000196844:1	TA.KD010_A549_96H:TRCN0000006289:1	0.2517
TA.KD010_A549_96H:TRCN0000196844:1	TA.KD010_A549_96H:TRCN0000231130:1	0.2268
TA.KD010_A549_96H:TRCN0000006291:1	TA.KD010_A549_96H:TRCN0000006289:1	0.1461
TA.KD010_A549_96H:TRCN0000006291:1	TA.KD010_A549_96H:TRCN0000231130:1	0.2474
TA.KD010_A549_96H:TRCN0000006289:1	TA.KD010_A549_96H:TRCN0000231130:1	0.0737
TA.KD009_A549_96H:TRCN0000021377:1	TA.KD009_A549_96H:TRCN0000199455:1	0.0656
TA.KD009_A549_96H:TRCN0000021377:1	TA.KD009_A549_96H:TRCN0000021375:1	0.0814
TA.KD009_A549_96H:TRCN0000021377:1	TA.KD009_A549_96H:TRCN0000196574:1	-0.0353
TA.KD009_A549_96H:TRCN0000021377:1	TA.KD009_A549_96H:TRCN0000021376:1	0.0714
TA.KD009_A549_96H:TRCN0000021377:1	TA.KD009_A549_96H:TRCN0000195541:1	0.0065
TA.KD009_A549_96H:TRCN0000021377:1	TA.KD009_A549_96H:TRCN0000021374:1	0.0596
TA.KD009_A549_96H:TRCN0000021377:1	TA.KD009_A549_96H:TRCN0000199822:1	0.0539
TA.KD009_A549_96H:TRCN0000199455:1	TA.KD009_A549_96H:TRCN0000021375:1	0.091
TA.KD009_A549_96H:TRCN0000199455:1	TA.KD009_A549_96H:TRCN0000196574:1	0.1385
TA.KD009_A549_96H:TRCN0000199455:1	TA.KD009_A549_96H:TRCN0000021376:1	0.0875
TA.KD009_A549_96H:TRCN0000199455:1	TA.KD009_A549_96H:TRCN0000195541:1	0.1456
TA.KD009_A549_96H:TRCN0000199455:1	TA.KD009_A549_96H:TRCN0000021374:1	0.1928
TA.KD009_A549_96H:TRCN0000199455:1	TA.KD009_A549_96H:TRCN0000199822:1	0.1574
TA.KD009_A549_96H:TRCN0000021375:1	TA.KD009_A549_96H:TRCN0000196574:1	0.0602
TA.KD009_A549_96H:TRCN0000021375:1	TA.KD009_A549_96H:TRCN0000021376:1	0.1261
TA.KD009_A549_96H:TRCN0000021375:1	TA.KD009_A549_96H:TRCN0000195541:1	0.0271
TA.KD009_A549_96H:TRCN0000021375:1	TA.KD009_A549_96H:TRCN0000021374:1	0.0026
TA.KD009_A549_96H:TRCN0000021375:1	TA.KD009_A549_96H:TRCN0000199822:1	0.0165
TA.KD009_A549_96H:TRCN0000196574:1	TA.KD009_A549_96H:TRCN0000021376:1	-0.0149
TA.KD009_A549_96H:TRCN0000196574:1	TA.KD009_A549_96H:TRCN0000195541:1	0.0984
TA.KD009_A549_96H:TRCN0000196574:1	TA.KD009_A549_96H:TRCN0000021374:1	0.1323
TA.KD009_A549_96H:TRCN0000196574:1	TA.KD009_A549_96H:TRCN0000199822:1	0.2407
TA.KD009_A549_96H:TRCN0000021376:1	TA.KD009_A549_96H:TRCN0000195541:1	0.0393
TA.KD009_A549_96H:TRCN0000021376:1	TA.KD009_A549_96H:TRCN0000021374:1	0.1086
TA.KD009_A549_96H:TRCN0000021376:1	TA.KD009_A549_96H:TRCN0000199822:1	0.0096
TA.KD009_A549_96H:TRCN0000195541:1	TA.KD009_A549_96H:TRCN0000021374:1	0.1827
TA.KD009_A549_96H:TRCN0000195541:1	TA.KD009_A549_96H:TRCN0000199822:1	0.1566
TA.KD009_A549_96H:TRCN0000021374:1	TA.KD009_A549_96H:TRCN0000199822:1	0.1565
TA.KD009_A549_96H:TRCN0000355602:1	TA.KD009_A549_96H:TRCN0000226450:1	0.0819
TA.KD009_A549_96H:TRCN0000355602:1	TA.KD009_A549_96H:TRCN0000226451:1	-0.0046
TA.KD009_A549_96H:TRCN0000355602:1	TA.KD009_A549_96H:TRCN0000002396:1	0.0203
TA.KD009_A549_96H:TRCN0000355602:1	TA.KD009_A549_96H:TRCN0000226448:1	0.0232
TA.KD009_A549_96H:TRCN0000355602:1	TA.KD009_A549_96H:TRCN0000002397:1	0.0337
TA.KD009_A549_96H:TRCN0000355602:1	TA.KD009_A549_96H:TRCN0000355545:1	0.0509
TA.KD009_A549_96H:TRCN0000355602:1	TA.KD009_A549_96H:TRCN0000226449:1	0.1494
TA.KD009_A549_96H:TRCN0000226450:1	TA.KD009_A549_96H:TRCN0000226451:1	0.0751
TA.KD009_A549_96H:TRCN0000226450:1	TA.KD009_A549_96H:TRCN0000002396:1	0.017
TA.KD009_A549_96H:TRCN0000226450:1	TA.KD009_A549_96H:TRCN0000226448:1	0.0571
TA.KD009_A549_96H:TRCN0000226450:1	TA.KD009_A549_96H:TRCN0000002397:1	0.1425
TA.KD009_A549_96H:TRCN0000226450:1	TA.KD009_A549_96H:TRCN0000355545:1	0.0575
TA.KD009_A549_96H:TRCN0000226450:1	TA.KD009_A549_96H:TRCN0000226449:1	-0.0096
TA.KD009_A549_96H:TRCN0000226451:1	TA.KD009_A549_96H:TRCN0000002396:1	0.1178
TA.KD009_A549_96H:TRCN0000226451:1	TA.KD009_A549_96H:TRCN0000226448:1	0.2072
TA.KD009_A549_96H:TRCN0000226451:1	TA.KD009_A549_96H:TRCN0000002397:1	0.1593
TA.KD009_A549_96H:TRCN0000226451:1	TA.KD009_A549_96H:TRCN0000355545:1	0.0521
TA.KD009_A549_96H:TRCN0000226451:1	TA.KD009_A549_96H:TRCN0000226449:1	0.0546
TA.KD009_A549_96H:TRCN0000002396:1	TA.KD009_A549_96H:TRCN0000226448:1	0.2
TA.KD009_A549_96H:TRCN0000002396:1	TA.KD009_A549_96H:TRCN0000002397:1	0.1176
TA.KD009_A549_96H:TRCN0000002396:1	TA.KD009_A549_96H:TRCN0000355545:1	-0.0361
TA.KD009_A549_96H:TRCN0000002396:1	TA.KD009_A549_96H:TRCN0000226449:1	0.0455
TA.KD009_A549_96H:TRCN0000226448:1	TA.KD009_A549_96H:TRCN0000002397:1	0.2587
TA.KD009_A549_96H:TRCN0000226448:1	TA.KD009_A549_96H:TRCN0000355545:1	-0.0461
TA.KD009_A549_96H:TRCN0000226448:1	TA.KD009_A549_96H:TRCN0000226449:1	0.1605
TA.KD009_A549_96H:TRCN0000002397:1	TA.KD009_A549_96H:TRCN0000355545:1	0.0776
TA.KD009_A549_96H:TRCN0000002397:1	TA.KD009_A549_96H:TRCN0000226449:1	0.1093
TA.KD009_A549_96H:TRCN0000355545:1	TA.KD009_A549_96H:TRCN0000226449:1	-0.063
TA.KD009_A549_96H:TRCN0000369106:1	TA.KD009_A549_96H:TRCN0000376481:1	0.0816
TA.KD009_A549_96H:TRCN0000369106:1	TA.KD009_A549_96H:TRCN0000003575:1	0.0171
TA.KD009_A549_96H:TRCN0000369106:1	TA.KD009_A549_96H:TRCN0000003577:1	0.1408
TA.KD009_A549_96H:TRCN0000369106:1	TA.KD009_A549_96H:TRCN0000376482:1	0.0347
TA.KD009_A549_96H:TRCN0000369106:1	TA.KD009_A549_96H:TRCN0000003579:1	-0.0775
TA.KD009_A549_96H:TRCN0000369106:1	TA.KD009_A549_96H:TRCN0000377309:1	-0.0078
TA.KD009_A549_96H:TRCN0000369106:1	TA.KD009_A549_96H:TRCN0000369107:1	-0.0555
TA.KD009_A549_96H:TRCN0000376481:1	TA.KD009_A549_96H:TRCN0000003575:1	-0.0251
TA.KD009_A549_96H:TRCN0000376481:1	TA.KD009_A549_96H:TRCN0000003577:1	-0.0175
TA.KD009_A549_96H:TRCN0000376481:1	TA.KD009_A549_96H:TRCN0000376482:1	0.08
TA.KD009_A549_96H:TRCN0000376481:1	TA.KD009_A549_96H:TRCN0000003579:1	0.0641
TA.KD009_A549_96H:TRCN0000376481:1	TA.KD009_A549_96H:TRCN0000377309:1	0.0392
TA.KD009_A549_96H:TRCN0000376481:1	TA.KD009_A549_96H:TRCN0000369107:1	0.0489
TA.KD009_A549_96H:TRCN0000003575:1	TA.KD009_A549_96H:TRCN0000003577:1	0.2172
TA.KD009_A549_96H:TRCN0000003575:1	TA.KD009_A549_96H:TRCN0000376482:1	0.2702
TA.KD009_A549_96H:TRCN0000003575:1	TA.KD009_A549_96H:TRCN0000003579:1	0.1687
TA.KD009_A549_96H:TRCN0000003575:1	TA.KD009_A549_96H:TRCN0000377309:1	0.0853
TA.KD009_A549_96H:TRCN0000003575:1	TA.KD009_A549_96H:TRCN0000369107:1	0.171
TA.KD009_A549_96H:TRCN0000003577:1	TA.KD009_A549_96H:TRCN0000376482:1	0.1101
TA.KD009_A549_96H:TRCN0000003577:1	TA.KD009_A549_96H:TRCN0000003579:1	0.0639
TA.KD009_A549_96H:TRCN0000003577:1	TA.KD009_A549_96H:TRCN0000377309:1	0.0626
TA.KD009_A549_96H:TRCN0000003577:1	TA.KD009_A549_96H:TRCN0000369107:1	-0.0476
TA.KD009_A549_96H:TRCN0000376482:1	TA.KD009_A549_96H:TRCN0000003579:1	0.0705
TA.KD009_A549_96H:TRCN0000376482:1	TA.KD009_A549_96H:TRCN0000377309:1	0.1361
TA.KD009_A549_96H:TRCN0000376482:1	TA.KD009_A549_96H:TRCN0000369107:1	0.1251
TA.KD009_A549_96H:TRCN0000003579:1	TA.KD009_A549_96H:TRCN0000377309:1	-0.017
TA.KD009_A549_96H:TRCN0000003579:1	TA.KD009_A549_96H:TRCN0000369107:1	-0.0054
TA.KD009_A549_96H:TRCN0000377309:1	TA.KD009_A549_96H:TRCN0000369107:1	0.0535
TA.KD009_A549_96H:TRCN0000380982:1	TA.KD009_A549_96H:TRCN0000288695:1	0.0497
TA.KD009_A549_96H:TRCN0000380982:1	TA.KD009_A549_96H:TRCN0000288631:1	-0.1183
TA.KD009_A549_96H:TRCN0000380982:1	TA.KD009_A549_96H:TRCN0000039725:1	-0.006
TA.KD009_A549_96H:TRCN0000380982:1	TA.KD009_A549_96H:TRCN0000381940:1	0.1276
TA.KD009_A549_96H:TRCN0000380982:1	TA.KD009_A549_96H:TRCN0000379721:1	-0.1938
TA.KD009_A549_96H:TRCN0000380982:1	TA.KD009_A549_96H:TRCN0000010310:1	0.2026
TA.KD009_A549_96H:TRCN0000380982:1	TA.KD009_A549_96H:TRCN0000295906:1	0.1254
TA.KD009_A549_96H:TRCN0000380982:1	TA.KD009_A549_96H:TRCN0000288694:1	0.088
TA.KD009_A549_96H:TRCN0000288695:1	TA.KD009_A549_96H:TRCN0000288631:1	0.0794
TA.KD009_A549_96H:TRCN0000288695:1	TA.KD009_A549_96H:TRCN0000039725:1	0.0525
TA.KD009_A549_96H:TRCN0000288695:1	TA.KD009_A549_96H:TRCN0000381940:1	0.0546
TA.KD009_A549_96H:TRCN0000288695:1	TA.KD009_A549_96H:TRCN0000379721:1	0.1345
TA.KD009_A549_96H:TRCN0000288695:1	TA.KD009_A549_96H:TRCN0000010310:1	0.1098
TA.KD009_A549_96H:TRCN0000288695:1	TA.KD009_A549_96H:TRCN0000295906:1	0.1349
TA.KD009_A549_96H:TRCN0000288695:1	TA.KD009_A549_96H:TRCN0000288694:1	0.0178
TA.KD009_A549_96H:TRCN0000288631:1	TA.KD009_A549_96H:TRCN0000039725:1	-0.0087
TA.KD009_A549_96H:TRCN0000288631:1	TA.KD009_A549_96H:TRCN0000381940:1	-0.0355
TA.KD009_A549_96H:TRCN0000288631:1	TA.KD009_A549_96H:TRCN0000379721:1	0.0947
TA.KD009_A549_96H:TRCN0000288631:1	TA.KD009_A549_96H:TRCN0000010310:1	0.0533
TA.KD009_A549_96H:TRCN0000288631:1	TA.KD009_A549_96H:TRCN0000295906:1	0.0012
TA.KD009_A549_96H:TRCN0000288631:1	TA.KD009_A549_96H:TRCN0000288694:1	-0.0261
TA.KD009_A549_96H:TRCN0000039725:1	TA.KD009_A549_96H:TRCN0000381940:1	0.0387
TA.KD009_A549_96H:TRCN0000039725:1	TA.KD009_A549_96H:TRCN0000379721:1	0.166
TA.KD009_A549_96H:TRCN0000039725:1	TA.KD009_A549_96H:TRCN0000010310:1	0.0015
TA.KD009_A549_96H:TRCN0000039725:1	TA.KD009_A549_96H:TRCN0000295906:1	0.0426
TA.KD009_A549_96H:TRCN0000039725:1	TA.KD009_A549_96H:TRCN0000288694:1	0.01
TA.KD009_A549_96H:TRCN0000381940:1	TA.KD009_A549_96H:TRCN0000379721:1	-0.0109
TA.KD009_A549_96H:TRCN0000381940:1	TA.KD009_A549_96H:TRCN0000010310:1	0.125
TA.KD009_A549_96H:TRCN0000381940:1	TA.KD009_A549_96H:TRCN0000295906:1	0.1171
TA.KD009_A549_96H:TRCN0000381940:1	TA.KD009_A549_96H:TRCN0000288694:1	0.112
TA.KD009_A549_96H:TRCN0000379721:1	TA.KD009_A549_96H:TRCN0000010310:1	-0.0645
TA.KD009_A549_96H:TRCN0000379721:1	TA.KD009_A549_96H:TRCN0000295906:1	0.1659
TA.KD009_A549_96H:TRCN0000379721:1	TA.KD009_A549_96H:TRCN0000288694:1	-0.0437
TA.KD009_A549_96H:TRCN0000010310:1	TA.KD009_A549_96H:TRCN0000295906:1	0.0799
TA.KD009_A549_96H:TRCN0000010310:1	TA.KD009_A549_96H:TRCN0000288694:1	0.1918
TA.KD009_A549_96H:TRCN0000295906:1	TA.KD009_A549_96H:TRCN0000288694:1	0.0734
TA.KD009_A549_96H:TRCN0000315252:1	TA.KD009_A549_96H:TRCN0000315183:1	0.1705
TA.KD009_A549_96H:TRCN0000315252:1	TA.KD009_A549_96H:TRCN0000039566:1	0.1728
TA.KD009_A549_96H:TRCN0000315252:1	TA.KD009_A549_96H:TRCN0000007750:1	0.0295
TA.KD009_A549_96H:TRCN0000315252:1	TA.KD009_A549_96H:TRCN0000381172:1	-0.1211
TA.KD009_A549_96H:TRCN0000315252:1	TA.KD009_A549_96H:TRCN0000315181:1	0.3836
TA.KD009_A549_96H:TRCN0000315252:1	TA.KD009_A549_96H:TRCN0000315250:1	0.3379
TA.KD009_A549_96H:TRCN0000315252:1	CGS001_A549_96H:CBLB:1	-0.2051
TA.KD009_A549_96H:TRCN0000315183:1	TA.KD009_A549_96H:TRCN0000039566:1	-0.0338
TA.KD009_A549_96H:TRCN0000315183:1	TA.KD009_A549_96H:TRCN0000007750:1	-0.0568
TA.KD009_A549_96H:TRCN0000315183:1	TA.KD009_A549_96H:TRCN0000381172:1	-0.0899
TA.KD009_A549_96H:TRCN0000315183:1	TA.KD009_A549_96H:TRCN0000315181:1	0.0356
TA.KD009_A549_96H:TRCN0000315183:1	TA.KD009_A549_96H:TRCN0000315250:1	0.0643
TA.KD009_A549_96H:TRCN0000315183:1	CGS001_A549_96H:CBLB:1	-0.0879
TA.KD009_A549_96H:TRCN0000039566:1	TA.KD009_A549_96H:TRCN0000007750:1	0.1083
TA.KD009_A549_96H:TRCN0000039566:1	TA.KD009_A549_96H:TRCN0000381172:1	0.0048
TA.KD009_A549_96H:TRCN0000039566:1	TA.KD009_A549_96H:TRCN0000315181:1	0.1798
TA.KD009_A549_96H:TRCN0000039566:1	TA.KD009_A549_96H:TRCN0000315250:1	0.2151
TA.KD009_A549_96H:TRCN0000039566:1	CGS001_A549_96H:CBLB:1	0.0242
TA.KD009_A549_96H:TRCN0000007750:1	TA.KD009_A549_96H:TRCN0000381172:1	-0.1215
TA.KD009_A549_96H:TRCN0000007750:1	TA.KD009_A549_96H:TRCN0000315181:1	-0.0323
TA.KD009_A549_96H:TRCN0000007750:1	TA.KD009_A549_96H:TRCN0000315250:1	0.1781
TA.KD009_A549_96H:TRCN0000007750:1	CGS001_A549_96H:CBLB:1	0.1361
TA.KD009_A549_96H:TRCN0000381172:1	TA.KD009_A549_96H:TRCN0000315181:1	0.0529
TA.KD009_A549_96H:TRCN0000381172:1	TA.KD009_A549_96H:TRCN0000315250:1	-0.1177
TA.KD009_A549_96H:TRCN0000381172:1	CGS001_A549_96H:CBLB:1	0.1175
TA.KD009_A549_96H:TRCN0000315181:1	TA.KD009_A549_96H:TRCN0000315250:1	0.1895
TA.KD009_A549_96H:TRCN0000315181:1	CGS001_A549_96H:CBLB:1	-0.1544
TA.KD009_A549_96H:TRCN0000315250:1	CGS001_A549_96H:CBLB:1	0.0507
TA.KD009_A549_96H:TRCN0000380565:1	TA.KD009_A549_96H:TRCN0000381093:1	0.0443
TA.KD009_A549_96H:TRCN0000380565:1	TA.KD009_A549_96H:TRCN0000010864:1	-0.1037
TA.KD009_A549_96H:TRCN0000380565:1	TA.KD009_A549_96H:TRCN0000379877:1	0.1693
TA.KD009_A549_96H:TRCN0000380565:1	TA.KD009_A549_96H:TRCN0000382036:1	0.063
TA.KD009_A549_96H:TRCN0000380565:1	TA.KD009_A549_96H:TRCN0000382486:1	0.3319
TA.KD009_A549_96H:TRCN0000380565:1	TA.KD009_A549_96H:TRCN0000381361:1	0.2659
TA.KD009_A549_96H:TRCN0000380565:1	TA.KD009_A549_96H:TRCN0000004275:1	-0.0313
TA.KD009_A549_96H:TRCN0000381093:1	TA.KD009_A549_96H:TRCN0000010864:1	0.0275
TA.KD009_A549_96H:TRCN0000381093:1	TA.KD009_A549_96H:TRCN0000379877:1	0.1066
TA.KD009_A549_96H:TRCN0000381093:1	TA.KD009_A549_96H:TRCN0000382036:1	0.0027
TA.KD009_A549_96H:TRCN0000381093:1	TA.KD009_A549_96H:TRCN0000382486:1	0.086
TA.KD009_A549_96H:TRCN0000381093:1	TA.KD009_A549_96H:TRCN0000381361:1	0.0731
TA.KD009_A549_96H:TRCN0000381093:1	TA.KD009_A549_96H:TRCN0000004275:1	-0.0449
TA.KD009_A549_96H:TRCN0000010864:1	TA.KD009_A549_96H:TRCN0000379877:1	-0.0478
TA.KD009_A549_96H:TRCN0000010864:1	TA.KD009_A549_96H:TRCN0000382036:1	-0.1199
TA.KD009_A549_96H:TRCN0000010864:1	TA.KD009_A549_96H:TRCN0000382486:1	-0.0907
TA.KD009_A549_96H:TRCN0000010864:1	TA.KD009_A549_96H:TRCN0000381361:1	-0.0542
TA.KD009_A549_96H:TRCN0000010864:1	TA.KD009_A549_96H:TRCN0000004275:1	0.1833
TA.KD009_A549_96H:TRCN0000379877:1	TA.KD009_A549_96H:TRCN0000382036:1	0.0848
TA.KD009_A549_96H:TRCN0000379877:1	TA.KD009_A549_96H:TRCN0000382486:1	0.2746
TA.KD009_A549_96H:TRCN0000379877:1	TA.KD009_A549_96H:TRCN0000381361:1	0.2261
TA.KD009_A549_96H:TRCN0000379877:1	TA.KD009_A549_96H:TRCN0000004275:1	0.0163
TA.KD009_A549_96H:TRCN0000382036:1	TA.KD009_A549_96H:TRCN0000382486:1	0.1094
TA.KD009_A549_96H:TRCN0000382036:1	TA.KD009_A549_96H:TRCN0000381361:1	0.0764
TA.KD009_A549_96H:TRCN0000382036:1	TA.KD009_A549_96H:TRCN0000004275:1	0.0204
TA.KD009_A549_96H:TRCN0000382486:1	TA.KD009_A549_96H:TRCN0000381361:1	0.3505
TA.KD009_A549_96H:TRCN0000382486:1	TA.KD009_A549_96H:TRCN0000004275:1	-0.0872
TA.KD009_A549_96H:TRCN0000381361:1	TA.KD009_A549_96H:TRCN0000004275:1	0.0179
TA.KD010_A549_96H:TRCN0000295874:1	TA.KD010_A549_96H:TRCN0000295876:1	0.0205
TA.KD010_A549_96H:TRCN0000295874:1	TA.KD010_A549_96H:TRCN0000010316:1	-0.0173
TA.KD010_A549_96H:TRCN0000295874:1	TA.KD010_A549_96H:TRCN0000288598:1	0.0757
TA.KD010_A549_96H:TRCN0000295874:1	TA.KD010_A549_96H:TRCN0000040038:1	0.1071
TA.KD010_A549_96H:TRCN0000295874:1	TA.KD010_A549_96H:TRCN0000010317:1	0.1721
TA.KD010_A549_96H:TRCN0000295874:1	TA.KD010_A549_96H:TRCN0000295875:1	0.0726
TA.KD010_A549_96H:TRCN0000295876:1	TA.KD010_A549_96H:TRCN0000010316:1	0.1653
TA.KD010_A549_96H:TRCN0000295876:1	TA.KD010_A549_96H:TRCN0000288598:1	0.065
TA.KD010_A549_96H:TRCN0000295876:1	TA.KD010_A549_96H:TRCN0000040038:1	-0.0835
TA.KD010_A549_96H:TRCN0000295876:1	TA.KD010_A549_96H:TRCN0000010317:1	0.0271
TA.KD010_A549_96H:TRCN0000295876:1	TA.KD010_A549_96H:TRCN0000295875:1	0.0173
TA.KD010_A549_96H:TRCN0000010316:1	TA.KD010_A549_96H:TRCN0000288598:1	0.0278
TA.KD010_A549_96H:TRCN0000010316:1	TA.KD010_A549_96H:TRCN0000040038:1	-0.0478
TA.KD010_A549_96H:TRCN0000010316:1	TA.KD010_A549_96H:TRCN0000010317:1	0.1387
TA.KD010_A549_96H:TRCN0000010316:1	TA.KD010_A549_96H:TRCN0000295875:1	-0.0469
TA.KD010_A549_96H:TRCN0000288598:1	TA.KD010_A549_96H:TRCN0000040038:1	0.2463
TA.KD010_A549_96H:TRCN0000288598:1	TA.KD010_A549_96H:TRCN0000010317:1	-0.0812
TA.KD010_A549_96H:TRCN0000288598:1	TA.KD010_A549_96H:TRCN0000295875:1	-0.1343
TA.KD010_A549_96H:TRCN0000040038:1	TA.KD010_A549_96H:TRCN0000010317:1	0.1486
TA.KD010_A549_96H:TRCN0000040038:1	TA.KD010_A549_96H:TRCN0000295875:1	-0.0047
TA.KD010_A549_96H:TRCN0000010317:1	TA.KD010_A549_96H:TRCN0000295875:1	0.1793
TAK004_U2OS_96H:TRCN0000303773:1	TAK004_U2OS_96H:TRCN0000047632:1	-0.0388
TAK004_U2OS_96H:TRCN0000303773:1	TAK004_U2OS_96H:TRCN0000310772:1	-0.0851
TAK004_U2OS_96H:TRCN0000047632:1	TAK004_U2OS_96H:TRCN0000310772:1	0.3212
TAK004_U2OS_96H:TRCN0000369292:1	TAK004_U2OS_96H:TRCN0000017935:1	0.2257
TAK004_U2OS_96H:TRCN0000369292:1	TAK004_U2OS_96H:TRCN0000369366:1	0.1342
TAK004_U2OS_96H:TRCN0000017935:1	TAK004_U2OS_96H:TRCN0000369366:1	0.241
TA.KD009_A549_96H:TRCN0000423787:1	TA.KD009_A549_96H:TRCN0000054091:1	0.1126
TA.KD009_A549_96H:TRCN0000423787:1	TA.KD009_A549_96H:TRCN0000425046:1	0.0395
TA.KD009_A549_96H:TRCN0000423787:1	TA.KD009_A549_96H:TRCN0000054088:1	0.1691
TA.KD009_A549_96H:TRCN0000423787:1	TA.KD009_A549_96H:TRCN0000054090:1	0.099
TA.KD009_A549_96H:TRCN0000423787:1	TA.KD009_A549_96H:TRCN0000054092:1	0.204
TA.KD009_A549_96H:TRCN0000054091:1	TA.KD009_A549_96H:TRCN0000425046:1	0.0209
TA.KD009_A549_96H:TRCN0000054091:1	TA.KD009_A549_96H:TRCN0000054088:1	0.0263
TA.KD009_A549_96H:TRCN0000054091:1	TA.KD009_A549_96H:TRCN0000054090:1	0.1258
TA.KD009_A549_96H:TRCN0000054091:1	TA.KD009_A549_96H:TRCN0000054092:1	0.1265
TA.KD009_A549_96H:TRCN0000425046:1	TA.KD009_A549_96H:TRCN0000054088:1	-0.0566
TA.KD009_A549_96H:TRCN0000425046:1	TA.KD009_A549_96H:TRCN0000054090:1	-0.0059
TA.KD009_A549_96H:TRCN0000425046:1	TA.KD009_A549_96H:TRCN0000054092:1	0.0663
TA.KD009_A549_96H:TRCN0000054088:1	TA.KD009_A549_96H:TRCN0000054090:1	0.1275
TA.KD009_A549_96H:TRCN0000054088:1	TA.KD009_A549_96H:TRCN0000054092:1	0.121
TA.KD009_A549_96H:TRCN0000054090:1	TA.KD009_A549_96H:TRCN0000054092:1	0.1228
TAK004_U2OS_96H:TRCN0000195003:1	TAK004_U2OS_96H:TRCN0000039960:1	0.3503
TAK004_U2OS_96H:TRCN0000195003:1	TAK004_U2OS_96H:TRCN0000197236:1	0.2977
TAK004_U2OS_96H:TRCN0000195003:1	TAK004_U2OS_96H:TRCN0000196690:1	0.0516
TAK004_U2OS_96H:TRCN0000195003:1	TAK004_U2OS_96H:TRCN0000000590:1	-0.131
TAK004_U2OS_96H:TRCN0000039960:1	TAK004_U2OS_96H:TRCN0000197236:1	0.4918
TAK004_U2OS_96H:TRCN0000039960:1	TAK004_U2OS_96H:TRCN0000196690:1	0.0304
TAK004_U2OS_96H:TRCN0000039960:1	TAK004_U2OS_96H:TRCN0000000590:1	-0.0992
TAK004_U2OS_96H:TRCN0000197236:1	TAK004_U2OS_96H:TRCN0000196690:1	0.0232
TAK004_U2OS_96H:TRCN0000197236:1	TAK004_U2OS_96H:TRCN0000000590:1	-0.1353
TAK004_U2OS_96H:TRCN0000196690:1	TAK004_U2OS_96H:TRCN0000000590:1	0.1572
MUC.KD003_P2X2B2_96H:TRCN0000294474:3	MUC.KD003_P2X2B2_96H:TRCN0000040126:3	0.1194
TA.KD010_A549_96H:TRCN0000255849:1	TA.KD010_A549_96H:TRCN0000265833:1	0.1069
TA.KD010_A549_96H:TRCN0000255849:1	TA.KD010_A549_96H:TRCN0000265700:1	-0.0542
TA.KD010_A549_96H:TRCN0000255849:1	TA.KD010_A549_96H:TRCN0000255850:1	0.0524
TA.KD010_A549_96H:TRCN0000255849:1	TA.KD010_A549_96H:TRCN0000039749:1	-0.0012
TA.KD010_A549_96H:TRCN0000255849:1	TA.KD010_A549_96H:TRCN0000265840:1	-0.0675
TA.KD010_A549_96H:TRCN0000255849:1	TA.KD010_A549_96H:TRCN0000281414:1	0.1816
TA.KD010_A549_96H:TRCN0000255849:1	TA.KD010_A549_96H:TRCN0000039752:1	-0.0946
TA.KD010_A549_96H:TRCN0000255849:1	TA.KD010_A549_96H:TRCN0000255853:1	0.2253
TA.KD010_A549_96H:TRCN0000265833:1	TA.KD010_A549_96H:TRCN0000265700:1	0.0337
TA.KD010_A549_96H:TRCN0000265833:1	TA.KD010_A549_96H:TRCN0000255850:1	-0.0551
TA.KD010_A549_96H:TRCN0000265833:1	TA.KD010_A549_96H:TRCN0000039749:1	0.1749
TA.KD010_A549_96H:TRCN0000265833:1	TA.KD010_A549_96H:TRCN0000265840:1	0.0049
TA.KD010_A549_96H:TRCN0000265833:1	TA.KD010_A549_96H:TRCN0000281414:1	-0.0638
