Sample1	Sample2	Jaccard	Pearson	Spearman	Cosine_diffshRNA
EKW001_SHSY5Y_120H:TRCN0000001878:2	EKW001_SHSY5Y_120H:TRCN0000001874:2	0.5828	0.1572	0.1927	0.1583
EKW001_SHSY5Y_120H:TRCN0000001878:2	EKW001_SHSY5Y_120H:TRCN0000001877:2	0.4673	-0.042	-0.0918	-0.0417
EKW001_SHSY5Y_120H:TRCN0000001874:2	EKW001_SHSY5Y_120H:TRCN0000001877:2	0.3773	-0.1441	-0.2539	-0.1437
EKW001_PC3_120H:TRCN0000356152:2	EKW001_PC3_120H:TRCN0000002666:2	0.4601	-0.0329	-0.0777	-0.0307
EKW001_PC3_120H:TRCN0000356152:2	EKW001_PC3_120H:TRCN0000356120:2	0.4693	-0.0304	-0.0525	-0.0267
EKW001_PC3_120H:TRCN0000002666:2	EKW001_PC3_120H:TRCN0000356120:2	0.5573	0.1823	0.1534	0.1866
EKW001_SHSY5Y_120H:TRCN0000002666:2	EKW001_SHSY5Y_120H:TRCN0000356120:2	0.453	-0.0861	-0.1204	-0.0842
EKW001_SHSY5Y_120H:TRCN0000002666:2	EKW001_SHSY5Y_120H:TRCN0000356152:2	0.4601	-0.0021	-0.0788	0.0001
EKW001_SHSY5Y_120H:TRCN0000356120:2	EKW001_SHSY5Y_120H:TRCN0000356152:2	0.6462	0.3445	0.3888	0.3468
EKW001_PC3_120H:TRCN0000056552:2	EKW001_PC3_120H:TRCN0000056550:2	0.5092	0.0755	0.0575	0.0784
EKW001_PC3_120H:TRCN0000056552:2	EKW001_PC3_120H:TRCN0000056548:2	0.5706	0.1611	0.1574	0.1645
EKW001_PC3_120H:TRCN0000056550:2	EKW001_PC3_120H:TRCN0000056548:2	0.5031	0.0482	0.0063	0.0502
EKW001_SHSY5Y_120H:TRCN0000056552:2	EKW001_SHSY5Y_120H:TRCN0000056548:2	0.5654	0.2134	0.2254	0.2135
EKW001_SHSY5Y_120H:TRCN0000056552:2	EKW001_SHSY5Y_120H:TRCN0000056550:2	0.5767	0.2732	0.2545	0.2726
EKW001_SHSY5Y_120H:TRCN0000056548:2	EKW001_SHSY5Y_120H:TRCN0000056550:2	0.5266	0.1563	0.1121	0.1562
EKW001_PC3_120H:TRCN0000149986:2	EKW001_PC3_120H:TRCN0000219905:2	0.5624	0.1671	0.173	0.1689
EKW001_PC3_120H:TRCN0000149986:2	EKW001_PC3_120H:TRCN0000128133:2	0.5061	0.0168	-0.0025	0.0166
EKW001_PC3_120H:TRCN0000219905:2	EKW001_PC3_120H:TRCN0000128133:2	0.5266	0.062	0.0686	0.0618
EKW001_SHSY5Y_120H:TRCN0000149986:2	EKW001_SHSY5Y_120H:TRCN0000219905:2	0.547	0.1897	0.1563	0.1897
EKW001_SHSY5Y_120H:TRCN0000149986:2	EKW001_SHSY5Y_120H:TRCN0000128133:2	0.5389	0.1069	0.0728	0.107
EKW001_SHSY5Y_120H:TRCN0000219905:2	EKW001_SHSY5Y_120H:TRCN0000128133:2	0.4857	0.0184	-0.0213	0.0187
EKW001_PC3_120H:TRCN0000233371:2	EKW001_PC3_120H:TRCN0000015186:2	0.5337	0.1742	0.1311	0.1762
EKW001_PC3_120H:TRCN0000233371:2	EKW001_PC3_120H:TRCN0000233375:2	0.5399	0.1079	0.1023	0.1091
EKW001_PC3_120H:TRCN0000015186:2	EKW001_PC3_120H:TRCN0000233375:2	0.4969	0.0825	0.0469	0.0838
EKW001_SHSY5Y_120H:TRCN0000233375:2	EKW001_SHSY5Y_120H:TRCN0000233371:2	0.7157	0.5316	0.5749	0.5321
EKW001_SHSY5Y_120H:TRCN0000233375:2	EKW001_SHSY5Y_120H:TRCN0000015186:2	0.4335	-0.0635	-0.1135	-0.063
EKW001_SHSY5Y_120H:TRCN0000233371:2	EKW001_SHSY5Y_120H:TRCN0000015186:2	0.4765	-0.0172	-0.0612	-0.0165
TA.KD007_HT29_96H:TRCN0000029189:4	TA.KD007_HT29_96H:TRCN0000029190:4	0.4663	-0.0375	-0.0803	-0.0375
TA.KD007_HT29_96H:TRCN0000029189:4	TA.KD007_HT29_96H:TRCN0000029191:4	0.5603	0.1353	0.158	0.1349
TA.KD007_HT29_96H:TRCN0000029189:4	TA.KD007_HT29_96H:TRCN0000029192:4	0.5419	0.1093	0.1255	0.1095
TA.KD007_HT29_96H:TRCN0000029190:4	TA.KD007_HT29_96H:TRCN0000029191:4	0.4775	-0.0619	-0.0935	-0.062
TA.KD007_HT29_96H:TRCN0000029190:4	TA.KD007_HT29_96H:TRCN0000029192:4	0.499	-0.0012	0.0001	-0.0011
TA.KD007_HT29_96H:TRCN0000029191:4	TA.KD007_HT29_96H:TRCN0000029192:4	0.5184	0.1003	0.0814	0.0999
TA.KD007_HT29_96H:TRCN0000229352:4	TA.KD007_HT29_96H:TRCN0000218156:4	0.455	0.0107	-0.0492	0.0106
TA.KD007_HT29_96H:TRCN0000229352:4	TA.KD007_HT29_96H:TRCN0000048142:4	0.5235	0.083	0.1001	0.0831
TA.KD007_HT29_96H:TRCN0000229352:4	TA.KD007_HT29_96H:TRCN0000229353:4	0.5613	0.1009	0.1013	0.1008
TA.KD007_HT29_96H:TRCN0000229352:4	TA.KD007_HT29_96H:TRCN0000048140:4	0.4243	-0.1109	-0.1576	-0.1109
TA.KD007_HT29_96H:TRCN0000218156:4	TA.KD007_HT29_96H:TRCN0000048142:4	0.5327	0.0962	0.0656	0.0953
TA.KD007_HT29_96H:TRCN0000218156:4	TA.KD007_HT29_96H:TRCN0000229353:4	0.4601	0.0418	-0.0321	0.0424
TA.KD007_HT29_96H:TRCN0000218156:4	TA.KD007_HT29_96H:TRCN0000048140:4	0.591	0.2229	0.2569	0.2237
TA.KD007_HT29_96H:TRCN0000048142:4	TA.KD007_HT29_96H:TRCN0000229353:4	0.409	-0.0873	-0.1616	-0.0877
TA.KD007_HT29_96H:TRCN0000048142:4	TA.KD007_HT29_96H:TRCN0000048140:4	0.5695	0.1409	0.1631	0.1401
TA.KD007_HT29_96H:TRCN0000229353:4	TA.KD007_HT29_96H:TRCN0000048140:4	0.4049	-0.1758	-0.2392	-0.1752
TA.KD007_DLD1_96H:TRCN0000291620:4	TA.KD007_DLD1_96H:TRCN0000297015:4	0.4673	0.0186	-0.0482	0.019
TA.KD007_HT29_96H:TRCN0000297015:4	TA.KD007_HT29_96H:TRCN0000291620:4	0.5481	0.1135	0.1178	0.1135
TA.KD007_HT29_96H:TRCN0000297015:4	TA.KD007_HT29_96H:TRCN0000380080:4	0.5102	0.0218	0.0034	0.022
TA.KD007_HT29_96H:TRCN0000297015:4	TA.KD007_HT29_96H:TRCN0000380335:4	0.5215	0.0179	0.0333	0.0177
TA.KD007_HT29_96H:TRCN0000297015:4	TA.KD007_HT29_96H:TRCN0000380003:4	0.6125	0.2187	0.2814	0.2192
TA.KD007_HT29_96H:TRCN0000291620:4	TA.KD007_HT29_96H:TRCN0000380080:4	0.5624	0.1347	0.1586	0.1347
TA.KD007_HT29_96H:TRCN0000291620:4	TA.KD007_HT29_96H:TRCN0000380335:4	0.5726	0.1492	0.184	0.1491
TA.KD007_HT29_96H:TRCN0000291620:4	TA.KD007_HT29_96H:TRCN0000380003:4	0.5849	0.1831	0.219	0.1831
TA.KD007_HT29_96H:TRCN0000380080:4	TA.KD007_HT29_96H:TRCN0000380335:4	0.5828	0.1642	0.1953	0.1641
TA.KD007_HT29_96H:TRCN0000380080:4	TA.KD007_HT29_96H:TRCN0000380003:4	0.544	0.0491	0.0763	0.0494
TA.KD007_HT29_96H:TRCN0000380335:4	TA.KD007_HT29_96H:TRCN0000380003:4	0.5552	0.0699	0.1263	0.0695
TAK004_U2OS_96H:TRCN0000004871:1	TAK004_U2OS_96H:TRCN0000004869:1	0.4611	0.0447	-0.0573	0.0448
TAK004_U2OS_96H:TRCN0000004871:1	TAK004_U2OS_96H:TRCN0000004872:1	0.5184	0.1686	0.102	0.1688
TAK004_U2OS_96H:TRCN0000004871:1	TAK004_U2OS_96H:TRCN0000004873:1	0.455	-0.0376	-0.0863	-0.0374
TAK004_U2OS_96H:TRCN0000004869:1	TAK004_U2OS_96H:TRCN0000004872:1	0.5215	0.1127	0.0761	0.1133
TAK004_U2OS_96H:TRCN0000004869:1	TAK004_U2OS_96H:TRCN0000004873:1	0.4581	-0.0737	-0.1187	-0.0733
TAK004_U2OS_96H:TRCN0000004872:1	TAK004_U2OS_96H:TRCN0000004873:1	0.5031	-0.0457	-0.0462	-0.0447
TA.KD007_HT29_96H:TRCN0000018871:4	TA.KD007_HT29_96H:TRCN0000018872:4	0.3824	-0.1854	-0.2886	-0.1854
TA.KD007_HT29_96H:TRCN0000018871:4	TA.KD007_HT29_96H:TRCN0000271351:4	0.5409	0.1303	0.11	0.1306
TA.KD007_HT29_96H:TRCN0000018871:4	TA.KD007_HT29_96H:TRCN0000271350:4	0.456	-0.0286	-0.0633	-0.0287
TA.KD007_HT29_96H:TRCN0000018871:4	TA.KD007_HT29_96H:TRCN0000018874:4	0.5818	0.1834	0.2066	0.1833
TA.KD007_HT29_96H:TRCN0000018872:4	TA.KD007_HT29_96H:TRCN0000271351:4	0.4969	0.0019	-0.0106	0.0018
TA.KD007_HT29_96H:TRCN0000018872:4	TA.KD007_HT29_96H:TRCN0000271350:4	0.5583	0.1315	0.1384	0.1315
TA.KD007_HT29_96H:TRCN0000018872:4	TA.KD007_HT29_96H:TRCN0000018874:4	0.4346	-0.06	-0.1298	-0.06
TA.KD007_HT29_96H:TRCN0000271351:4	TA.KD007_HT29_96H:TRCN0000271350:4	0.5532	0.1565	0.1695	0.1564
TA.KD007_HT29_96H:TRCN0000271351:4	TA.KD007_HT29_96H:TRCN0000018874:4	0.5164	0.0862	0.0784	0.0862
TA.KD007_HT29_96H:TRCN0000271350:4	TA.KD007_HT29_96H:TRCN0000018874:4	0.5256	0.0529	0.0469	0.0529
TA.KD007_DLD1_96H:TRCN0000018880:4	TA.KD007_DLD1_96H:TRCN0000018883:4	0.454	-0.0471	-0.1201	-0.0471
TA.KD007_HT29_96H:TRCN0000018883:4	TA.KD007_HT29_96H:TRCN0000018881:4	0.5072	0.0929	0.0373	0.093
TA.KD007_HT29_96H:TRCN0000018883:4	TA.KD007_HT29_96H:TRCN0000018882:4	0.455	0.0039	-0.0714	0.0038
TA.KD007_HT29_96H:TRCN0000018883:4	TA.KD007_HT29_96H:TRCN0000018884:4	0.5297	0.1498	0.0895	0.1497
TA.KD007_HT29_96H:TRCN0000018883:4	TA.KD007_HT29_96H:TRCN0000018880:4	0.4591	-0.0629	-0.1168	-0.0629
TA.KD007_HT29_96H:TRCN0000018881:4	TA.KD007_HT29_96H:TRCN0000018882:4	0.5041	0.0347	0.0126	0.0345
TA.KD007_HT29_96H:TRCN0000018881:4	TA.KD007_HT29_96H:TRCN0000018884:4	0.5031	0.0694	0.0201	0.0694
TA.KD007_HT29_96H:TRCN0000018881:4	TA.KD007_HT29_96H:TRCN0000018880:4	0.502	0.044	0.0174	0.0441
TA.KD007_HT29_96H:TRCN0000018882:4	TA.KD007_HT29_96H:TRCN0000018884:4	0.5204	0.1232	0.0709	0.1235
TA.KD007_HT29_96H:TRCN0000018882:4	TA.KD007_HT29_96H:TRCN0000018880:4	0.5133	0.0603	0.0138	0.0598
TA.KD007_HT29_96H:TRCN0000018884:4	TA.KD007_HT29_96H:TRCN0000018880:4	0.4918	0.0387	-0.0144	0.0385
TA.KD010_A549_96H:TRCN0000195646:1	TA.KD010_A549_96H:TRCN0000195502:1	0.4591	0.0288	-0.0289	0.0312
TA.KD010_A549_96H:TRCN0000195646:1	TA.KD010_A549_96H:TRCN0000001065:1	0.4744	-0.0194	-0.0539	-0.0194
TA.KD010_A549_96H:TRCN0000195646:1	TA.KD010_A549_96H:TRCN0000197115:1	0.4652	-0.0306	-0.0704	-0.0281
TA.KD010_A549_96H:TRCN0000195646:1	TA.KD010_A549_96H:TRCN0000001067:1	0.4663	-0.0069	-0.0556	-0.0015
TA.KD010_A549_96H:TRCN0000195646:1	TA.KD010_A549_96H:TRCN0000001064:1	0.5613	0.0768	0.1247	0.0779
TA.KD010_A549_96H:TRCN0000195646:1	TA.KD010_A549_96H:TRCN0000001068:1	0.5307	0.0691	0.0728	0.07
TA.KD010_A549_96H:TRCN0000195646:1	CGS001_A549_96H:RAF1:1	0.544	0.1079	0.1127	0.1077
TA.KD010_A549_96H:TRCN0000195502:1	TA.KD010_A549_96H:TRCN0000001065:1	0.4816	-0.0343	-0.0693	-0.0343
TA.KD010_A549_96H:TRCN0000195502:1	TA.KD010_A549_96H:TRCN0000197115:1	0.5665	0.1545	0.161	0.1559
TA.KD010_A549_96H:TRCN0000195502:1	TA.KD010_A549_96H:TRCN0000001067:1	0.5266	0.0734	0.0673	0.0767
TA.KD010_A549_96H:TRCN0000195502:1	TA.KD010_A549_96H:TRCN0000001064:1	0.4806	0.0012	-0.0414	0.002
TA.KD010_A549_96H:TRCN0000195502:1	TA.KD010_A549_96H:TRCN0000001068:1	0.4703	-0.0513	-0.0629	-0.0505
TA.KD010_A549_96H:TRCN0000195502:1	CGS001_A549_96H:RAF1:1	0.4755	-0.0243	-0.0671	-0.0242
TA.KD010_A549_96H:TRCN0000001065:1	TA.KD010_A549_96H:TRCN0000197115:1	0.5389	0.0581	0.0901	0.058
TA.KD010_A549_96H:TRCN0000001065:1	TA.KD010_A549_96H:TRCN0000001067:1	0.4744	-0.0256	-0.0578	-0.0256
TA.KD010_A549_96H:TRCN0000001065:1	TA.KD010_A549_96H:TRCN0000001064:1	0.5389	0.0815	0.0802	0.0815
TA.KD010_A549_96H:TRCN0000001065:1	TA.KD010_A549_96H:TRCN0000001068:1	0.5634	0.1626	0.1695	0.1625
TA.KD010_A549_96H:TRCN0000001065:1	CGS001_A549_96H:RAF1:1	0.5542	0.1623	0.1512	0.1623
TA.KD010_A549_96H:TRCN0000197115:1	TA.KD010_A549_96H:TRCN0000001067:1	0.5061	0.0239	-0.0005	0.0276
TA.KD010_A549_96H:TRCN0000197115:1	TA.KD010_A549_96H:TRCN0000001064:1	0.5184	0.027	0.0193	0.0279
TA.KD010_A549_96H:TRCN0000197115:1	TA.KD010_A549_96H:TRCN0000001068:1	0.499	0.0273	0.0209	0.028
TA.KD010_A549_96H:TRCN0000197115:1	CGS001_A549_96H:RAF1:1	0.5153	0.0642	0.091	0.0642
TA.KD010_A549_96H:TRCN0000001067:1	TA.KD010_A549_96H:TRCN0000001064:1	0.4376	-0.0929	-0.1428	-0.0906
TA.KD010_A549_96H:TRCN0000001067:1	TA.KD010_A549_96H:TRCN0000001068:1	0.4765	-0.0194	-0.0538	-0.0177
TA.KD010_A549_96H:TRCN0000001067:1	CGS001_A549_96H:RAF1:1	0.4509	-0.0604	-0.1455	-0.06
TA.KD010_A549_96H:TRCN0000001064:1	TA.KD010_A549_96H:TRCN0000001068:1	0.5665	0.0989	0.1198	0.0993
TA.KD010_A549_96H:TRCN0000001064:1	CGS001_A549_96H:RAF1:1	0.6084	0.2527	0.2785	0.2527
TA.KD010_A549_96H:TRCN0000001068:1	CGS001_A549_96H:RAF1:1	0.592	0.2332	0.2767	0.2332
EKW001_PC3_120H:TRCN0000073364:2	CGS001_PC3_144H:RAP1GAP:2	0.5204	0.149	0.0815	0.1504
TA.KD010_A549_96H:TRCN0000020371:1	TA.KD010_A549_96H:TRCN0000020370:1	0.5644	0.1066	0.1605	0.1115
TA.KD010_A549_96H:TRCN0000020371:1	TA.KD010_A549_96H:TRCN0000020369:1	0.5245	0.124	0.0942	0.1269
TA.KD010_A549_96H:TRCN0000020371:1	TA.KD010_A549_96H:TRCN0000275553:1	0.5225	0.0192	0.0156	0.0218
TA.KD010_A549_96H:TRCN0000020371:1	TA.KD010_A549_96H:TRCN0000020373:1	0.5777	0.1265	0.1792	0.1313
TA.KD010_A549_96H:TRCN0000020371:1	TA.KD010_A549_96H:TRCN0000275491:1	0.6135	0.1884	0.2569	0.1903
TA.KD010_A549_96H:TRCN0000020370:1	TA.KD010_A549_96H:TRCN0000020369:1	0.5061	-0.0401	-0.0223	-0.0374
TA.KD010_A549_96H:TRCN0000020370:1	TA.KD010_A549_96H:TRCN0000275553:1	0.5798	0.1333	0.1709	0.135
TA.KD010_A549_96H:TRCN0000020370:1	TA.KD010_A549_96H:TRCN0000020373:1	0.6084	0.2273	0.2799	0.2305
TA.KD010_A549_96H:TRCN0000020370:1	TA.KD010_A549_96H:TRCN0000275491:1	0.5951	0.1726	0.2366	0.1741
TA.KD010_A549_96H:TRCN0000020369:1	TA.KD010_A549_96H:TRCN0000275553:1	0.499	-0.0039	-0.0195	-0.0027
TA.KD010_A549_96H:TRCN0000020369:1	TA.KD010_A549_96H:TRCN0000020373:1	0.4969	0.0393	-0.0166	0.0418
TA.KD010_A549_96H:TRCN0000020369:1	TA.KD010_A549_96H:TRCN0000275491:1	0.5235	0.0885	0.0743	0.0896
TA.KD010_A549_96H:TRCN0000275553:1	TA.KD010_A549_96H:TRCN0000020373:1	0.5542	0.0648	0.1024	0.0666
TA.KD010_A549_96H:TRCN0000275553:1	TA.KD010_A549_96H:TRCN0000275491:1	0.5297	0.0433	0.0498	0.0442
TA.KD010_A549_96H:TRCN0000020373:1	TA.KD010_A549_96H:TRCN0000275491:1	0.5828	0.1487	0.2098	0.1503
TA.KD010_A549_96H:TRCN0000040167:1	TA.KD010_A549_96H:TRCN0000040165:1	0.6012	0.235	0.2814	0.2361
TA.KD010_A549_96H:TRCN0000040167:1	TA.KD010_A549_96H:TRCN0000040164:1	0.5521	0.0839	0.0926	0.0856
TA.KD010_A549_96H:TRCN0000040167:1	TA.KD010_A549_96H:TRCN0000010417:1	0.5849	0.2039	0.2368	0.2056
TA.KD010_A549_96H:TRCN0000040167:1	TA.KD010_A549_96H:TRCN0000040163:1	0.5757	0.1657	0.2256	0.1677
TA.KD010_A549_96H:TRCN0000040167:1	TA.KD010_A549_96H:TRCN0000010419:1	0.6115	0.2498	0.2814	0.2515
TA.KD010_A549_96H:TRCN0000040167:1	TA.KD010_A549_96H:TRCN0000295892:1	0.589	0.2195	0.235	0.2211
TA.KD010_A549_96H:TRCN0000040167:1	CGS001_A549_96H:RB1:1	0.6728	0.4121	0.4804	0.4132
TA.KD010_A549_96H:TRCN0000040165:1	TA.KD010_A549_96H:TRCN0000040164:1	0.5031	-0.0127	-0.0313	-0.0105
TA.KD010_A549_96H:TRCN0000040165:1	TA.KD010_A549_96H:TRCN0000010417:1	0.5521	0.1759	0.2042	0.1783
TA.KD010_A549_96H:TRCN0000040165:1	TA.KD010_A549_96H:TRCN0000040163:1	0.5399	0.0681	0.1021	0.0711
TA.KD010_A549_96H:TRCN0000040165:1	TA.KD010_A549_96H:TRCN0000010419:1	0.6217	0.2367	0.2782	0.239
TA.KD010_A549_96H:TRCN0000040165:1	TA.KD010_A549_96H:TRCN0000295892:1	0.5297	0.0472	0.0685	0.0497
TA.KD010_A549_96H:TRCN0000040165:1	CGS001_A549_96H:RB1:1	0.6319	0.3333	0.3778	0.3355
TA.KD010_A549_96H:TRCN0000040164:1	TA.KD010_A549_96H:TRCN0000010417:1	0.5215	0.1013	0.078	0.1045
TA.KD010_A549_96H:TRCN0000040164:1	TA.KD010_A549_96H:TRCN0000040163:1	0.5685	0.1943	0.2156	0.1975
TA.KD010_A549_96H:TRCN0000040164:1	TA.KD010_A549_96H:TRCN0000010419:1	0.5256	0.0938	0.0681	0.0973
TA.KD010_A549_96H:TRCN0000040164:1	TA.KD010_A549_96H:TRCN0000295892:1	0.5808	0.1613	0.1786	0.164
TA.KD010_A549_96H:TRCN0000040164:1	CGS001_A549_96H:RB1:1	0.5419	0.0658	0.088	0.0705
TA.KD010_A549_96H:TRCN0000010417:1	TA.KD010_A549_96H:TRCN0000040163:1	0.5787	0.1617	0.2105	0.166
TA.KD010_A549_96H:TRCN0000010417:1	TA.KD010_A549_96H:TRCN0000010419:1	0.6115	0.2505	0.2866	0.2542
TA.KD010_A549_96H:TRCN0000010417:1	TA.KD010_A549_96H:TRCN0000295892:1	0.5031	-0.0111	0.0124	-0.0068
TA.KD010_A549_96H:TRCN0000010417:1	CGS001_A549_96H:RB1:1	0.6687	0.3683	0.4238	0.3723
TA.KD010_A549_96H:TRCN0000040163:1	TA.KD010_A549_96H:TRCN0000010419:1	0.6217	0.2675	0.3092	0.2715
TA.KD010_A549_96H:TRCN0000040163:1	TA.KD010_A549_96H:TRCN0000295892:1	0.5767	0.1132	0.1759	0.1173
TA.KD010_A549_96H:TRCN0000040163:1	CGS001_A549_96H:RB1:1	0.5665	0.1245	0.1733	0.1309
TA.KD010_A549_96H:TRCN0000010419:1	TA.KD010_A549_96H:TRCN0000295892:1	0.546	0.1482	0.1451	0.1521
TA.KD010_A549_96H:TRCN0000010419:1	CGS001_A549_96H:RB1:1	0.636	0.3176	0.3512	0.3224
TA.KD010_A549_96H:TRCN0000295892:1	CGS001_A549_96H:RB1:1	0.5562	0.1207	0.1505	0.1259
TAK004_U2OS_96H:TRCN0000040165:1	TAK004_U2OS_96H:TRCN0000010418:1	0.6176	0.2124	0.2504	0.2129
TAK004_U2OS_96H:TRCN0000040165:1	TAK004_U2OS_96H:TRCN0000040166:1	0.4479	-0.0211	-0.1346	-0.0202
TAK004_U2OS_96H:TRCN0000040165:1	TAK004_U2OS_96H:TRCN0000295892:1	0.5716	0.1596	0.1697	0.1609
TAK004_U2OS_96H:TRCN0000040165:1	TAK004_U2OS_96H:TRCN0000040163:1	0.3691	-0.184	-0.3234	-0.1832
TAK004_U2OS_96H:TRCN0000040165:1	TAK004_U2OS_96H:TRCN0000040167:1	0.5051	0.0811	0.0183	0.0815
TAK004_U2OS_96H:TRCN0000040165:1	TAK004_U2OS_96H:TRCN0000295841:1	0.3732	-0.1931	-0.2874	-0.1925
TAK004_U2OS_96H:TRCN0000010418:1	TAK004_U2OS_96H:TRCN0000040166:1	0.4969	0.044	-0.0136	0.0445
TAK004_U2OS_96H:TRCN0000010418:1	TAK004_U2OS_96H:TRCN0000295892:1	0.5593	0.1195	0.1198	0.1202
TAK004_U2OS_96H:TRCN0000010418:1	TAK004_U2OS_96H:TRCN0000040163:1	0.4427	0.0842	-0.0943	0.0845
TAK004_U2OS_96H:TRCN0000010418:1	TAK004_U2OS_96H:TRCN0000040167:1	0.499	0.0828	0.0105	0.0831
TAK004_U2OS_96H:TRCN0000010418:1	TAK004_U2OS_96H:TRCN0000295841:1	0.4928	0.1533	0.0654	0.1535
TAK004_U2OS_96H:TRCN0000040166:1	TAK004_U2OS_96H:TRCN0000295892:1	0.4632	0.093	-0.0154	0.0942
TAK004_U2OS_96H:TRCN0000040166:1	TAK004_U2OS_96H:TRCN0000040163:1	0.5429	0.1026	0.1094	0.1031
TAK004_U2OS_96H:TRCN0000040166:1	TAK004_U2OS_96H:TRCN0000040167:1	0.5215	0.1206	0.085	0.121
TAK004_U2OS_96H:TRCN0000040166:1	TAK004_U2OS_96H:TRCN0000295841:1	0.5716	0.1947	0.2045	0.1949
TAK004_U2OS_96H:TRCN0000295892:1	TAK004_U2OS_96H:TRCN0000040163:1	0.4519	-0.0331	-0.0808	-0.0321
TAK004_U2OS_96H:TRCN0000295892:1	TAK004_U2OS_96H:TRCN0000040167:1	0.498	0.1666	0.0882	0.1671
TAK004_U2OS_96H:TRCN0000295892:1	TAK004_U2OS_96H:TRCN0000295841:1	0.4734	0.0172	-0.0458	0.0178
TAK004_U2OS_96H:TRCN0000040163:1	TAK004_U2OS_96H:TRCN0000040167:1	0.5123	0.1236	0.0532	0.1239
TAK004_U2OS_96H:TRCN0000040163:1	TAK004_U2OS_96H:TRCN0000295841:1	0.589	0.206	0.2444	0.2062
TAK004_U2OS_96H:TRCN0000040167:1	TAK004_U2OS_96H:TRCN0000295841:1	0.4867	0.08	0.0328	0.0802
EKW001_PC3_120H:TRCN0000293554:2	EKW001_PC3_120H:TRCN0000293556:2	0.4816	0.0249	-0.0302	0.0264
EKW001_PC3_120H:TRCN0000293554:2	EKW001_PC3_120H:TRCN0000286103:2	0.547	0.1927	0.1549	0.1939
EKW001_PC3_120H:TRCN0000293556:2	EKW001_PC3_120H:TRCN0000286103:2	0.4622	0.0243	-0.0255	0.0255
EKW001_SHSY5Y_120H:TRCN0000293554:2	EKW001_SHSY5Y_120H:TRCN0000286103:2	0.5092	0.0931	0.0355	0.0927
EKW001_SHSY5Y_120H:TRCN0000293554:2	EKW001_SHSY5Y_120H:TRCN0000293556:2	0.5787	0.1236	0.1481	0.1249
EKW001_SHSY5Y_120H:TRCN0000286103:2	EKW001_SHSY5Y_120H:TRCN0000293556:2	0.499	0.128	0.0585	0.1278
EKW001_PC3_120H:TRCN0000163546:2	EKW001_PC3_120H:TRCN0000166210:2	0.5082	0.0504	0.0239	0.0526
EKW001_PC3_120H:TRCN0000163546:2	EKW001_PC3_120H:TRCN0000163797:2	0.5695	0.1763	0.1863	0.1781
EKW001_PC3_120H:TRCN0000166210:2	EKW001_PC3_120H:TRCN0000163797:2	0.5276	0.1416	0.1302	0.1454
EKW001_SHSY5Y_120H:TRCN0000163546:2	EKW001_SHSY5Y_120H:TRCN0000163797:2	0.5348	0.1132	0.0825	0.1139
EKW001_SHSY5Y_120H:TRCN0000163546:2	EKW001_SHSY5Y_120H:TRCN0000166210:2	0.5061	0.1047	0.0547	0.1078
EKW001_SHSY5Y_120H:TRCN0000163797:2	EKW001_SHSY5Y_120H:TRCN0000166210:2	0.5982	0.2062	0.21	0.2068
TA.KD010_A549_96H:TRCN0000074734:1	TA.KD010_A549_96H:TRCN0000233277:1	0.5041	0.021	0.0135	0.0241
TA.KD010_A549_96H:TRCN0000074734:1	TA.KD010_A549_96H:TRCN0000074737:1	0.5102	0.0053	0.0096	0.0078
TA.KD010_A549_96H:TRCN0000074734:1	TA.KD010_A549_96H:TRCN0000074736:1	0.5194	0.0383	0.0393	0.0418
TA.KD010_A549_96H:TRCN0000074734:1	TA.KD010_A549_96H:TRCN0000233278:1	0.591	0.1674	0.1908	0.1708
TA.KD010_A549_96H:TRCN0000074734:1	TA.KD010_A549_96H:TRCN0000233279:1	0.4632	0.0719	0.0248	0.0753
TA.KD010_A549_96H:TRCN0000074734:1	TA.KD010_A549_96H:TRCN0000233280:1	0.4693	0.0229	-0.015	0.0233
TA.KD010_A549_96H:TRCN0000233277:1	TA.KD010_A549_96H:TRCN0000074737:1	0.4581	-0.0829	-0.1092	-0.0806
TA.KD010_A549_96H:TRCN0000233277:1	TA.KD010_A549_96H:TRCN0000074736:1	0.592	0.2345	0.2717	0.2369
TA.KD010_A549_96H:TRCN0000233277:1	TA.KD010_A549_96H:TRCN0000233278:1	0.4734	-0.0271	-0.0364	-0.0235
TA.KD010_A549_96H:TRCN0000233277:1	TA.KD010_A549_96H:TRCN0000233279:1	0.6002	0.2176	0.2433	0.22
TA.KD010_A549_96H:TRCN0000233277:1	TA.KD010_A549_96H:TRCN0000233280:1	0.5767	0.1644	0.1607	0.1645
TA.KD010_A549_96H:TRCN0000074737:1	TA.KD010_A549_96H:TRCN0000074736:1	0.4632	-0.1501	-0.1592	-0.1471
TA.KD010_A549_96H:TRCN0000074737:1	TA.KD010_A549_96H:TRCN0000233278:1	0.544	0.1574	0.1684	0.1598
TA.KD010_A549_96H:TRCN0000074737:1	TA.KD010_A549_96H:TRCN0000233279:1	0.5256	0.0719	0.0556	0.0742
TA.KD010_A549_96H:TRCN0000074737:1	TA.KD010_A549_96H:TRCN0000233280:1	0.4765	-0.0574	-0.0689	-0.0571
TA.KD010_A549_96H:TRCN0000074736:1	TA.KD010_A549_96H:TRCN0000233278:1	0.5194	0.0221	0.0291	0.0261
