drug-sample	target-sample	jaccard	pearson	spearman	cosine
CPC005_A549_6H:BRD-K27305650-003-01-4:10	TA.KD010_A549_96H:TRCN0000196795:1	0.5143	0.0657	0.0469	0.0653
CPC005_A549_6H:BRD-K27305650-003-01-4:10	TA.KD010_A549_96H:TRCN0000039603:1	0.4141	-0.164	-0.1991	-0.1564
CPC005_A549_6H:BRD-K27305650-003-01-4:10	TA.KD010_A549_96H:TRCN0000195203:1	0.4836	0.0058	-0.0001	0.0087
CPC005_A549_6H:BRD-K27305650-003-01-4:10	TA.KD010_A549_96H:TRCN0000039607:1	0.455	-0.0767	-0.1113	-0.0713
MOAR019_A375_24H:L03	CGS001_A375_96H:PIK3CA:1	0.4908	-0.0071	-0.0461	-0.0095
RAD001_HCC515_6H:BRD-K27305650-001-10-9:10	CGS001_HCC515_96H:PIK3CB:2	0.5501	0.1362	0.1122	0.1367
CPC005_HA1E_24H:BRD-K27305650-003-01-4:10	CGS001_HA1E_96H:PIK3CB:1.5	0.6186	0.2716	0.3108	0.2713
DOSBIO001_HT29_24H:BRD-K27305650:10	CGS001_HT29_96H:PIK3CG:1	0.5849	0.2284	0.2443	0.2267
DOSBIO001_PC3_24H:BRD-K27305650:10	CGS001_PC3_96H:PIK3CG:2	0.4673	0.0114	-0.0572	0.0076
LPROT001_PC3_6H:BRD-K27305650:10	CGS001_PC3_96H:PIK3CG:2	0.4049	-0.142	-0.1897	-0.145
LPROT001_MCF7_6H:BRD-K27305650:10	CGS001_MCF7_96H:PIK3CG:2	0.6268	0.2547	0.3102	0.2556
HOG002_MCF7_6H:BRD-K27305650-001-10-9:10	CGS001_MCF7_96H:PIK3CG:2	0.6053	0.1993	0.2327	0.201
HOG002_MCF7_24H:BRD-K27305650-001-10-9:10	CGS001_MCF7_96H:PIK3CG:2	0.638	0.2382	0.2751	0.239
DOSBIO001_MCF7_24H:BRD-K27305650:10	CGS001_MCF7_96H:PIK3CG:2	0.4908	0.0323	0.0163	0.0318
DOSBIO002_MCF7_24H:BRD-K27305650:10	CGS001_MCF7_96H:PIK3CG:2	0.6196	0.2486	0.2921	0.2495
HOG002_MCF7_6H:BRD-K27305650-001-10-9:3.3333	CGS001_MCF7_96H:PIK3CG:2	0.2638	-0.3731	-0.4798	-0.3738
DOSBIO002_PC3_24H:BRD-K27305650:10	CGS001_PC3_96H:PIK3CG:2	0.5082	0.1161	0.0671	0.1133
ASG002_PC3_24H:F01	CGS001_PC3_96H:PIK3CG:2	0.4969	0.0566	0.0099	0.0554
CPC005_HT29_24H:BRD-K27305650-003-01-4:10	CGS001_HT29_96H:PIK3CG:1	0.4479	-0.0441	-0.118	-0.0481
CPC005_PC3_6H:BRD-K27305650-003-01-4:10	CGS001_PC3_96H:PIK3CG:2	0.4642	0.0468	-0.0285	0.0424
CPC005_HT29_6H:BRD-K27305650-003-01-4:10	CGS001_HT29_96H:PIK3CG:1	0.5061	-0.0024	-0.0175	-0.0065
CPC005_HA1E_24H:BRD-K27305650-003-01-4:10	CGS001_HA1E_96H:PIK3CG:1.5	0.411	-0.1807	-0.2334	-0.1819
DOS020_VCAP_24H:BRD-K27305650:10	CGS001_VCAP_120H:PIK3CG:5	0.5757	0.1853	0.1716	0.1911
DOS016_VCAP_24H:BRD-K27305650:10	CGS001_VCAP_120H:PIK3CG:5	0.5787	0.2002	0.2078	0.2041
DOS018_VCAP_24H:BRD-K27305650:10	CGS001_VCAP_120H:PIK3CG:5	0.5849	0.1621	0.1997	0.1675
DOS016_VCAP_6H:BRD-K27305650:10	CGS001_VCAP_120H:PIK3CG:5	0.638	0.2778	0.3047	0.2796
DOS004_VCAP_6H:BRD-K27305650:10	CGS001_VCAP_120H:PIK3CG:5	0.5613	0.1907	0.2057	0.1926
DOS013_VCAP_24H:BRD-K27305650:10	CGS001_VCAP_120H:PIK3CG:5	0.5634	0.1406	0.1611	0.1438
DOS026_VCAP_6H:BRD-K27305650:10	CGS001_VCAP_120H:PIK3CG:5	0.3834	-0.1546	-0.2249	-0.1589
DOS001_VCAP_24H:BRD-K27305650:10	CGS001_VCAP_120H:PIK3CG:5	0.6319	0.3296	0.3558	0.3331
DOS028_VCAP_24H:BRD-K27305650:10	CGS001_VCAP_120H:PIK3CG:5	0.6135	0.2257	0.2554	0.2293
DOS015_VCAP_6H:BRD-K27305650:10	CGS001_VCAP_120H:PIK3CG:5	0.593	0.1736	0.2062	0.1763
DOS017_VCAP_24H:BRD-K27305650:10	CGS001_VCAP_120H:PIK3CG:5	0.593	0.2069	0.222	0.21
DOS030_VCAP_6H:BRD-K27305650:10	CGS001_VCAP_120H:PIK3CG:5	0.4182	-0.0642	-0.1275	-0.0646
DOS013_VCAP_6H:BRD-K27305650:10	CGS001_VCAP_120H:PIK3CG:5	0.3947	-0.0958	-0.1594	-0.0968
DOS024_VCAP_24H:BRD-K27305650:10	CGS001_VCAP_120H:PIK3CG:5	0.5634	0.1505	0.1703	0.1542
DOS023_VCAP_6H:BRD-K27305650:10	CGS001_VCAP_120H:PIK3CG:5	0.3681	-0.2214	-0.2852	-0.2232
DOS006_VCAP_24H:BRD-K27305650:10	CGS001_VCAP_120H:PIK3CG:5	0.637	0.3396	0.3734	0.3421
DOS006_VCAP_6H:BRD-K27305650:10	CGS001_VCAP_120H:PIK3CG:5	0.5368	0.0639	0.0684	0.07
DOS014_VCAP_24H:BRD-K27305650:10	CGS001_VCAP_120H:PIK3CG:5	0.5675	0.1423	0.1524	0.1435
DOS030_VCAP_24H:BRD-K27305650:10	CGS001_VCAP_120H:PIK3CG:5	0.6166	0.2237	0.2463	0.2259
DOS002_VCAP_24H:BRD-K27305650:10	CGS001_VCAP_120H:PIK3CG:5	0.6575	0.3533	0.4011	0.3579
DOS029_VCAP_24H:BRD-K27305650:10	CGS001_VCAP_120H:PIK3CG:5	0.5675	0.1631	0.1795	0.1673
DOS020_VCAP_6H:BRD-K27305650:10	CGS001_VCAP_120H:PIK3CG:5	0.4939	0.036	0.017	0.0395
DOS017_VCAP_6H:BRD-K27305650:10	CGS001_VCAP_120H:PIK3CG:5	0.4611	0.0284	-0.0265	0.0293
DOS009_VCAP_24H:BRD-K27305650:10	CGS001_VCAP_120H:PIK3CG:5	0.5562	0.1394	0.1411	0.1405
DOS007_VCAP_24H:BRD-K27305650:10	CGS001_VCAP_120H:PIK3CG:5	0.5736	0.2012	0.2123	0.2037
DOS026_VCAP_24H:BRD-K27305650:10	CGS001_VCAP_120H:PIK3CG:5	0.5798	0.1795	0.181	0.182
DOS005_VCAP_24H:BRD-K27305650:10	CGS001_VCAP_120H:PIK3CG:5	0.6258	0.2967	0.3284	0.2996
DOS018_VCAP_6H:BRD-K27305650:10	CGS001_VCAP_120H:PIK3CG:5	0.4918	0.0358	-0.0059	0.0378
DOS010_VCAP_24H:BRD-K27305650:10	CGS001_VCAP_120H:PIK3CG:5	0.5767	0.1739	0.1943	0.1765
DOS022_VCAP_6H:BRD-K27305650:10	CGS001_VCAP_120H:PIK3CG:5	0.4427	-0.067	-0.1107	-0.0694
DOS010_VCAP_6H:BRD-K27305650:10	CGS001_VCAP_120H:PIK3CG:5	0.6115	0.2431	0.263	0.2453
DOS012_VCAP_24H:BRD-K27305650:10	CGS001_VCAP_120H:PIK3CG:5	0.5041	0.0588	0.0335	0.0608
DOS008_VCAP_6H:BRD-K27305650:10	CGS001_VCAP_120H:PIK3CG:5	0.5235	0.094	0.0852	0.0968
DOS001_VCAP_6H:BRD-K27305650:10	CGS001_VCAP_120H:PIK3CG:5	0.5378	0.1461	0.1288	0.1476
DOS008_VCAP_24H:BRD-K27305650:10	CGS001_VCAP_120H:PIK3CG:5	0.6667	0.3855	0.426	0.3897
DOS012_VCAP_6H:BRD-K27305650:10	CGS001_VCAP_120H:PIK3CG:5	0.5521	0.1263	0.1226	0.1191
DOS009_VCAP_6H:BRD-K27305650:10	CGS001_VCAP_120H:PIK3CG:5	0.5153	0.0676	0.06	0.0716
DOS004_VCAP_24H:BRD-K27305650:10	CGS001_VCAP_120H:PIK3CG:5	0.6309	0.3007	0.3365	0.3048
DOS019_VCAP_24H:BRD-K27305650:10	CGS001_VCAP_120H:PIK3CG:5	0.6299	0.3138	0.3393	0.3188
DOS014_VCAP_6H:BRD-K27305650:10	CGS001_VCAP_120H:PIK3CG:5	0.4949	0.05	0.0211	0.0507
DOS028_VCAP_6H:BRD-K27305650:10	CGS001_VCAP_120H:PIK3CG:5	0.408	-0.1105	-0.1789	-0.1138
ERG010_VCAP_24H:BRD-K27305650-001-06-7:10	CGS001_VCAP_120H:PIK3CG:5	0.6575	0.4256	0.4441	0.4271
ERG010_VCAP_24H:BRD-K27305650-001-06-7:2	CGS001_VCAP_120H:PIK3CG:5	0.4734	0.0265	-0.0112	0.0204
ERG014_PC3_24H:BRD-K27305650-001-06-7:10	CGS001_PC3_96H:PIK3CG:2	0.4918	0.0781	0.0201	0.0744
ERG005_VCAP_24H:BRD-K27305650-001-06-7:20	CGS001_VCAP_120H:PIK3CG:5	0.4417	-0.0598	-0.0632	-0.0621
ERG005_VCAP_6H:BRD-K27305650-001-06-7:20	CGS001_VCAP_120H:PIK3CG:5	0.4192	-0.1071	-0.1393	-0.1119
ERG005_VCAP_48H:BRD-K27305650-001-06-7:20	CGS001_VCAP_120H:PIK3CG:5	0.6012	0.2556	0.2869	0.2592
ERG012_VCAP_6H:BRD-K27305650-001-06-7:10	CGS001_VCAP_120H:PIK3CG:5	0.6176	0.2808	0.3076	0.2825
ERG020_VCAP_24H:BRD-K27305650:10	CGS001_VCAP_120H:PIK3CG:5	0.5562	0.181	0.1724	0.18
ERG012_PC3_24H:BRD-K27305650-001-06-7:10	CGS001_PC3_96H:PIK3CG:2	0.4908	0.0863	0.0157	0.0804
MUC.CP004_MCF7_24H:BRD-K27305650-001-10-9:10	CGS001_MCF7_96H:PIK3CG:2	0.635	0.2697	0.3193	0.2713
MUC.CP001_MCF7_6H:BRD-K27305650-001-10-9:10	CGS001_MCF7_96H:PIK3CG:2	0.5399	0.0858	0.07	0.0875
MUC.CP003_MCF7_24H:BRD-K27305650-001-10-9:10	CGS001_MCF7_96H:PIK3CG:2	0.5818	0.1062	0.1407	0.1072
MUC.CP006_MCF7_24H:BRD-K27305650-001-10-9:10	CGS001_MCF7_96H:PIK3CG:2	0.5041	0.038	0.0246	0.0374
MUC.CP006_MCF7_6H:BRD-K27305650-001-10-9:10	CGS001_MCF7_96H:PIK3CG:2	0.5	0.0346	0.0088	0.0354
MUC.CP002_MCF7_6H:BRD-K27305650-001-10-9:10	CGS001_MCF7_96H:PIK3CG:2	0.4611	-0.0341	-0.0852	-0.0323
MUC.CP005_MCF7_6H:BRD-K27305650-001-10-9:10	CGS001_MCF7_96H:PIK3CG:2	0.4652	-0.0274	-0.0605	-0.0263
DOSBIO001_HT29_24H:BRD-K27305650:10	CGS001_HT29_96H:PLK1:1	0.5828	0.2014	0.2124	0.2016
DOSBIO001_PC3_24H:BRD-K27305650:10	CGS001_PC3_96H:PLK1:2	0.5153	-0.0187	0.0057	-0.0199
DOSBIO002_A375_24H:BRD-K27305650:10	CGS001_A375_96H:PLK1:1	0.5419	0.1192	0.1286	0.1219
DOSBIO001_A549_24H:BRD-K27305650:10	CGS001_A549_96H:PLK1:1	0.5552	0.1969	0.1974	0.1958
LPROT001_PC3_6H:BRD-K27305650:10	CGS001_PC3_96H:PLK1:2	0.5491	0.1522	0.1527	0.1508
LPROT001_MCF7_6H:BRD-K27305650:10	CGS001_MCF7_96H:PLK1:2	0.545	0.1309	0.1382	0.1333
LPROT001_MCF7_6H:BRD-K27305650:10	CGS001_MCF7_144H:PLK1:2	0.546	0.1093	0.1214	0.112
HOG002_A549_6H:BRD-K27305650-001-10-9:10	CGS001_A549_96H:PLK1:1	0.4591	-0.0471	-0.1004	-0.0443
HOG002_MCF7_6H:BRD-K27305650-001-10-9:10	CGS001_MCF7_96H:PLK1:2	0.5112	-0.0229	-0.0207	-0.017
HOG002_MCF7_6H:BRD-K27305650-001-10-9:10	CGS001_MCF7_144H:PLK1:2	0.5184	-0.0434	-0.0345	-0.0368
LPROT001_A375_6H:BRD-K27305650:10	CGS001_A375_96H:PLK1:1	0.5869	0.1361	0.1671	0.1387
HOG002_MCF7_24H:BRD-K27305650-001-10-9:10	CGS001_MCF7_96H:PLK1:2	0.5174	-0.0527	-0.0451	-0.0502
HOG002_MCF7_24H:BRD-K27305650-001-10-9:10	CGS001_MCF7_144H:PLK1:2	0.4775	-0.1491	-0.1408	-0.146
RAD001_HCC515_6H:BRD-K27305650-001-10-9:10	CGS001_HCC515_96H:PLK1:2	0.502	0.09	0.0403	0.0907
DOSBIO001_MCF7_24H:BRD-K27305650:10	CGS001_MCF7_96H:PLK1:2	0.4928	-0.0352	-0.0153	-0.0362
DOSBIO001_MCF7_24H:BRD-K27305650:10	CGS001_MCF7_144H:PLK1:2	0.4755	-0.1514	-0.1233	-0.1522
RAD001_A549_6H:BRD-K27305650-001-10-9:10	CGS001_A549_96H:PLK1:1	0.5971	0.1915	0.2111	0.1897
DOSBIO002_MCF7_24H:BRD-K27305650:10	CGS001_MCF7_96H:PLK1:2	0.5583	0.0783	0.1069	0.0808
DOSBIO002_MCF7_24H:BRD-K27305650:10	CGS001_MCF7_144H:PLK1:2	0.5153	-0.0622	-0.0234	-0.0589
HOG002_MCF7_6H:BRD-K27305650-001-10-9:3.3333	CGS001_MCF7_96H:PLK1:2	0.4059	-0.2259	-0.2475	-0.2324
HOG002_MCF7_6H:BRD-K27305650-001-10-9:3.3333	CGS001_MCF7_144H:PLK1:2	0.4029	-0.2233	-0.2467	-0.2306
DOSBIO002_PC3_24H:BRD-K27305650:10	CGS001_PC3_96H:PLK1:2	0.501	-0.0449	-0.0306	-0.0457
ASG003_A549_24H:A04	CGS001_A549_96H:PLK1:1	0.5389	0.1292	0.1314	0.1292
ASG002_PC3_24H:F01	CGS001_PC3_96H:PLK1:2	0.4611	-0.1074	-0.0989	-0.1077
CPC005_A549_24H:BRD-K27305650-003-01-4:10	CGS001_A549_96H:PLK1:1	0.4744	-0.0205	-0.0489	-0.0182
CPC005_A375_24H:BRD-K27305650-003-01-4:10	CGS001_A375_96H:PLK1:1	0.5603	0.106	0.1102	0.1079
CPC005_HT29_24H:BRD-K27305650-003-01-4:10	CGS001_HT29_96H:PLK1:1	0.5184	0.0208	0.0281	0.0225
CPC005_A375_6H:BRD-K27305650-003-01-4:10	CGS001_A375_96H:PLK1:1	0.6094	0.299	0.3231	0.3035
CPC005_PC3_6H:BRD-K27305650-003-01-4:10	CGS001_PC3_96H:PLK1:2	0.5041	-0.0175	-0.0109	-0.0188
CPC005_HT29_6H:BRD-K27305650-003-01-4:10	CGS001_HT29_96H:PLK1:1	0.4765	-0.0884	-0.0765	-0.0866
CPC005_A549_6H:BRD-K27305650-003-01-4:10	CGS001_A549_96H:PLK1:1	0.5102	0.0646	0.0492	0.0676
ERG014_PC3_24H:BRD-K27305650-001-06-7:10	CGS001_PC3_96H:PLK1:2	0.5399	0.0681	0.0986	0.0669
ERG012_PC3_24H:BRD-K27305650-001-06-7:10	CGS001_PC3_96H:PLK1:2	0.5041	-0.0301	-0.0161	-0.0316
MUC.CP004_MCF7_24H:BRD-K27305650-001-10-9:10	CGS001_MCF7_96H:PLK1:2	0.5041	-0.042	-0.0343	-0.034
MUC.CP004_MCF7_24H:BRD-K27305650-001-10-9:10	CGS001_MCF7_144H:PLK1:2	0.4836	-0.1396	-0.108	-0.1299
MUC.CP001_MCF7_6H:BRD-K27305650-001-10-9:10	CGS001_MCF7_96H:PLK1:2	0.4775	-0.0671	-0.0706	-0.0624
MUC.CP001_MCF7_6H:BRD-K27305650-001-10-9:10	CGS001_MCF7_144H:PLK1:2	0.4949	-0.0871	-0.0659	-0.0819
MUC.CP003_MCF7_24H:BRD-K27305650-001-10-9:10	CGS001_MCF7_96H:PLK1:2	0.5204	-0.0894	-0.0528	-0.0865
MUC.CP003_MCF7_24H:BRD-K27305650-001-10-9:10	CGS001_MCF7_144H:PLK1:2	0.4857	-0.2152	-0.1636	-0.2114
MUC.CP006_MCF7_24H:BRD-K27305650-001-10-9:10	CGS001_MCF7_96H:PLK1:2	0.4775	-0.119	-0.111	-0.12
MUC.CP006_MCF7_24H:BRD-K27305650-001-10-9:10	CGS001_MCF7_144H:PLK1:2	0.4417	-0.2313	-0.207	-0.232
MUC.CP006_MCF7_6H:BRD-K27305650-001-10-9:10	CGS001_MCF7_96H:PLK1:2	0.4744	-0.0914	-0.0861	-0.0892
MUC.CP006_MCF7_6H:BRD-K27305650-001-10-9:10	CGS001_MCF7_144H:PLK1:2	0.4581	-0.1314	-0.1124	-0.1289
MUC.CP002_MCF7_6H:BRD-K27305650-001-10-9:10	CGS001_MCF7_96H:PLK1:2	0.4335	-0.1689	-0.168	-0.1643
MUC.CP002_MCF7_6H:BRD-K27305650-001-10-9:10	CGS001_MCF7_144H:PLK1:2	0.4847	-0.1378	-0.0888	-0.1328
MUC.CP005_MCF7_6H:BRD-K27305650-001-10-9:10	CGS001_MCF7_96H:PLK1:2	0.4376	-0.1588	-0.1698	-0.1561
MUC.CP005_MCF7_6H:BRD-K27305650-001-10-9:10	CGS001_MCF7_144H:PLK1:2	0.453	-0.1799	-0.1542	-0.1768
MOAR019_A375_24H:L03	CGS001_A375_96H:PLK1:1	0.5215	0.0355	0.0083	0.0337
DOSBIO001_HT29_24H:BRD-K27305650:10	CGS001_HT29_96H:PRKDC:1	0.5787	0.2606	0.2477	0.2609
DOSBIO001_PC3_24H:BRD-K27305650:10	EKW001_PC3_120H:TRCN0000196328:2	0.5378	0.0451	0.0646	0.0469
DOSBIO001_PC3_24H:BRD-K27305650:10	EKW001_PC3_120H:TRCN0000195491:2	0.5481	0.1065	0.1073	0.1088
DOSBIO001_PC3_24H:BRD-K27305650:10	EKW001_PC3_120H:TRCN0000197152:2	0.4816	0.0331	-0.0074	0.0354
DOSBIO001_PC3_24H:BRD-K27305650:10	CGS001_PC3_144H:PRKDC:2	0.4029	-0.2464	-0.277	-0.2484
LPROT001_PC3_6H:BRD-K27305650:10	EKW001_PC3_120H:TRCN0000196328:2	0.545	0.1379	0.1227	0.1394
LPROT001_PC3_6H:BRD-K27305650:10	EKW001_PC3_120H:TRCN0000195491:2	0.5511	0.1342	0.1242	0.1362
LPROT001_PC3_6H:BRD-K27305650:10	EKW001_PC3_120H:TRCN0000197152:2	0.4703	-0.0705	-0.089	-0.0681
LPROT001_PC3_6H:BRD-K27305650:10	CGS001_PC3_144H:PRKDC:2	0.4264	-0.1534	-0.1805	-0.1556
DOSBIO002_PC3_24H:BRD-K27305650:10	EKW001_PC3_120H:TRCN0000196328:2	0.5153	-0.0065	0.0085	-0.0052
DOSBIO002_PC3_24H:BRD-K27305650:10	EKW001_PC3_120H:TRCN0000195491:2	0.5276	0.0678	0.0631	0.0693
DOSBIO002_PC3_24H:BRD-K27305650:10	EKW001_PC3_120H:TRCN0000197152:2	0.5143	0.0547	0.046	0.0562
DOSBIO002_PC3_24H:BRD-K27305650:10	CGS001_PC3_144H:PRKDC:2	0.3967	-0.2199	-0.2608	-0.2214
ASG002_PC3_24H:F01	EKW001_PC3_120H:TRCN0000196328:2	0.4816	-0.0495	-0.0415	-0.0489
ASG002_PC3_24H:F01	EKW001_PC3_120H:TRCN0000195491:2	0.5286	0.0447	0.0478	0.0454
ASG002_PC3_24H:F01	EKW001_PC3_120H:TRCN0000197152:2	0.5072	0.0275	0.0177	0.0282
ASG002_PC3_24H:F01	CGS001_PC3_144H:PRKDC:2	0.4039	-0.226	-0.2386	-0.2266
CPC005_HT29_24H:BRD-K27305650-003-01-4:10	CGS001_HT29_96H:PRKDC:1	0.6135	0.2912	0.3049	0.2926
CPC005_PC3_6H:BRD-K27305650-003-01-4:10	EKW001_PC3_120H:TRCN0000196328:2	0.5266	0.0455	0.0566	0.0476
CPC005_PC3_6H:BRD-K27305650-003-01-4:10	EKW001_PC3_120H:TRCN0000195491:2	0.5368	0.0712	0.0613	0.0737
CPC005_PC3_6H:BRD-K27305650-003-01-4:10	EKW001_PC3_120H:TRCN0000197152:2	0.499	0.0204	0.0115	0.023
CPC005_PC3_6H:BRD-K27305650-003-01-4:10	CGS001_PC3_144H:PRKDC:2	0.4397	-0.2166	-0.2202	-0.2189
CPC005_HT29_6H:BRD-K27305650-003-01-4:10	CGS001_HT29_96H:PRKDC:1	0.547	0.1904	0.1712	0.192
ERG014_PC3_24H:BRD-K27305650-001-06-7:10	EKW001_PC3_120H:TRCN0000196328:2	0.5501	0.0942	0.1076	0.0957
ERG014_PC3_24H:BRD-K27305650-001-06-7:10	EKW001_PC3_120H:TRCN0000195491:2	0.5501	0.13	0.123	0.132
ERG014_PC3_24H:BRD-K27305650-001-06-7:10	EKW001_PC3_120H:TRCN0000197152:2	0.5	0.0114	-0.0157	0.0135
ERG014_PC3_24H:BRD-K27305650-001-06-7:10	CGS001_PC3_144H:PRKDC:2	0.3926	-0.2057	-0.2534	-0.2077
ERG012_PC3_24H:BRD-K27305650-001-06-7:10	EKW001_PC3_120H:TRCN0000196328:2	0.5082	0.049	0.0303	0.0515
ERG012_PC3_24H:BRD-K27305650-001-06-7:10	EKW001_PC3_120H:TRCN0000195491:2	0.5184	0.0487	0.0549	0.052
ERG012_PC3_24H:BRD-K27305650-001-06-7:10	EKW001_PC3_120H:TRCN0000197152:2	0.4867	0.0793	0.0426	0.0823
ERG012_PC3_24H:BRD-K27305650-001-06-7:10	CGS001_PC3_144H:PRKDC:2	0.4039	-0.1663	-0.2244	-0.1694
CPC016_MCF7_24H:BRD-K27450477-001-03-9:10	CGS001_MCF7_144H:ADA:2	0.5491	0.0962	0.0985	0.0974
RAD001_HCC515_6H:BRD-K28307902-001-09-2:3.3333	CGS001_HCC515_96H:AR:2	0.4018	-0.1676	-0.2155	-0.1656
RAD001_HCC515_6H:BRD-K28307902-001-09-2:10	CGS001_HCC515_96H:AR:2	0.6411	0.3327	0.3918	0.3324
CPC006_VCAP_6H:BRD-K28307902-001-10-0:28.96	CGS001_VCAP_120H:AR:5	0.4611	0.0063	-0.0393	0.0056
ERG020_VCAP_24H:BRD-K28307902:10	CGS001_VCAP_120H:AR:5	0.4509	0.0077	-0.0402	0.0069
ASG003_MCF7_48H:N09	CGS001_MCF7_96H:BCL2:2	0.4223	-0.1236	-0.1862	-0.1236
ASG003_MCF7_48H:N07	CGS001_MCF7_96H:BCL2:2	0.4714	0.0453	-0.0093	0.0453
ASG003_MCF7_24H:N07	CGS001_MCF7_96H:BCL2:2	0.4652	0.0016	-0.0504	0.0015
ASG003_MCF7_24H:N08	CGS001_MCF7_96H:BCL2:2	0.4387	-0.065	-0.1369	-0.0652
ASG003_MCF7_6H:N07	CGS001_MCF7_96H:BCL2:2	0.4806	0.0138	-0.0025	0.0135
ASG002_PC3_24H:A15	CGS001_PC3_144H:BCL2:2	0.3691	-0.3348	-0.3426	-0.3358
ASG003_MCF7_6H:N08	CGS001_MCF7_96H:BCL2:2	0.5	-0.0348	-0.0158	-0.0349
ASG003_MCF7_48H:N08	CGS001_MCF7_96H:BCL2:2	0.4172	-0.154	-0.1983	-0.1541
ASG002_MCF7_24H:A14	CGS001_MCF7_96H:BCL2:2	0.4652	-0.0106	-0.0582	-0.0107
ASG002_MCF7_24H:A13	CGS001_MCF7_96H:BCL2:2	0.4703	-0.047	-0.0773	-0.0471
ASG002_PC3_24H:A14	CGS001_PC3_144H:BCL2:2	0.4008	-0.2017	-0.2227	-0.2036
ASG002_MCF7_24H:A15	CGS001_MCF7_96H:BCL2:2	0.5061	0.027	0.0049	0.0269
PBIOA022_HA1E_24H:B08	CGS001_HA1E_96H:BCL2:1.5	0.3722	-0.193	-0.2737	-0.1923
PBIOA022_MCF7_24H:B07	CGS001_MCF7_96H:BCL2:2	0.4642	-0.0723	-0.1089	-0.0725
PBIOA022_HA1E_24H:B09	CGS001_HA1E_96H:BCL2:1.5	0.3906	-0.1931	-0.243	-0.193
PBIOA022_PC3_24H:B08	CGS001_PC3_144H:BCL2:2	0.4039	-0.2886	-0.3066	-0.2899
PBIOA022_HA1E_24H:B10	CGS001_HA1E_96H:BCL2:1.5	0.4734	-0.0342	-0.0607	-0.0343
PBIOA022_PC3_24H:B07	CGS001_PC3_144H:BCL2:2	0.4151	-0.2541	-0.2784	-0.2571
PBIOA022_HA1E_24H:B07	CGS001_HA1E_96H:BCL2:1.5	0.3763	-0.1592	-0.2488	-0.1586
PBIOA022_PC3_24H:B09	CGS001_PC3_144H:BCL2:2	0.3824	-0.3198	-0.3257	-0.3228
ASG003_MCF7_48H:N09	CGS001_MCF7_96H:BCL2L1:2	0.5838	0.2927	0.2948	0.2931
ASG003_U2OS_24H:N08	TAK004_U2OS_96H:TRCN0000033500:1	0.4806	-0.0741	-0.0854	-0.0741
ASG003_U2OS_24H:N08	TAK004_U2OS_96H:TRCN0000033502:1	0.5409	0.0998	0.1146	0.1004
ASG003_U2OS_24H:N08	TAK004_U2OS_96H:TRCN0000033499:1	0.4397	-0.068	-0.1103	-0.0676
ASG003_MCF7_48H:N07	CGS001_MCF7_96H:BCL2L1:2	0.5409	0.1939	0.1871	0.1937
ASG003_U2OS_24H:N07	TAK004_U2OS_96H:TRCN0000033500:1	0.4898	-0.0073	-0.0385	-0.0073
ASG003_U2OS_24H:N07	TAK004_U2OS_96H:TRCN0000033502:1	0.5644	0.1601	0.1655	0.1605
ASG003_U2OS_24H:N07	TAK004_U2OS_96H:TRCN0000033499:1	0.4243	-0.1318	-0.1923	-0.1315
ASG003_MCF7_24H:N07	CGS001_MCF7_96H:BCL2L1:2	0.5685	0.2377	0.2341	0.2378
ASG003_MCF7_24H:N08	CGS001_MCF7_96H:BCL2L1:2	0.5654	0.2022	0.207	0.2031
ASG003_MCF7_6H:N07	CGS001_MCF7_96H:BCL2L1:2	0.5511	0.1789	0.16	0.1811
ASG002_PC3_24H:A15	CGS001_PC3_144H:BCL2L1:2	0.5409	0.0789	0.1031	0.0792
ASG003_U2OS_48H:N07	TAK004_U2OS_96H:TRCN0000033500:1	0.5082	0.0526	0.0191	0.0525
ASG003_U2OS_48H:N07	TAK004_U2OS_96H:TRCN0000033502:1	0.5941	0.1864	0.2245	0.1873
ASG003_U2OS_48H:N07	TAK004_U2OS_96H:TRCN0000033499:1	0.3947	-0.2328	-0.2823	-0.2321
ASG003_MCF7_6H:N08	CGS001_MCF7_96H:BCL2L1:2	0.5102	0.1431	0.0522	0.1435
ASG003_MCF7_48H:N08	CGS001_MCF7_96H:BCL2L1:2	0.5961	0.3416	0.3412	0.3421
ASG002_MCF7_24H:A14	CGS001_MCF7_96H:BCL2L1:2	0.5511	0.1813	0.1775	0.1821
ASG002_MCF7_24H:A13	CGS001_MCF7_96H:BCL2L1:2	0.6002	0.3167	0.3146	0.317
ASG002_PC3_24H:A14	CGS001_PC3_144H:BCL2L1:2	0.5276	-0.0307	0.0085	-0.0301
ASG003_U2OS_6H:N07	TAK004_U2OS_96H:TRCN0000033500:1	0.5174	0.0267	0.0069	0.0266
ASG003_U2OS_6H:N07	TAK004_U2OS_96H:TRCN0000033502:1	0.5327	0.0823	0.1057	0.0831
ASG003_U2OS_6H:N07	TAK004_U2OS_96H:TRCN0000033499:1	0.456	-0.0338	-0.1177	-0.0334
ASG002_MCF7_24H:A15	CGS001_MCF7_96H:BCL2L1:2	0.5204	0.0424	0.0359	0.0435
PBIOA022_MCF7_24H:B07	CGS001_MCF7_96H:BCL2L1:2	0.5951	0.3157	0.327	0.3174
PBIOA022_PC3_24H:B08	CGS001_PC3_144H:BCL2L1:2	0.5	0.0048	0.0121	0.0052
