drug-sample	target-sample	jaccard	pearson	spearman	cosine
CPC020_A375_6H:BRD-K11558771-001-07-1:10	CGS001_A375_96H:HDAC6:1	0.4121	-0.1488	-0.2008	-0.1463
CPC020_PC3_6H:BRD-K11558771-001-07-1:10	EKW001_PC3_120H:TRCN0000314976:2	0.498	0.0348	0.0248	0.0347
CPC020_PC3_6H:BRD-K11558771-001-07-1:10	EKW001_PC3_120H:TRCN0000004840:2	0.5194	0.1109	0.0769	0.1096
CPC020_PC3_6H:BRD-K11558771-001-07-1:10	CGS001_PC3_144H:HDAC6:2	0.4499	-0.1193	-0.1352	-0.1201
CPC020_HA1E_6H:BRD-K11558771-001-07-1:10	CGS001_HA1E_96H:HDAC6:1.5	0.5225	0.07	0.0551	0.0699
CPC020_PC3_24H:BRD-K11558771-001-07-1:10	EKW001_PC3_120H:TRCN0000314872:2	0.5654	0.1624	0.1678	0.1686
CPC020_PC3_24H:BRD-K11558771-001-07-1:10	EKW001_PC3_120H:TRCN0000314871:2	0.453	-0.1273	-0.1447	-0.1257
CPC020_PC3_24H:BRD-K11558771-001-07-1:10	EKW001_PC3_120H:TRCN0000350469:2	0.4888	0.0402	0.0214	0.0401
CPC020_PC3_6H:BRD-K11558771-001-07-1:10	EKW001_PC3_120H:TRCN0000314872:2	0.5409	0.0914	0.0987	0.0897
CPC020_PC3_6H:BRD-K11558771-001-07-1:10	EKW001_PC3_120H:TRCN0000314871:2	0.4397	-0.114	-0.1608	-0.114
CPC020_PC3_6H:BRD-K11558771-001-07-1:10	EKW001_PC3_120H:TRCN0000350469:2	0.4939	-0.0153	-0.0303	-0.0153
CPC011_A549_24H:BRD-K11630072-001-09-0:10	CGS001_A549_96H:TYMS:1	0.68	0.3728	0.4148	0.3734
CPC011_PC3_24H:BRD-K11630072-001-09-0:10	CGS001_PC3_144H:TYMS:2	0.5	-0.0209	0.0192	-0.0207
CPC011_PC3_24H:BRD-K11630072-001-09-0:10	CGS001_PC3_96H:TYMS:2	0.5685	0.2479	0.2311	0.2467
ASG003_MCF7_24H:L23	CGS001_MCF7_96H:AURKA:2	0.3947	-0.2224	-0.2826	-0.2239
ASG003_MCF7_24H:L23	CGS001_MCF7_144H:AURKA:2	0.41	-0.2003	-0.2469	-0.201
ASG003_MCF7_6H:L23	CGS001_MCF7_96H:AURKA:2	0.4632	-0.0277	-0.0911	-0.0311
ASG003_MCF7_6H:L23	CGS001_MCF7_144H:AURKA:2	0.456	-0.0334	-0.0857	-0.0354
ASG003_MCF7_24H:L22	CGS001_MCF7_96H:AURKA:2	0.5869	0.2745	0.2676	0.2741
ASG003_MCF7_24H:L22	CGS001_MCF7_144H:AURKA:2	0.5716	0.2178	0.2024	0.2175
ASG003_A549_48H:L22	CGS001_A549_96H:AURKA:1	0.5613	0.1032	0.1035	0.1031
ASG002_A549_24H:N13	CGS001_A549_96H:AURKA:1	0.5726	0.1925	0.1799	0.1925
ASG003_MCF7_6H:L22	CGS001_MCF7_96H:AURKA:2	0.5491	0.1318	0.1078	0.1307
ASG003_MCF7_6H:L22	CGS001_MCF7_144H:AURKA:2	0.5235	0.0776	0.0574	0.0769
ASG003_A549_6H:L22	CGS001_A549_96H:AURKA:1	0.5061	0.0667	0.0287	0.0667
ASG003_A549_24H:L22	CGS001_A549_96H:AURKA:1	0.5491	0.1558	0.1416	0.1558
ASG002_MCF7_24H:N14	CGS001_MCF7_96H:AURKA:2	0.4765	-0.0045	-0.0264	-0.0036
ASG002_MCF7_24H:N14	CGS001_MCF7_144H:AURKA:2	0.4632	-0.0339	-0.049	-0.0333
ASG002_PC3_24H:N14	CGS001_PC3_144H:AURKA:2	0.4775	-0.0855	-0.0693	-0.0858
ASG002_A549_24H:N14	CGS001_A549_96H:AURKA:1	0.4755	0.0028	-0.0485	0.0028
ASG002_PC3_24H:N13	CGS001_PC3_144H:AURKA:2	0.4959	-0.0116	-0.0144	-0.0121
ASG002_MCF7_24H:N13	CGS001_MCF7_96H:AURKA:2	0.6401	0.4169	0.4187	0.4173
ASG002_MCF7_24H:N13	CGS001_MCF7_144H:AURKA:2	0.6186	0.3441	0.336	0.3444
ASG002_MCF7_24H:N15	CGS001_MCF7_96H:AURKA:2	0.3834	-0.1917	-0.3021	-0.1926
ASG002_MCF7_24H:N15	CGS001_MCF7_144H:AURKA:2	0.4182	-0.1713	-0.2292	-0.1719
CPC013_A375_6H:BRD-K11636097-001-01-5:10	CGS001_A375_96H:AURKA:1	0.6074	0.3313	0.3325	0.3295
CPC013_MCF7_24H:BRD-K11636097-001-01-5:10	CGS001_MCF7_96H:AURKA:2	0.6984	0.4892	0.5047	0.4898
CPC013_MCF7_24H:BRD-K11636097-001-01-5:10	CGS001_MCF7_144H:AURKA:2	0.6442	0.3401	0.3564	0.3405
CPC013_MCF7_6H:BRD-K11636097-001-01-5:10	CGS001_MCF7_96H:AURKA:2	0.591	0.2581	0.2534	0.2589
CPC013_MCF7_6H:BRD-K11636097-001-01-5:10	CGS001_MCF7_144H:AURKA:2	0.5491	0.1384	0.1269	0.1389
CPC013_A549_24H:BRD-K11636097-001-01-5:10	CGS001_A549_96H:AURKA:1	0.5869	0.2819	0.2609	0.2809
ASG003_MCF7_24H:L23	CGS001_MCF7_144H:CDK2:2	0.5818	0.1234	0.2013	0.1218
ASG003_MCF7_6H:L23	CGS001_MCF7_144H:CDK2:2	0.5603	0.08	0.1418	0.0773
ASG003_MCF7_24H:L22	CGS001_MCF7_144H:CDK2:2	0.456	-0.0794	-0.1127	-0.0796
ASG003_U2OS_6H:L22	TAK004_U2OS_96H:TRCN0000195003:1	0.5573	0.1762	0.1728	0.1749
ASG003_U2OS_6H:L22	TAK004_U2OS_96H:TRCN0000039960:1	0.5808	0.182	0.1888	0.1807
ASG003_U2OS_6H:L22	TAK004_U2OS_96H:TRCN0000197236:1	0.5542	0.0894	0.0992	0.0891
ASG003_U2OS_6H:L22	TAK004_U2OS_96H:TRCN0000196690:1	0.5031	0.0117	0.0135	0.0112
ASG003_U2OS_6H:L22	TAK004_U2OS_96H:TRCN0000000590:1	0.4734	-0.0189	-0.0458	-0.0194
ASG003_MCF7_6H:L22	CGS001_MCF7_144H:CDK2:2	0.4622	-0.0525	-0.0507	-0.0531
ASG002_MCF7_24H:N14	CGS001_MCF7_144H:CDK2:2	0.5092	0.0598	0.0651	0.0603
ASG003_U2OS_24H:L22	TAK004_U2OS_96H:TRCN0000195003:1	0.6043	0.2362	0.258	0.2369
ASG003_U2OS_24H:L22	TAK004_U2OS_96H:TRCN0000039960:1	0.6339	0.3032	0.3392	0.3038
ASG003_U2OS_24H:L22	TAK004_U2OS_96H:TRCN0000197236:1	0.6299	0.269	0.3085	0.2691
ASG003_U2OS_24H:L22	TAK004_U2OS_96H:TRCN0000196690:1	0.4683	-0.0113	-0.037	-0.0108
ASG003_U2OS_24H:L22	TAK004_U2OS_96H:TRCN0000000590:1	0.4264	-0.1197	-0.167	-0.1193
ASG002_MCF7_24H:N13	CGS001_MCF7_144H:CDK2:2	0.4438	-0.0749	-0.1183	-0.0744
ASG002_MCF7_24H:N15	CGS001_MCF7_144H:CDK2:2	0.5337	0.0576	0.1138	0.0568
ASG003_U2OS_48H:L22	TAK004_U2OS_96H:TRCN0000195003:1	0.5971	0.1989	0.2402	0.1991
ASG003_U2OS_48H:L22	TAK004_U2OS_96H:TRCN0000039960:1	0.6329	0.3151	0.3649	0.3152
ASG003_U2OS_48H:L22	TAK004_U2OS_96H:TRCN0000197236:1	0.6462	0.3901	0.4131	0.3902
ASG003_U2OS_48H:L22	TAK004_U2OS_96H:TRCN0000196690:1	0.4489	-0.0015	-0.0598	-0.0013
ASG003_U2OS_48H:L22	TAK004_U2OS_96H:TRCN0000000590:1	0.3824	-0.2231	-0.2779	-0.2229
CPC013_A375_6H:BRD-K11636097-001-01-5:10	CGS001_A375_96H:CDK2:1	0.3988	-0.2695	-0.305	-0.2711
CPC013_MCF7_24H:BRD-K11636097-001-01-5:10	CGS001_MCF7_144H:CDK2:2	0.4427	-0.0166	-0.0738	-0.0154
CPC013_MCF7_6H:BRD-K11636097-001-01-5:10	CGS001_MCF7_144H:CDK2:2	0.4847	-0.0131	-0.0232	-0.0125
CPC013_HCC515_6H:BRD-K11636097-001-01-5:10	CGS001_HCC515_96H:CDK2:2	0.3282	-0.2763	-0.3442	-0.2819
CPC001_PC3_6H:BRD-K11911061-003-02-8:10	EKW001_PC3_120H:TRCN0000378251:2	0.4898	-0.0398	-0.0581	-0.0396
CPC001_PC3_6H:BRD-K11911061-003-02-8:10	EKW001_PC3_120H:TRCN0000378358:2	0.5112	0.0337	0.0353	0.0339
CPC001_PC3_6H:BRD-K11911061-003-02-8:10	EKW001_PC3_120H:TRCN0000357445:2	0.5041	-0.0019	-0.0226	-0.0016
CPC001_PC3_6H:BRD-K11927976-050-01-1:10	CGS001_PC3_96H:SYK:2	0.4601	-0.0687	-0.0895	-0.0688
CPC017_A549_6H:BRD-K11927976-050-01-1:10	CGS001_A549_96H:SYK:1	0.4325	-0.1806	-0.1844	-0.1803
HOG002_A549_24H:BRD-K12184916-001-04-8:3.33	CGS001_A549_96H:MTOR:1	0.6166	0.3448	0.3621	0.3472
HOG002_A549_24H:BRD-K12184916-001-04-8:1.11	CGS001_A549_96H:MTOR:1	0.6217	0.3604	0.3788	0.3615
MOA001_U2OS_24H:C15	TAK004_U2OS_96H:TRCN0000221544:1	0.5859	0.2547	0.2553	0.2548
MOA001_U2OS_24H:C15	TAK004_U2OS_96H:TRCN0000221543:1	0.5982	0.2306	0.2497	0.2294
MOA001_U2OS_24H:C15	TAK004_U2OS_96H:TRCN0000195453:1	0.5133	0.0559	0.0233	0.0572
MOA001_U2OS_24H:C15	TAK004_U2OS_96H:TRCN0000221545:1	0.5787	0.1726	0.2112	0.1726
MOA001_U2OS_24H:C15	TAK004_U2OS_96H:TRCN0000038677:1	0.5726	0.1894	0.211	0.1907
HOG002_MCF7_24H:BRD-K12184916-001-04-8:0.0412	CGS001_MCF7_144H:MTOR:2	0.6002	0.2302	0.2555	0.2328
HOG002_MCF7_24H:BRD-K12184916-001-04-8:0.0412	CGS001_MCF7_96H:MTOR:2	0.6943	0.5185	0.5285	0.5204
HOG002_A549_6H:BRD-K12184916-001-04-8:10	CGS001_A549_96H:MTOR:1	0.5767	0.2636	0.2822	0.2648
HOG002_MCF7_24H:BRD-K12184916-001-04-8:3.33	CGS001_MCF7_144H:MTOR:2	0.6288	0.2837	0.3094	0.2854
HOG002_MCF7_24H:BRD-K12184916-001-04-8:3.33	CGS001_MCF7_96H:MTOR:2	0.7137	0.5398	0.5834	0.5414
HOG002_A549_6H:BRD-K12184916-001-04-8:0.1235	CGS001_A549_96H:MTOR:1	0.5982	0.2821	0.2983	0.2791
HOG002_MCF7_24H:BRD-K12184916-001-04-8:0.1235	CGS001_MCF7_144H:MTOR:2	0.6299	0.2997	0.3264	0.3014
HOG002_MCF7_24H:BRD-K12184916-001-04-8:0.1235	CGS001_MCF7_96H:MTOR:2	0.7168	0.5391	0.5701	0.5407
LPROT005_PC3_6H:BRD-K12184916:1	CGS001_PC3_96H:MTOR:2	0.5481	0.1847	0.1915	0.1851
LPROT005_PC3_6H:BRD-K12184916:1	CGS001_PC3_144H:MTOR:2	0.4243	-0.1726	-0.1745	-0.1731
HOG002_MCF7_24H:BRD-K12184916-001-04-8:0.3704	CGS001_MCF7_144H:MTOR:2	0.5951	0.2632	0.2713	0.265
HOG002_MCF7_24H:BRD-K12184916-001-04-8:0.3704	CGS001_MCF7_96H:MTOR:2	0.7014	0.5448	0.5631	0.5464
HOG002_A549_6H:BRD-K12184916-001-04-8:3.33	CGS001_A549_96H:MTOR:1	0.5971	0.2753	0.2941	0.2773
HOG002_A549_6H:BRD-K12184916-001-04-8:0.3704	CGS001_A549_96H:MTOR:1	0.5787	0.2793	0.2737	0.2772
MOA001_U2OS_24H:C16	TAK004_U2OS_96H:TRCN0000221544:1	0.5757	0.214	0.22	0.2142
MOA001_U2OS_24H:C16	TAK004_U2OS_96H:TRCN0000221543:1	0.5634	0.1849	0.1959	0.184
MOA001_U2OS_24H:C16	TAK004_U2OS_96H:TRCN0000195453:1	0.5327	0.0971	0.0607	0.0981
MOA001_U2OS_24H:C16	TAK004_U2OS_96H:TRCN0000221545:1	0.5501	0.1748	0.1854	0.1748
MOA001_U2OS_24H:C16	TAK004_U2OS_96H:TRCN0000038677:1	0.5726	0.1688	0.1956	0.1699
MOA001_A549_24H:C16	CGS001_A549_96H:MTOR:1	0.6155	0.3401	0.357	0.3431
LPROT004_MCF7_6H:BRD-K12184916:1	CGS001_MCF7_144H:MTOR:2	0.5348	0.1171	0.1149	0.1181
LPROT004_MCF7_6H:BRD-K12184916:1	CGS001_MCF7_96H:MTOR:2	0.5716	0.2233	0.2188	0.2244
ASG002_A549_24H:C16	CGS001_A549_96H:MTOR:1	0.6237	0.3492	0.367	0.3495
ASG002_A549_24H:C17	CGS001_A549_96H:MTOR:1	0.6329	0.378	0.3896	0.3801
ASG003_A549_24H:A09	CGS001_A549_96H:MTOR:1	0.6186	0.3407	0.3491	0.3398
ASG003_A549_24H:A07	CGS001_A549_96H:MTOR:1	0.6278	0.3495	0.3591	0.35
ASG002_PC3_24H:C16	CGS001_PC3_96H:MTOR:2	0.6012	0.2687	0.2848	0.269
ASG002_PC3_24H:C16	CGS001_PC3_144H:MTOR:2	0.4202	-0.222	-0.2304	-0.2224
REP.B002_HA1E_24H:O13	CGS001_HA1E_96H:MTOR:1.5	0.6063	0.2645	0.2638	0.2642
REP.A002_PC3_24H:O13	CGS001_PC3_96H:MTOR:2	0.636	0.3122	0.3412	0.3126
REP.A002_PC3_24H:O13	CGS001_PC3_144H:MTOR:2	0.4284	-0.1876	-0.1892	-0.1881
REP.B002_PC3_24H:O13	CGS001_PC3_96H:MTOR:2	0.6994	0.3965	0.4483	0.3969
REP.B002_PC3_24H:O13	CGS001_PC3_144H:MTOR:2	0.41	-0.2037	-0.2314	-0.2046
REP.A002_HA1E_24H:O15	CGS001_HA1E_96H:MTOR:1.5	0.5992	0.2753	0.2696	0.2746
REP.A002_HA1E_24H:O14	CGS001_HA1E_96H:MTOR:1.5	0.5838	0.2171	0.2023	0.2154
REP.A002_HA1E_24H:O13	CGS001_HA1E_96H:MTOR:1.5	0.6442	0.3379	0.3629	0.335
LKCP002_A549_6H:A07	CGS001_A549_96H:MTOR:1	0.5849	0.2851	0.2891	0.2829
LKCP001_U2OS_6H:G22	TAK004_U2OS_96H:TRCN0000221544:1	0.5368	0.1433	0.1354	0.1429
LKCP001_U2OS_6H:G22	TAK004_U2OS_96H:TRCN0000221543:1	0.4959	0.0596	0.0272	0.0601
LKCP001_U2OS_6H:G22	TAK004_U2OS_96H:TRCN0000195453:1	0.5174	0.0903	0.0228	0.0894
LKCP001_U2OS_6H:G22	TAK004_U2OS_96H:TRCN0000221545:1	0.5256	0.0916	0.096	0.0914
LKCP001_U2OS_6H:G22	TAK004_U2OS_96H:TRCN0000038677:1	0.5276	0.1098	0.109	0.1087
LKCP001_MCF7_6H:G22	CGS001_MCF7_144H:MTOR:2	0.5184	0.1029	0.0983	0.1025
LKCP001_MCF7_6H:G22	CGS001_MCF7_96H:MTOR:2	0.5941	0.2646	0.2762	0.2638
LKCP001_MCF7_24H:G22	CGS001_MCF7_144H:MTOR:2	0.5992	0.24	0.2618	0.2413
LKCP001_MCF7_24H:G22	CGS001_MCF7_96H:MTOR:2	0.7117	0.4769	0.5117	0.4781
LKCP001_U2OS_48H:G22	TAK004_U2OS_96H:TRCN0000221544:1	0.5951	0.2941	0.2812	0.294
LKCP001_U2OS_48H:G22	TAK004_U2OS_96H:TRCN0000221543:1	0.6115	0.2702	0.2869	0.2702
LKCP001_U2OS_48H:G22	TAK004_U2OS_96H:TRCN0000195453:1	0.5194	0.0929	0.0663	0.0928
LKCP001_U2OS_48H:G22	TAK004_U2OS_96H:TRCN0000221545:1	0.6207	0.2739	0.3318	0.2739
LKCP001_U2OS_48H:G22	TAK004_U2OS_96H:TRCN0000038677:1	0.6115	0.2575	0.2762	0.2573
LKCP001_A549_48H:G22	CGS001_A549_96H:MTOR:1	0.6217	0.3209	0.3485	0.3214
LKCP001_A549_6H:G22	CGS001_A549_96H:MTOR:1	0.5961	0.2658	0.2848	0.265
LKCP001_A549_48H:G23	CGS001_A549_96H:MTOR:1	0.6012	0.3102	0.3128	0.3102
LKCP001_A549_24H:G22	CGS001_A549_96H:MTOR:1	0.6115	0.336	0.3506	0.3372
LKCP001_U2OS_6H:G23	TAK004_U2OS_96H:TRCN0000221544:1	0.5112	0.0705	0.0373	0.0703
LKCP001_U2OS_6H:G23	TAK004_U2OS_96H:TRCN0000221543:1	0.5133	0.1011	0.0586	0.1014
LKCP001_U2OS_6H:G23	TAK004_U2OS_96H:TRCN0000195453:1	0.5409	0.1211	0.1023	0.1204
LKCP001_U2OS_6H:G23	TAK004_U2OS_96H:TRCN0000221545:1	0.547	0.1485	0.1638	0.1484
LKCP001_U2OS_6H:G23	TAK004_U2OS_96H:TRCN0000038677:1	0.5409	0.1779	0.1542	0.1771
LKCP002_A549_48H:A08	CGS001_A549_96H:MTOR:1	0.6421	0.3701	0.383	0.3679
LKCP001_U2OS_24H:G22	TAK004_U2OS_96H:TRCN0000221544:1	0.5849	0.2141	0.2204	0.2142
LKCP001_U2OS_24H:G22	TAK004_U2OS_96H:TRCN0000221543:1	0.5685	0.1724	0.1944	0.1723
LKCP001_U2OS_24H:G22	TAK004_U2OS_96H:TRCN0000195453:1	0.5123	0.0951	0.064	0.0952
LKCP001_U2OS_24H:G22	TAK004_U2OS_96H:TRCN0000221545:1	0.5798	0.1838	0.2143	0.1838
LKCP001_U2OS_24H:G22	TAK004_U2OS_96H:TRCN0000038677:1	0.5838	0.2009	0.2211	0.2009
LKCP001_A549_24H:G23	CGS001_A549_96H:MTOR:1	0.6002	0.3388	0.3205	0.3413
LKCP001_MCF7_48H:G22	CGS001_MCF7_144H:MTOR:2	0.6196	0.2981	0.3175	0.2988
LKCP001_MCF7_48H:G22	CGS001_MCF7_96H:MTOR:2	0.7249	0.5538	0.5839	0.5543
LKCP002_MCF7_48H:A07	CGS001_MCF7_144H:MTOR:2	0.6002	0.2375	0.256	0.2383
LKCP002_MCF7_48H:A07	CGS001_MCF7_96H:MTOR:2	0.7219	0.5015	0.5377	0.5021
LKCP002_U2OS_24H:A08	TAK004_U2OS_96H:TRCN0000221544:1	0.5552	0.186	0.1775	0.186
LKCP002_U2OS_24H:A08	TAK004_U2OS_96H:TRCN0000221543:1	0.5654	0.1635	0.1769	0.1634
LKCP002_U2OS_24H:A08	TAK004_U2OS_96H:TRCN0000195453:1	0.5174	0.1002	0.0668	0.1002
LKCP002_U2OS_24H:A08	TAK004_U2OS_96H:TRCN0000221545:1	0.5726	0.1464	0.1761	0.1464
LKCP002_U2OS_24H:A08	TAK004_U2OS_96H:TRCN0000038677:1	0.5583	0.1651	0.1765	0.165
PBIOA016_PC3_24H:D07	CGS001_PC3_96H:MTOR:2	0.6196	0.3007	0.3158	0.3012
PBIOA016_PC3_24H:D07	CGS001_PC3_144H:MTOR:2	0.4305	-0.205	-0.2152	-0.2059
PBIOA016_A549_24H:D07	CGS001_A549_96H:MTOR:1	0.6135	0.3725	0.3855	0.374
PBIOA016_A549_24H:D09	CGS001_A549_96H:MTOR:1	0.6554	0.4478	0.4641	0.4478
PBIOA016_HA1E_24H:D11	CGS001_HA1E_96H:MTOR:1.5	0.5859	0.2317	0.2097	0.2319
PBIOA016_A549_24H:D11	CGS001_A549_96H:MTOR:1	0.6391	0.397	0.3889	0.3936
HOG002_A549_24H:BRD-K12184916-001-04-8:3.33	TA.KD010_A549_96H:TRCN0000010407:1	0.4908	-0.0785	-0.0572	-0.0754
HOG002_A549_24H:BRD-K12184916-001-04-8:3.33	TA.KD010_A549_96H:TRCN0000350276:1	0.4151	-0.1387	-0.1819	-0.1379
HOG002_A549_24H:BRD-K12184916-001-04-8:3.33	TA.KD010_A549_96H:TRCN0000320655:1	0.5133	-0.0387	-0.0173	-0.0371
HOG002_A549_24H:BRD-K12184916-001-04-8:3.33	TA.KD010_A549_96H:TRCN0000196795:1	0.5051	0.053	0.0093	0.0528
HOG002_A549_24H:BRD-K12184916-001-04-8:3.33	TA.KD010_A549_96H:TRCN0000039603:1	0.4305	-0.2463	-0.2269	-0.241
HOG002_A549_24H:BRD-K12184916-001-04-8:3.33	TA.KD010_A549_96H:TRCN0000195203:1	0.5521	0.0561	0.1013	0.0578
HOG002_A549_24H:BRD-K12184916-001-04-8:3.33	TA.KD010_A549_96H:TRCN0000039607:1	0.4816	-0.1336	-0.0972	-0.13
HOG002_A549_24H:BRD-K12184916-001-04-8:1.11	TA.KD010_A549_96H:TRCN0000010407:1	0.5133	-0.0357	-0.0096	-0.0339
HOG002_A549_24H:BRD-K12184916-001-04-8:1.11	TA.KD010_A549_96H:TRCN0000350276:1	0.4202	-0.1435	-0.1923	-0.1431
HOG002_A549_24H:BRD-K12184916-001-04-8:1.11	TA.KD010_A549_96H:TRCN0000320655:1	0.5327	0.0162	0.0501	0.0171
HOG002_A549_24H:BRD-K12184916-001-04-8:1.11	TA.KD010_A549_96H:TRCN0000196795:1	0.4796	0.0326	-0.0176	0.0325
HOG002_A549_24H:BRD-K12184916-001-04-8:1.11	TA.KD010_A549_96H:TRCN0000039603:1	0.4785	-0.1744	-0.1201	-0.1712
HOG002_A549_24H:BRD-K12184916-001-04-8:1.11	TA.KD010_A549_96H:TRCN0000195203:1	0.5736	0.0901	0.1319	0.0911
HOG002_A549_24H:BRD-K12184916-001-04-8:1.11	TA.KD010_A549_96H:TRCN0000039607:1	0.4847	-0.1298	-0.0887	-0.1276
HOG002_A549_6H:BRD-K12184916-001-04-8:10	TA.KD010_A549_96H:TRCN0000010407:1	0.5082	-0.0046	-0.0162	-0.003
HOG002_A549_6H:BRD-K12184916-001-04-8:10	TA.KD010_A549_96H:TRCN0000350276:1	0.4775	-0.0468	-0.056	-0.0465
HOG002_A549_6H:BRD-K12184916-001-04-8:10	TA.KD010_A549_96H:TRCN0000320655:1	0.4775	-0.0545	-0.0778	-0.0536
HOG002_A549_6H:BRD-K12184916-001-04-8:10	TA.KD010_A549_96H:TRCN0000196795:1	0.5164	0.0925	0.0946	0.0924
HOG002_A549_6H:BRD-K12184916-001-04-8:10	TA.KD010_A549_96H:TRCN0000039603:1	0.4376	-0.1687	-0.1747	-0.1657
HOG002_A549_6H:BRD-K12184916-001-04-8:10	TA.KD010_A549_96H:TRCN0000195203:1	0.5184	0.0729	0.071	0.0738
HOG002_A549_6H:BRD-K12184916-001-04-8:10	TA.KD010_A549_96H:TRCN0000039607:1	0.4744	-0.0316	-0.0259	-0.0298
HOG002_A549_6H:BRD-K12184916-001-04-8:0.1235	TA.KD010_A549_96H:TRCN0000010407:1	0.5194	0.0643	0.0849	0.0626
HOG002_A549_6H:BRD-K12184916-001-04-8:0.1235	TA.KD010_A549_96H:TRCN0000350276:1	0.4376	-0.1294	-0.1441	-0.1297
HOG002_A549_6H:BRD-K12184916-001-04-8:0.1235	TA.KD010_A549_96H:TRCN0000320655:1	0.5624	0.09	0.1087	0.0891
HOG002_A549_6H:BRD-K12184916-001-04-8:0.1235	TA.KD010_A549_96H:TRCN0000196795:1	0.4806	0.0083	-0.0304	0.0084
HOG002_A549_6H:BRD-K12184916-001-04-8:0.1235	TA.KD010_A549_96H:TRCN0000039603:1	0.4877	-0.0346	-0.0398	-0.0368
HOG002_A549_6H:BRD-K12184916-001-04-8:0.1235	TA.KD010_A549_96H:TRCN0000195203:1	0.5501	0.0887	0.1223	0.0876
HOG002_A549_6H:BRD-K12184916-001-04-8:0.1235	TA.KD010_A549_96H:TRCN0000039607:1	0.5348	0.0128	0.0323	0.011
HOG002_A549_6H:BRD-K12184916-001-04-8:3.33	TA.KD010_A549_96H:TRCN0000010407:1	0.4918	0.0063	-0.01	0.0086
HOG002_A549_6H:BRD-K12184916-001-04-8:3.33	TA.KD010_A549_96H:TRCN0000350276:1	0.4857	-0.038	-0.0425	-0.0375
HOG002_A549_6H:BRD-K12184916-001-04-8:3.33	TA.KD010_A549_96H:TRCN0000320655:1	0.4673	-0.0871	-0.1229	-0.0858
HOG002_A549_6H:BRD-K12184916-001-04-8:3.33	TA.KD010_A549_96H:TRCN0000196795:1	0.5041	0.0338	0.037	0.0337
HOG002_A549_6H:BRD-K12184916-001-04-8:3.33	TA.KD010_A549_96H:TRCN0000039603:1	0.4376	-0.1716	-0.1831	-0.1675
HOG002_A549_6H:BRD-K12184916-001-04-8:3.33	TA.KD010_A549_96H:TRCN0000195203:1	0.5307	0.0584	0.0673	0.0597
HOG002_A549_6H:BRD-K12184916-001-04-8:3.33	TA.KD010_A549_96H:TRCN0000039607:1	0.4581	-0.0886	-0.1086	-0.0858
HOG002_A549_6H:BRD-K12184916-001-04-8:0.3704	TA.KD010_A549_96H:TRCN0000010407:1	0.5225	0.0431	0.0631	0.0421
HOG002_A549_6H:BRD-K12184916-001-04-8:0.3704	TA.KD010_A549_96H:TRCN0000350276:1	0.4489	-0.0911	-0.1135	-0.0913
HOG002_A549_6H:BRD-K12184916-001-04-8:0.3704	TA.KD010_A549_96H:TRCN0000320655:1	0.5634	0.0618	0.0852	0.0612
HOG002_A549_6H:BRD-K12184916-001-04-8:0.3704	TA.KD010_A549_96H:TRCN0000196795:1	0.4591	-0.0347	-0.0813	-0.0346
HOG002_A549_6H:BRD-K12184916-001-04-8:0.3704	TA.KD010_A549_96H:TRCN0000039603:1	0.4765	-0.1075	-0.0898	-0.1085
HOG002_A549_6H:BRD-K12184916-001-04-8:0.3704	TA.KD010_A549_96H:TRCN0000195203:1	0.5327	0.069	0.0876	0.0684
HOG002_A549_6H:BRD-K12184916-001-04-8:0.3704	TA.KD010_A549_96H:TRCN0000039607:1	0.5297	0.0056	0.0255	0.0045
MOA001_A549_24H:C16	TA.KD010_A549_96H:TRCN0000010407:1	0.4775	-0.077	-0.0701	-0.0732
MOA001_A549_24H:C16	TA.KD010_A549_96H:TRCN0000350276:1	0.4898	-0.0542	-0.0626	-0.0534
MOA001_A549_24H:C16	TA.KD010_A549_96H:TRCN0000320655:1	0.4489	-0.1006	-0.1095	-0.0985
MOA001_A549_24H:C16	TA.KD010_A549_96H:TRCN0000196795:1	0.5532	0.126	0.1033	0.1256
MOA001_A549_24H:C16	TA.KD010_A549_96H:TRCN0000039603:1	0.4049	-0.2806	-0.283	-0.2741
MOA001_A549_24H:C16	TA.KD010_A549_96H:TRCN0000195203:1	0.5082	0.0726	0.0786	0.0746
MOA001_A549_24H:C16	TA.KD010_A549_96H:TRCN0000039607:1	0.4029	-0.2002	-0.2113	-0.1956
LPROT003_A375_6H:BRD-K12184916:1	CGS001_A375_96H:PIK3CA:1	0.4785	-0.0442	-0.0511	-0.0382
ASG002_A549_24H:C16	TA.KD010_A549_96H:TRCN0000010407:1	0.4775	-0.0626	-0.0762	-0.0614
ASG002_A549_24H:C16	TA.KD010_A549_96H:TRCN0000350276:1	0.4775	-0.0739	-0.0786	-0.0736
ASG002_A549_24H:C16	TA.KD010_A549_96H:TRCN0000320655:1	0.4489	-0.098	-0.1279	-0.0974
ASG002_A549_24H:C16	TA.KD010_A549_96H:TRCN0000196795:1	0.5368	0.1002	0.0923	0.1002
ASG002_A549_24H:C16	TA.KD010_A549_96H:TRCN0000039603:1	0.3988	-0.265	-0.2869	-0.2625
ASG002_A549_24H:C16	TA.KD010_A549_96H:TRCN0000195203:1	0.5348	0.0845	0.0973	0.0851
ASG002_A549_24H:C16	TA.KD010_A549_96H:TRCN0000039607:1	0.4294	-0.1529	-0.1611	-0.1514
