Sample1	Sample2	dose1uM-100uM_time24
HOG003_A549_24H:BRD-K06792661-001-01-9:1.11	HOG003_A549_24H:BRD-K06792661-001-01-9:10	0.7532
POL001_HEPG2_24H:C01	POL001_HEPG2_24H:C02	0.9348
POL001_HEPG2_24H:C01	POL001_HEPG2_24H:C03	0.6876
POL001_HEPG2_24H:C02	POL001_HEPG2_24H:C03	0.7611
POL001_HT29_24H:C03	POL001_HT29_24H:C02	0.73
HOG003_MCF7_24H:BRD-K06792661-001-01-9:1.11	HOG003_MCF7_24H:BRD-K06792661-001-01-9:10	0.7161
HOG003_MCF7_24H:BRD-K06792661-001-01-9:1.11	HOG003_MCF7_24H:BRD-K06792661-001-01-9:3.3333	0.8309
HOG003_MCF7_24H:BRD-K06792661-001-01-9:10	HOG003_MCF7_24H:BRD-K06792661-001-01-9:3.3333	0.8483
POL001_MCF7_24H:C02	POL001_MCF7_24H:C03	0.7592
POL001_MCF7_24H:C02	POL001_MCF7_24H:C01	0.9317
POL001_MCF7_24H:C03	POL001_MCF7_24H:C01	0.6689
PBIOA009_XC.L10_24H:A09	PBIOA009_XC.L10_24H:A08	0.9149
PBIOA009_XC.R10_24H:A07	PBIOA009_XC.R10_24H:A08	0.9294
PBIOA009_XC.R10_24H:A07	PBIOA009_XC.R10_24H:A09	0.8447
PBIOA009_XC.R10_24H:A08	PBIOA009_XC.R10_24H:A09	0.9275
PBIOA008_XC.R10_24H:O23	PBIOA008_XC.R10_24H:O22	0.37
REP.A011_A375_24H:N08	REP.A011_A375_24H:N07	0.8847
REP.A011_HA1E_24H:N08	REP.A011_HA1E_24H:N07	0.7806
REP.A011_HA1E_24H:N08	REP.A011_HA1E_24H:N09	0.7024
REP.A011_HA1E_24H:N07	REP.A011_HA1E_24H:N09	0.4819
AICHI002_HBL1_24H:J07	AICHI002_HBL1_24H:J08	0.8303
REP.A011_HT29_24H:N08	REP.A011_HT29_24H:N07	0.8933
REP.A011_MCF10A_24H:N07	REP.A011_MCF10A_24H:N09	0.7928
REP.A011_MCF10A_24H:N07	REP.A011_MCF10A_24H:N08	0.9121
REP.A011_MCF10A_24H:N09	REP.A011_MCF10A_24H:N08	0.8568
AICHI002_MINO_24H:J08	AICHI002_MINO_24H:J07	0.7782
AICHI002_TMD8_24H:J07	AICHI002_TMD8_24H:J08	0.9183
REP.A011_YAPC_24H:N08	REP.A011_YAPC_24H:N07	0.8263
MUC.CP007_P1A82_24H:L19	MUC.CP007_P1A82_24H:L23	0.1832
LCP001_MCF10A.WT_24H:E15	LCP001_MCF10A.WT_24H:E14	0.6706
LCP001_MCF10A.WT_24H:E15	LCP001_MCF10A.WT_24H:E13	0.5749
LCP001_MCF10A.WT_24H:E14	LCP001_MCF10A.WT_24H:E13	0.8841
REP.A016_HA1E_24H:N13	REP.A016_HA1E_24H:N14	-0.0355
PCLB003_HCC515_24H:BRD-K07572174-001-17-0:100	PCLB003_HCC515_24H:BRD-K07572174-001-17-0:33.33	0.1491
PCLB003_HT29_24H:BRD-K07572174-001-17-0:3.7	PCLB003_HT29_24H:BRD-K07572174-001-17-0:100	0.1978
PCLB003_HT29_24H:BRD-K07572174-001-17-0:3.7	PCLB003_HT29_24H:BRD-K07572174-001-17-0:11.11	0.174
PCLB003_HT29_24H:BRD-K07572174-001-17-0:100	PCLB003_HT29_24H:BRD-K07572174-001-17-0:11.11	0.1167
PCLB003_MCF7_24H:BRD-K07572174-001-17-0:100	PCLB003_MCF7_24H:BRD-K07572174-001-17-0:33.33	0.1515
PCLB001_MCF7_24H:K13	PCLB001_MCF7_24H:K21	0.7414
PCLB001_PC3_24H:K21	PCLB001_PC3_24H:K13	0.3226
MOAR004_PC3_24H:E05	MOAR004_PC3_24H:E04	0.3028
CVD001_HEPG2_24H:BRD-K07762753-001-03-6:50	CVD001_HEPG2_24H:BRD-K07762753-001-03-6:12.5	0.1614
CVD001_PHH_24H:BRD-K07762753-001-03-6:50	CVD001_PHH_24H:BRD-K07762753-001-03-6:12.5	0.539
LJP009_HME1_24H:E01	LJP009_HME1_24H:E02	0.7756
LJP009_SKL.C_24H:E01	LJP009_SKL.C_24H:E02	0.3881
REP.A005_A375_24H:A08	REP.A005_A375_24H:A07	0.8484
LKCP002_A549_24H:N01	LKCP002_A549_24H:N02	0.6061
REP.A005_HA1E_24H:A07	REP.A005_HA1E_24H:A08	0.7448
LKCP002_MCF7_24H:N02	LKCP002_MCF7_24H:N01	0.337
LKCP002_U2OS_24H:N02	LKCP002_U2OS_24H:N01	0.2505
AICHI002_HBL1_24H:N01	AICHI002_HBL1_24H:N02	0.9039
LCP001_MCF10A.KRAS.HG_24H:I10	LCP001_MCF10A.KRAS.HG_24H:I12	0.1352
LCP001_MCF10A.PIK3CA.HH_24H:I12	LCP001_MCF10A.PIK3CA.HH_24H:I10	0.3641
LCP001_MCF10A.PIK3CA.HH_24H:I12	LCP001_MCF10A.PIK3CA.HH_24H:I11	0.619
LCP001_MCF10A.PIK3CA.HH_24H:I10	LCP001_MCF10A.PIK3CA.HH_24H:I11	0.7419
LCP001_MCF10A.WT_24H:I10	LCP001_MCF10A.WT_24H:I12	0.1726
CRCGN012_HEPG2_24H:BRD-K08316444:40.4	CRCGN012_HEPG2_24H:BRD-K08316444:20.2	0.8504
POL001_HT29_24H:D01	POL001_HT29_24H:D03	0.8155
POL001_JURKAT_24H:D03	POL001_JURKAT_24H:D01	0.7372
PBIOA015_A375_24H:O07	PBIOA015_A375_24H:O09	0.821
REP.A005_A375_24H:C14	REP.A005_A375_24H:C13	0.8525
PBIOA015_HA1E_24H:O07	PBIOA015_HA1E_24H:O09	0.7856
REP.A005_HA1E_24H:C13	REP.A005_HA1E_24H:C15	0.2326
PBIOA015_HCC515_24H:O09	PBIOA015_HCC515_24H:O07	0.8178
REP.A005_HELA_24H:C13	REP.A005_HELA_24H:C15	-0.0074
PBIOA015_HT29_24H:O07	PBIOA015_HT29_24H:O08	0.6246
PBIOA015_HT29_24H:O07	PBIOA015_HT29_24H:O09	0.4371
PBIOA015_HT29_24H:O08	PBIOA015_HT29_24H:O09	0.5673
PBIOA015_PC3_24H:O08	PBIOA015_PC3_24H:O07	0.7813
PBIOA004_XC.R10_24H:H24	PBIOA004_XC.R10_24H:H23	0.6243
PBIOA004_XC.R10_24H:H24	PBIOA004_XC.R10_24H:H22	0.6007
PBIOA004_XC.R10_24H:H23	PBIOA004_XC.R10_24H:H22	0.6215
MOAR002_A375_24H:P22	MOAR002_A375_24H:P23	0.6823
REP.A005_A375_24H:E01	REP.A005_A375_24H:E02	0.4653
LJP005_BT20_24H:I13	LJP005_BT20_24H:I14	0.2185
LJP005_HA1E_24H:I15	LJP005_HA1E_24H:I14	0.3649
LJP005_HA1E_24H:I15	LJP005_HA1E_24H:I13	0.0987
LJP005_HA1E_24H:I14	LJP005_HA1E_24H:I13	0.04
REP.A005_HA1E_24H:E01	REP.A005_HA1E_24H:E02	0.3391
REP.A005_HA1E_24H:E01	REP.A005_HA1E_24H:E03	0.2019
REP.A005_HA1E_24H:E02	REP.A005_HA1E_24H:E03	0.6896
LJP005_HCC515_24H:I13	LJP005_HCC515_24H:I14	0.4416
REP.A005_HELA_24H:E02	REP.A005_HELA_24H:E01	0.386
LJP005_HT29_24H:I13	LJP005_HT29_24H:I14	0.4302
LJP005_MCF7_24H:I15	LJP005_MCF7_24H:I13	0.2206
REP.A005_YAPC_24H:E02	REP.A005_YAPC_24H:E01	0.4982
REP.A005_HA1E_24H:E21	REP.A005_HA1E_24H:E20	0.6821
REP.A005_A375_24H:H08	REP.A005_A375_24H:H07	0.8629
REP.A005_HELA_24H:H09	REP.A005_HELA_24H:H07	0.3344
REP.A005_HT29_24H:H08	REP.A005_HT29_24H:H07	0.7061
REP.A005_YAPC_24H:H08	REP.A005_YAPC_24H:H07	0.5404
REP.A005_A375_24H:G20	REP.A005_A375_24H:G21	0.8763
REP.A005_A549_24H:G20	REP.A005_A549_24H:G19	0.7588
REP.A005_A549_24H:G20	REP.A005_A549_24H:G21	0.8438
REP.A005_A549_24H:G19	REP.A005_A549_24H:G21	0.5945
REP.A005_HA1E_24H:G20	REP.A005_HA1E_24H:G19	0.6924
REP.A005_HA1E_24H:G20	REP.A005_HA1E_24H:G21	0.8868
REP.A005_HA1E_24H:G19	REP.A005_HA1E_24H:G21	0.6418
REP.A005_MCF7_24H:G19	REP.A005_MCF7_24H:G20	0.6336
REP.A005_XC.L10_24H:G20	REP.A005_XC.L10_24H:G19	0.6114
REP.A005_YAPC_24H:G20	REP.A005_YAPC_24H:G19	0.5648
DOSVAL002_HT29_24H:BRD-K09517037:20	DOSVAL002_HT29_24H:BRD-K09517037:10	0.5443
REP.A005_HA1E_24H:J07	REP.A005_HA1E_24H:J08	0.6184
REP.A005_MCF7_24H:J07	REP.A005_MCF7_24H:J08	0.5109
PBIOA022_A375_24H:C14	PBIOA022_A375_24H:C13	0.2364
PBIOA022_HEPG2_24H:C13	PBIOA022_HEPG2_24H:C14	0.1461
REP.A005_A375_24H:I19	REP.A005_A375_24H:I20	0.9245
PBIOA019_HA1E_24H:M02	PBIOA019_HA1E_24H:M01	0.3296
REP.A005_HA1E_24H:I21	REP.A005_HA1E_24H:I19	0.2264
PBIOA019_HCC515_24H:M01	PBIOA019_HCC515_24H:M02	0.5103
REP.A005_HELA_24H:I19	REP.A005_HELA_24H:I20	0.4749
PBIOA019_HEPG2_24H:M02	PBIOA019_HEPG2_24H:M01	0.4337
LJP009_HME1_24H:H07	LJP009_HME1_24H:H09	0.006
LJP009_JURKAT_24H:H09	LJP009_JURKAT_24H:H07	0.3913
REP.A005_MCF7_24H:I20	REP.A005_MCF7_24H:I19	0.3665
LJP009_NPC.CAS9_24H:H07	LJP009_NPC.CAS9_24H:H08	0.4255
LJP009_NPC.TAK_24H:H09	LJP009_NPC.TAK_24H:H08	0.5283
LJP009_NPC.TAK_24H:H09	LJP009_NPC.TAK_24H:H07	0.2712
LJP009_NPC.TAK_24H:H08	LJP009_NPC.TAK_24H:H07	0.2763
ASG002_PC3_24H:K22	ASG002_PC3_24H:K23	0.1392
LJP009_SKL_24H:H08	LJP009_SKL_24H:H07	0.4461
ASG003_WA09.AST_24H:H17	ASG003_WA09.AST_24H:H16	0.1368
PBIOA008_XC.L10_24H:F01	PBIOA008_XC.L10_24H:F02	0.5935
ASG003_XC.P031_24H:H17	ASG003_XC.P031_24H:H16	0.5154
ASG003_XC.P033_24H:H16	ASG003_XC.P033_24H:H17	0.2974
ASG003_XC.P901_24H:H17	ASG003_XC.P901_24H:H16	0.0871
ASG003_XC.P904_24H:H16	ASG003_XC.P904_24H:H17	-0.0731
ASG003_XC.P905_24H:H17	ASG003_XC.P905_24H:H16	0.2956
ASG003_XC.P906_24H:H17	ASG003_XC.P906_24H:H16	0.2298
ASG003_XC.P908_24H:H16	ASG003_XC.P908_24H:H17	0.3052
ASG003_XC.P909_24H:H17	ASG003_XC.P909_24H:H16	0.4083
ASG003_XC.P911_24H:H16	ASG003_XC.P911_24H:H17	0.159
ASG003_XC.P912_24H:H16	ASG003_XC.P912_24H:H17	0.1369
ASG003_XC.P914_24H:H16	ASG003_XC.P914_24H:H17	0.1508
ASG003_XC.P915_24H:H17	ASG003_XC.P915_24H:H16	0.14
ASG003_XC.P930_24H:H17	ASG003_XC.P930_24H:H16	0.0393
ASG003_XC.P931_24H:H17	ASG003_XC.P931_24H:H16	0.0637
ASG003_XC.P932_24H:H16	ASG003_XC.P932_24H:H17	0.311
ASG003_XC.P935_24H:H17	ASG003_XC.P935_24H:H16	0.2649
REP.A005_YAPC_24H:I20	REP.A005_YAPC_24H:I19	0.3486
LJP009_A549_24H:I20	LJP009_A549_24H:I19	0.3522
REP.A005_A549_24H:P07	REP.A005_A549_24H:P08	0.4117
REP.A005_HA1E_24H:P07	REP.A005_HA1E_24H:P08	0.1409
REP.A005_HELA_24H:P07	REP.A005_HELA_24H:P08	0.124
LJP009_NPC.TAK_24H:I19	LJP009_NPC.TAK_24H:I21	0.0423
ASG003_XC.P901_24H:E19	ASG003_XC.P901_24H:E20	0.1299
ASG003_XC.P904_24H:E20	ASG003_XC.P904_24H:E19	0.0647
ASG003_XC.P909_24H:E19	ASG003_XC.P909_24H:E20	0.1857
EMU001_TMD8_24H:O13	EMU001_TMD8_24H:O14	0.3568
CRCGN015_MCF10A.WT.HP_24H:BRD-K11399644:100.463	CRCGN015_MCF10A.WT.HP_24H:BRD-K11399644:33.4876	0.2486
PCL001_HT29_24H:BRD-K11413513:1.11	PCL001_HT29_24H:BRD-K11413513:10	0.5265
PCLB002_A375_24H:BRD-K11533227:10	PCLB002_A375_24H:BRD-K11533227:3.33	0.4661
PCLB002_HEPG2_24H:BRD-K11533227:10	PCLB002_HEPG2_24H:BRD-K11533227:3.33	0.0967
MOAR006_A375_24H:J19	MOAR006_A375_24H:J20	0.8334
ASG002_A549_24H:N13	ASG002_A549_24H:N14	0.1106
ASG002_MCF7_24H:N14	ASG002_MCF7_24H:N13	0.1137
ASG003_MCF7_24H:L23	ASG003_MCF7_24H:L22	-0.0072
ASG002_PC3_24H:N14	ASG002_PC3_24H:N13	0.1966
ASG003_XC.P031_24H:L23	ASG003_XC.P031_24H:L22	0.17
ASG003_XC.P901_24H:L22	ASG003_XC.P901_24H:L23	0.0956
ASG003_XC.P904_24H:L22	ASG003_XC.P904_24H:L23	0.1282
ASG003_XC.P905_24H:L23	ASG003_XC.P905_24H:L22	0.2989
ASG003_XC.P908_24H:L22	ASG003_XC.P908_24H:L23	0.0002
ASG003_XC.P915_24H:L23	ASG003_XC.P915_24H:L22	-0.0676
ASG003_XC.P930_24H:L22	ASG003_XC.P930_24H:L23	0.1839
MOAR003_A375_24H:B07	MOAR003_A375_24H:B08	0.4929
PBIOA022_A549_24H:I09	PBIOA022_A549_24H:I08	0.6571
PBIOA022_HCC515_24H:I09	PBIOA022_HCC515_24H:I08	0.7979
PBIOA022_HEPG2_24H:I09	PBIOA022_HEPG2_24H:I08	0.7622
PBIOA022_MCF7_24H:I07	PBIOA022_MCF7_24H:I08	0.7737
LJP007_A549_24H:P07	LJP007_A549_24H:P08	0.3378
LJP007_YAPC_24H:P07	LJP007_YAPC_24H:P09	0.5526
REP.A002_A375_24H:O14	REP.A002_A375_24H:O13	0.8663
ASG002_A549_24H:C16	ASG002_A549_24H:C17	0.8318
HOG002_A549_24H:BRD-K12184916-001-04-8:3.33	HOG002_A549_24H:BRD-K12184916-001-04-8:1.11	0.8675
LKCP001_A549_24H:G22	LKCP001_A549_24H:G23	0.5146
PBIOA016_A549_24H:D07	PBIOA016_A549_24H:D09	0.7224
REP.A002_HA1E_24H:O15	REP.A002_HA1E_24H:O14	0.6737
REP.A002_HA1E_24H:O15	REP.A002_HA1E_24H:O13	0.6105
REP.A002_HA1E_24H:O14	REP.A002_HA1E_24H:O13	0.7879
AICHI002_HBL1_24H:F20	AICHI002_HBL1_24H:F19	0.8522
PBIOA016_HCC515_24H:D09	PBIOA016_HCC515_24H:D08	0.7967
PBIOA016_HCC515_24H:D09	PBIOA016_HCC515_24H:D07	0.7205
PBIOA016_HCC515_24H:D08	PBIOA016_HCC515_24H:D07	0.8325
PBIOA016_HT29_24H:D08	PBIOA016_HT29_24H:D07	0.7356
AICHI002_OCILY19_24H:F20	AICHI002_OCILY19_24H:F19	0.8835
MOA001_U2OS_24H:C15	MOA001_U2OS_24H:C16	0.9102
ASG003_XC.P026_24H:A07	ASG003_XC.P026_24H:A08	0.8283
ASG003_XC.P905_24H:A08	ASG003_XC.P905_24H:A07	0.8247
MOAR019_A375_24H:L18	MOAR019_A375_24H:L06	0.8975
ASG003_WA09.AST_24H:N17	ASG003_WA09.AST_24H:N16	0.8515
ASG003_XC.P904_24H:N17	ASG003_XC.P904_24H:N16	0.8951
ASG003_XC.P932_24H:N17	ASG003_XC.P932_24H:N16	0.8061
MOAR019_A375_24H:I01	MOAR019_A375_24H:I13	0.7884
PBIOA020_A375_24H:C08	PBIOA020_A375_24H:C07	0.5396
MUC.CP008_HA1E_24H:N15	MUC.CP008_HA1E_24H:N14	0.6208
PBIOA020_HCC515_24H:C09	PBIOA020_HCC515_24H:C07	0.5949
PBIOA020_HCC515_24H:C09	PBIOA020_HCC515_24H:C08	0.766
PBIOA020_HCC515_24H:C07	PBIOA020_HCC515_24H:C08	0.7651
ISO002_HCT116.TP53.M_24H:N13	ISO002_HCT116.TP53.M_24H:N14	0.7026
ISO002_HCT116.WT_24H:N15	ISO002_HCT116.WT_24H:N14	0.8739
ISO002_HCT116.WT_24H:N15	ISO002_HCT116.WT_24H:N13	0.7067
ISO002_HCT116.WT_24H:N14	ISO002_HCT116.WT_24H:N13	0.7404
PBIOA020_HEPG2_24H:C07	PBIOA020_HEPG2_24H:C08	0.6528
AICHI002_K562_24H:A20	AICHI002_K562_24H:A19	0.7904
ISO002_MCF10A.BRCA1.HD_24H:N15	ISO002_MCF10A.BRCA1.HD_24H:N14	0.7703
ISO002_MCF10A.BRCA1.HD_24H:N15	ISO002_MCF10A.BRCA1.HD_24H:N13	0.6688
ISO002_MCF10A.BRCA1.HD_24H:N14	ISO002_MCF10A.BRCA1.HD_24H:N13	0.7811
ISO002_MCF10A.EGFR.HL_24H:N15	ISO002_MCF10A.EGFR.HL_24H:N13	0.7232
ISO002_MCF10A.EGFR.HL_24H:N15	ISO002_MCF10A.EGFR.HL_24H:N14	0.7841
ISO002_MCF10A.EGFR.HL_24H:N13	ISO002_MCF10A.EGFR.HL_24H:N14	0.8409
PBIOA020_MCF7_24H:C08	PBIOA020_MCF7_24H:C07	0.7367
AICHI002_OCILY19_24H:A20	AICHI002_OCILY19_24H:A19	0.5716
AICHI002_OCILY3_24H:A20	AICHI002_OCILY3_24H:A19	0.4565
MUC.CP008_P1A82_24H:N14	MUC.CP008_P1A82_24H:N13	0.7071
MOAR007_PC3_24H:D23	MOAR007_PC3_24H:D22	0.5859
AICHI002_SKMEL5_24H:A19	AICHI002_SKMEL5_24H:A20	0.7215
AICHI002_THP1_24H:A20	AICHI002_THP1_24H:A19	0.7277
ASG003_A549_24H:I01	ASG003_A549_24H:I02	0.8577
ASG003_XC.P901_24H:I01	ASG003_XC.P901_24H:I02	0.7614
ASG003_XC.P905_24H:I01	ASG003_XC.P905_24H:I02	0.7723
HOG002_MCF7_24H:BRD-K12762134-001-01-3:11.1	HOG002_MCF7_24H:BRD-K12762134-001-01-3:3.7	0.4954
REP.A010_A375_24H:D14	REP.A010_A375_24H:D13	0.8591
REP.A010_A375_24H:D14	REP.A010_A375_24H:D15	0.7902
REP.A010_A375_24H:D13	REP.A010_A375_24H:D15	0.7809
REP.A010_A375_24H:D21	REP.A010_A375_24H:D19	0.5609
REP.A010_A375_24H:D21	REP.A010_A375_24H:D20	0.7714
REP.A010_A375_24H:D19	REP.A010_A375_24H:D20	0.8314
REP.A010_A549_24H:D21	REP.A010_A549_24H:D19	0.5506
REP.A010_A549_24H:D21	REP.A010_A549_24H:D20	0.7413
REP.A010_A549_24H:D19	REP.A010_A549_24H:D20	0.9029
REP.A010_HA1E_24H:D19	REP.A010_HA1E_24H:D21	0.6263
REP.A010_HA1E_24H:D19	REP.A010_HA1E_24H:D20	0.8606
REP.A010_HA1E_24H:D21	REP.A010_HA1E_24H:D20	0.7635
REP.A010_HEK293_24H:D19	REP.A010_HEK293_24H:D20	0.9028
REP.A010_HELA_24H:D21	REP.A010_HELA_24H:D20	0.7126
REP.A010_MCF7_24H:D19	REP.A010_MCF7_24H:D20	0.9095
REP.A010_MCF7_24H:D19	REP.A010_MCF7_24H:D21	0.634
REP.A010_MCF7_24H:D20	REP.A010_MCF7_24H:D21	0.7729
REP.A010_MDAMB231_24H:D21	REP.A010_MDAMB231_24H:D19	0.7289
REP.A010_MDAMB231_24H:D21	REP.A010_MDAMB231_24H:D20	0.8597
REP.A010_MDAMB231_24H:D19	REP.A010_MDAMB231_24H:D20	0.9073
REP.A010_PC3_24H:D20	REP.A010_PC3_24H:D21	0.7908
MOAR005_A375_24H:E12	MOAR005_A375_24H:E11	0.4361
MOAR005_A375_24H:E12	MOAR005_A375_24H:E10	0.3006
MOAR005_A375_24H:E11	MOAR005_A375_24H:E10	0.7059
PBIOA015_HA1E_24H:N07	PBIOA015_HA1E_24H:N08	0.5226
PBIOA015_HCC515_24H:N07	PBIOA015_HCC515_24H:N08	0.7305
PBIOA015_HEPG2_24H:N08	PBIOA015_HEPG2_24H:N07	0.5273
MOAR005_PC3_24H:E10	MOAR005_PC3_24H:E11	0.7885
PBIOA015_PC3_24H:N07	PBIOA015_PC3_24H:N08	0.6414
MOAR005_A375_24H:C01	MOAR005_A375_24H:C03	0.7081
PBIOA022_A549_24H:E20	PBIOA022_A549_24H:E19	0.7403
PBIOA022_HEPG2_24H:E20	PBIOA022_HEPG2_24H:E19	0.6246
PBIOA022_PC3_24H:E19	PBIOA022_PC3_24H:E20	0.4246
REP.A010_A375_24H:E19	REP.A010_A375_24H:E20	0.7582
REP.A010_A549_24H:E20	REP.A010_A549_24H:E19	0.6783
REP.A010_HELA_24H:E19	REP.A010_HELA_24H:E21	0.5396
REP.A010_MCF7_24H:E20	REP.A010_MCF7_24H:E19	0.7381
CVD001_HEPG2_24H:BRD-K13183738-317-06-0:10	CVD001_HEPG2_24H:BRD-K13183738-317-06-0:2.5	0.8267
KTOX002_HPTEC_24H:BRD-K13183738:100	KTOX002_HPTEC_24H:BRD-K13183738:31.6	0.6079
CVD001_PHH_24H:BRD-K13183738-317-06-0:2.5	CVD001_PHH_24H:BRD-K13183738-317-06-0:10	0.4151
MOAR019_A375_24H:G03	MOAR019_A375_24H:G15	0.9404
REP.A010_A375_24H:H21	REP.A010_A375_24H:H20	0.2967
REP.A010_A549_24H:H21	REP.A010_A549_24H:H20	0.2647
REP.A010_A549_24H:H21	REP.A010_A549_24H:H19	0.1272
REP.A010_A549_24H:H20	REP.A010_A549_24H:H19	0.5732
REP.A010_HEK293_24H:H19	REP.A010_HEK293_24H:H20	0.1909
LJP001_MCF10A_24H:BRD-K13390322-001-02-2:10	LJP001_MCF10A_24H:BRD-K13390322-001-02-2:2	0.5076
LJP001_MDAMB231_24H:BRD-K13390322-001-02-2:10	LJP001_MDAMB231_24H:BRD-K13390322-001-02-2:2	0.8812
EMU001_HBL1_24H:M08	EMU001_HBL1_24H:M07	0.4306
EMU001_K562_24H:M07	EMU001_K562_24H:M08	0.7202
EMU001_OCILY3_24H:M08	EMU001_OCILY3_24H:M07	0.8579
CRCGN006_A549_24H:BRD-K13533483:2.22222	CRCGN006_A549_24H:BRD-K13533483:20	0.7313
MOAR006_A375_24H:P16	MOAR006_A375_24H:P17	0.2415
LJP006_HA1E_24H:D01	LJP006_HA1E_24H:D02	0.0044
AICHI001_HBL1_24H:O13	AICHI001_HBL1_24H:O14	0.3473
AICHI001_KMS34_24H:O14	AICHI001_KMS34_24H:O13	0.0385
AICHI001_THP1_24H:O14	AICHI001_THP1_24H:O13	0.0936
MOAR005_A375_24H:E19	MOAR005_A375_24H:E20	0.244
MOAR007_A375_24H:M03	MOAR007_A375_24H:M01	0.6983
MOAR007_A375_24H:M03	MOAR007_A375_24H:M02	0.8363
MOAR007_A375_24H:M01	MOAR007_A375_24H:M02	0.8613
MOAR019_A375_24H:N03	MOAR019_A375_24H:N15	0.6498
PBIOA015_A375_24H:O19	PBIOA015_A375_24H:O21	0.7205
PBIOA015_A375_24H:O19	PBIOA015_A375_24H:O20	0.7538
PBIOA015_A375_24H:O21	PBIOA015_A375_24H:O20	0.7446
PBIOA015_HEPG2_24H:O20	PBIOA015_HEPG2_24H:O19	0.823
PBIOA015_HT29_24H:O19	PBIOA015_HT29_24H:O21	0.6101
AICHI001_OCILY19_24H:F20	AICHI001_OCILY19_24H:F19	0.5865
MOAR007_PC3_24H:M02	MOAR007_PC3_24H:M03	0.5273
AICHI001_TMD8_24H:F20	AICHI001_TMD8_24H:F19	0.5999
LKCP001_A549_24H:K13	LKCP001_A549_24H:K14	-0.0849
KTOX002_HPTEC_24H:BRD-K13959223:31.6	KTOX002_HPTEC_24H:BRD-K13959223:3.2	0.106
LJP008_CD34_24H:P13	LJP008_CD34_24H:P14	0.3739
LJP008_NPC_24H:P14	LJP008_NPC_24H:P15	0.423
LJP008_NPC_24H:P14	LJP008_NPC_24H:P13	0.5558
LJP008_NPC_24H:P15	LJP008_NPC_24H:P13	0.4506
LJP008_NPC.CAS9_24H:P13	LJP008_NPC.CAS9_24H:P14	0.2919
LJP008_NPC.TAK_24H:P13	LJP008_NPC.TAK_24H:P14	0.302
LJP008_THP1_24H:P15	LJP008_THP1_24H:P13	0.3318
LCP001_MCF10A.KRAS.HG_24H:A18	LCP001_MCF10A.KRAS.HG_24H:A17	0.1506
LCP001_MCF10A.WT_24H:A16	LCP001_MCF10A.WT_24H:A18	0.2971
LCP001_MCF10A.KRAS.HG_24H:D22	LCP001_MCF10A.KRAS.HG_24H:D23	0.218
LCP001_MCF10A.WT_24H:D23	LCP001_MCF10A.WT_24H:D22	0.1476
MOAR005_PC3_24H:F16	MOAR005_PC3_24H:F17	0.4181
REP.A010_MCF7_24H:L02	REP.A010_MCF7_24H:L03	0.7155
CVD001_HEPG2_24H:BRD-K14821540-001-02-1:10	CVD001_HEPG2_24H:BRD-K14821540-001-02-1:2.5	-0.1418
REP.A010_A375_24H:L20	REP.A010_A375_24H:L19	0.4027
REP.A010_HA1E_24H:L19	REP.A010_HA1E_24H:L20	0.214
REP.A010_MCF7_24H:L19	REP.A010_MCF7_24H:L20	0.0808
PBIOA005_XC.L10_24H:P07	PBIOA005_XC.L10_24H:P08	0.4092
CRCGN013_HEPG2_24H:BRD-K14888712:20.2	CRCGN013_HEPG2_24H:BRD-K14888712:10.1	0.8477
CRCGN016_MCF10A.TP53.M_24H:BRD-K14920963:33.6559	CRCGN016_MCF10A.TP53.M_24H:BRD-K14920963:100.968	0.3333
MOAR005_A375_24H:P07	MOAR005_A375_24H:P09	0.9038
REP.A010_HA1E_24H:N14	REP.A010_HA1E_24H:N13	0.68
MOAR005_PC3_24H:P07	MOAR005_PC3_24H:P08	0.7568
PBIOA008_XC.R10_24H:N01	PBIOA008_XC.R10_24H:N03	0.7604
LCP001_MCF10A.KRAS.HG_24H:H01	LCP001_MCF10A.KRAS.HG_24H:H03	0.2359
LCP001_MCF10A.WT_24H:H01	LCP001_MCF10A.WT_24H:H03	0.3677
ASG002_A549_24H:E17	ASG002_A549_24H:E16	0.6828
ASG003_A549_24H:D01	ASG003_A549_24H:D02	0.6987
ASG002_MCF7_24H:E17	ASG002_MCF7_24H:E16	0.7435
ASG003_MCF7_24H:D01	ASG003_MCF7_24H:D02	0.7784
ASG002_PC3_24H:E17	ASG002_PC3_24H:E16	0.6584
ASG003_U2OS_24H:D01	ASG003_U2OS_24H:D02	0.6663
ASG003_WA09.AST_24H:D02	ASG003_WA09.AST_24H:D01	0.6412
ASG003_XC.P031_24H:D01	ASG003_XC.P031_24H:D02	0.8242
ASG003_XC.P033_24H:D01	ASG003_XC.P033_24H:D02	0.7917
ASG003_XC.P091_24H:D02	ASG003_XC.P091_24H:D01	0.7862
ASG003_XC.P901_24H:D02	ASG003_XC.P901_24H:D01	0.8368
ASG003_XC.P904_24H:D01	ASG003_XC.P904_24H:D02	0.8449
ASG003_XC.P906_24H:D02	ASG003_XC.P906_24H:D01	0.8147
ASG003_XC.P907_24H:D02	ASG003_XC.P907_24H:D01	0.8358
ASG003_XC.P908_24H:D02	ASG003_XC.P908_24H:D01	0.8338
ASG003_XC.P910_24H:D02	ASG003_XC.P910_24H:D01	0.8433
ASG003_XC.P912_24H:D01	ASG003_XC.P912_24H:D02	0.8667
