Sample1	Sample2	dose1uM-100uM_time24
ASG002_PC3_24H:I07	ASG002_PC3_24H:I08	0.5573
PBIOA014_PC3_24H:K14	PBIOA014_PC3_24H:K13	0.5871
LJP009_SKL.C_24H:G15	LJP009_SKL.C_24H:G13	0.6301
EMU001_THP1_24H:I20	EMU001_THP1_24H:I19	0.5534
ASG003_U2OS_24H:N02	ASG003_U2OS_24H:N01	0.4286
ASG003_WA09.AST_24H:N01	ASG003_WA09.AST_24H:N02	0.4945
PBIOA003_XC.L10_24H:K16	PBIOA003_XC.L10_24H:K18	0.5985
ASG003_XC.P031_24H:N02	ASG003_XC.P031_24H:N01	0.7507
ASG003_XC.P033_24H:N02	ASG003_XC.P033_24H:N01	0.7669
ASG003_XC.P091_24H:N01	ASG003_XC.P091_24H:N02	0.8072
ASG003_XC.P904_24H:N02	ASG003_XC.P904_24H:N01	0.607
REP.A019_A375_24H:K20	REP.A019_A375_24H:K19	0.9374
REP.A019_HELA_24H:K21	REP.A019_HELA_24H:K19	0.7483
REP.A019_HELA_24H:K21	REP.A019_HELA_24H:K20	0.8165
REP.A019_HELA_24H:K19	REP.A019_HELA_24H:K20	0.8632
REP.A019_HT29_24H:K19	REP.A019_HT29_24H:K20	0.7351
REP.A019_PC3_24H:K20	REP.A019_PC3_24H:K19	0.7273
DOSVAL005_HT29_24H:BRD-K49477330:10	DOSVAL005_HT29_24H:BRD-K49477330:20	0.7631
LJP005_HT29_24H:L19	LJP005_HT29_24H:L20	0.0825
LJP005_SKBR3_24H:L19	LJP005_SKBR3_24H:L20	0.3865
LJP009_HME1_24H:O01	LJP009_HME1_24H:O02	0.918
LJP008_HUVEC_24H:O02	LJP008_HUVEC_24H:O01	0.8815
LJP008_NPC_24H:O02	LJP008_NPC_24H:O01	0.7226
LJP009_NPC_24H:O02	LJP009_NPC_24H:O01	0.6299
LJP009_NPC.CAS9_24H:O01	LJP009_NPC.CAS9_24H:O03	0.5179
LJP007_NPC.TAK_24H:O02	LJP007_NPC.TAK_24H:O01	0.784
LJP008_NPC.TAK_24H:O01	LJP008_NPC.TAK_24H:O03	0.6639
LJP008_SKL_24H:O01	LJP008_SKL_24H:O03	0.2734
LJP008_SKL_24H:O01	LJP008_SKL_24H:O02	0.255
LJP008_SKL_24H:O03	LJP008_SKL_24H:O02	0.7675
LJP007_ASC_24H:J03	LJP007_ASC_24H:J02	0.4592
LJP007_ASC.C_24H:J03	LJP007_ASC.C_24H:J02	0.4395
LJP007_HELA_24H:J03	LJP007_HELA_24H:J02	0.4318
LJP007_HUES3_24H:J02	LJP007_HUES3_24H:J03	0.4518
LJP007_HUVEC_24H:J03	LJP007_HUVEC_24H:J02	0.3518
LJP007_MCF10A_24H:J03	LJP007_MCF10A_24H:J02	0.2332
LJP007_MNEU.E_24H:J03	LJP007_MNEU.E_24H:J02	0.2487
LJP007_NPC.CAS9_24H:J02	LJP007_NPC.CAS9_24H:J01	0.2148
LJP007_NPC.CAS9_24H:J02	LJP007_NPC.CAS9_24H:J03	0.4111
LJP007_NPC.CAS9_24H:J01	LJP007_NPC.CAS9_24H:J03	0.0094
LJP007_NPC.TAK_24H:J03	LJP007_NPC.TAK_24H:J02	0.4128
LJP007_SKL.C_24H:J02	LJP007_SKL.C_24H:J03	0.3647
LJP007_THP1_24H:J03	LJP007_THP1_24H:J02	0.5366
LJP007_YAPC_24H:J02	LJP007_YAPC_24H:J03	0.5643
PBIOA020_A375_24H:P01	PBIOA020_A375_24H:P02	0.8007
LJP001_BT20_24H:BRD-K50140147-001-05-1:10	LJP001_BT20_24H:BRD-K50140147-001-05-1:2	0.3493
LJP001_HS578T_24H:BRD-K50140147-001-05-1:10	LJP001_HS578T_24H:BRD-K50140147-001-05-1:2	0.5309
LJP006_HS578T_24H:K14	LJP006_HS578T_24H:K13	0.3304
PBIOA020_HT29_24H:P02	PBIOA020_HT29_24H:P03	0.857
PBIOA020_HT29_24H:P02	PBIOA020_HT29_24H:P01	0.7183
PBIOA020_HT29_24H:P03	PBIOA020_HT29_24H:P01	0.6699
PBIOA020_MCF7_24H:P03	PBIOA020_MCF7_24H:P01	0.451
PBIOA020_MCF7_24H:P03	PBIOA020_MCF7_24H:P02	0.8571
PBIOA020_MCF7_24H:P01	PBIOA020_MCF7_24H:P02	0.586
LJP006_PC3_24H:K13	LJP006_PC3_24H:K15	0.3643
MOAR001_PC3_24H:D17	MOAR001_PC3_24H:D16	0.8605
PBIOA010_XC.L10_24H:G22	PBIOA010_XC.L10_24H:G23	0.6926
LJP006_HA1E_24H:H08	LJP006_HA1E_24H:H07	0.056
LJP006_HA1E_24H:H08	LJP006_HA1E_24H:H09	0.3188
LJP006_HA1E_24H:H07	LJP006_HA1E_24H:H09	-0.0979
REP.A017_HA1E_24H:B07	REP.A017_HA1E_24H:B08	0.3662
LJP006_MCF10A_24H:H07	LJP006_MCF10A_24H:H08	0.5526
REP.A017_MCF10A_24H:B09	REP.A017_MCF10A_24H:B07	0.6677
LJP001_SKBR3_24H:G11	LJP001_SKBR3_24H:G12	0.6308
LJP009_PC3_24H:A14	LJP009_PC3_24H:A13	0.7074
REP.A015_MCF7_24H:C23	REP.A015_MCF7_24H:G16	0.9262
MUC.CP007_MCF7_24H:P02	MUC.CP007_MCF7_24H:P03	0.7221
MUC.CP007_P1A82_24H:P13	MUC.CP007_P1A82_24H:P15	0.5727
MUC.CP006_MCF7_24H:BRD-K51290057-001-01-0:10	MUC.CP006_MCF7_24H:BRD-K51290057-001-01-0:1.1111	0.5244
MOAR004_A375_24H:K22	MOAR004_A375_24H:K23	0.8258
MOAR004_A375_24H:K22	MOAR004_A375_24H:K24	0.7534
MOAR004_A375_24H:K23	MOAR004_A375_24H:K24	0.8337
ASG003_A549_24H:K17	ASG003_A549_24H:K16	0.777
LKCP001_A549_24H:B19	LKCP001_A549_24H:B20	0.4278
LJP001_HS578T_24H:BRD-K51313569-001-03-7:10	LJP001_HS578T_24H:BRD-K51313569-001-03-7:2	0.6003
LCP001_MCF10A.WT_24H:B21	LCP001_MCF10A.WT_24H:B20	0.7093
ASG002_MCF7_24H:P17	ASG002_MCF7_24H:P16	0.7296
ASG003_MCF7_24H:K16	ASG003_MCF7_24H:K17	0.6757
ASG002_PC3_24H:P16	ASG002_PC3_24H:P17	0.7755
MOAR004_PC3_24H:K23	MOAR004_PC3_24H:K22	0.8266
ASG003_U2OS_24H:K17	ASG003_U2OS_24H:K16	0.715
ASG003_WA09.AST_24H:K17	ASG003_WA09.AST_24H:K16	0.619
ASG003_XC.L10_24H:K16	ASG003_XC.L10_24H:K17	0.7892
ASG003_XC.P026_24H:K16	ASG003_XC.P026_24H:K17	0.8806
ASG003_XC.P031_24H:K17	ASG003_XC.P031_24H:K16	0.8403
ASG003_XC.P033_24H:K16	ASG003_XC.P033_24H:K17	0.828
ASG003_XC.P091_24H:K16	ASG003_XC.P091_24H:K17	0.5531
ASG003_XC.P904_24H:K16	ASG003_XC.P904_24H:K17	0.6732
ASG003_XC.P905_24H:K17	ASG003_XC.P905_24H:K16	0.7757
ASG003_XC.P906_24H:K16	ASG003_XC.P906_24H:K17	0.7163
ASG003_XC.P908_24H:K16	ASG003_XC.P908_24H:K17	0.8596
ASG003_XC.P909_24H:K17	ASG003_XC.P909_24H:K16	0.797
ASG003_XC.P911_24H:K16	ASG003_XC.P911_24H:K17	0.7742
ASG003_XC.P912_24H:K17	ASG003_XC.P912_24H:K16	0.7852
ASG003_XC.P914_24H:K17	ASG003_XC.P914_24H:K16	0.767
ASG003_XC.P915_24H:K16	ASG003_XC.P915_24H:K17	0.7377
ASG003_XC.P930_24H:K17	ASG003_XC.P930_24H:K16	0.6573
ASG003_XC.P935_24H:K16	ASG003_XC.P935_24H:K17	0.6616
REP.A016_PC3_24H:C02	REP.A016_PC3_24H:C01	0.6907
LJP007_SKL.C_24H:D07	LJP007_SKL.C_24H:D08	0.2573
MOAR005_A375_24H:A10	MOAR005_A375_24H:A11	0.6839
PBIOA014_A375_24H:I01	PBIOA014_A375_24H:I03	0.3161
PBIOA014_A375_24H:I01	PBIOA014_A375_24H:I02	0.5422
PBIOA014_A375_24H:I03	PBIOA014_A375_24H:I02	0.4851
PBIOA014_HEPG2_24H:I02	PBIOA014_HEPG2_24H:I01	0.6085
POL001_HEPG2_24H:I13	POL001_HEPG2_24H:I14	0.5995
POL001_HT29_24H:I14	POL001_HT29_24H:I13	0.429
POL001_JURKAT_24H:I13	POL001_JURKAT_24H:I14	0.5828
ISO002_MCF10A.EGFR.HL_24H:E07	ISO002_MCF10A.EGFR.HL_24H:E08	0.8356
POL001_MCF7_24H:I14	POL001_MCF7_24H:I13	0.1986
PBIOA014_PC3_24H:I03	PBIOA014_PC3_24H:I02	0.3535
PBIOA014_PC3_24H:I03	PBIOA014_PC3_24H:I01	0.2061
PBIOA014_PC3_24H:I02	PBIOA014_PC3_24H:I01	0.4535
POL001_PC3_24H:I13	POL001_PC3_24H:I14	0.5423
PBIOA014_HEPG2_24H:H20	PBIOA014_HEPG2_24H:H19	0.3154
MOAR006_A375_24H:G22	MOAR006_A375_24H:G23	0.4249
PBIOA018_A375_24H:F19	PBIOA018_A375_24H:F20	0.7494
PBIOA018_A549_24H:F20	PBIOA018_A549_24H:F19	0.5517
PBIOA018_HEPG2_24H:F20	PBIOA018_HEPG2_24H:F19	0.3531
PBIOA018_HT29_24H:F19	PBIOA018_HT29_24H:F20	0.5382
PBIOA018_MCF7_24H:F19	PBIOA018_MCF7_24H:F20	0.5272
PBIOA018_MCF7_24H:F19	PBIOA018_MCF7_24H:F21	0.341
PBIOA018_MCF7_24H:F20	PBIOA018_MCF7_24H:F21	0.4815
PBIOA012_XC.L10_24H:J05	PBIOA012_XC.L10_24H:J04	0.7371
PBIOA007_XC.R10_24H:D20	PBIOA007_XC.R10_24H:D19	0.6528
REP.A016_A375_24H:D19	REP.A016_A375_24H:D20	0.8685
REP.A016_A375_24H:D19	REP.A016_A375_24H:D21	0.8548
REP.A016_A375_24H:D20	REP.A016_A375_24H:D21	0.8627
REP.A016_HT29_24H:D21	REP.A016_HT29_24H:D19	0.7458
MOAR019_A375_24H:D14	MOAR019_A375_24H:D02	0.9667
REP.A016_A375_24H:E01	REP.A016_A375_24H:E02	0.3944
REP.A016_A375_24H:E01	REP.A016_A375_24H:E03	0.4087
REP.A016_A375_24H:E02	REP.A016_A375_24H:E03	0.7166
ASG003_A549_24H:B05	ASG003_A549_24H:B04	0.2703
REP.A016_A549_24H:E02	REP.A016_A549_24H:E03	0.5605
REP.A016_HEK293_24H:E02	REP.A016_HEK293_24H:E01	0.4478
REP.A016_HELA_24H:E02	REP.A016_HELA_24H:E03	0.3542
REP.A016_HT29_24H:E02	REP.A016_HT29_24H:E03	0.5713
REP.A016_MCF10A_24H:E02	REP.A016_MCF10A_24H:E03	0.4581
REP.A016_MCF10A_24H:E02	REP.A016_MCF10A_24H:E01	0.456
REP.A016_MCF10A_24H:E03	REP.A016_MCF10A_24H:E01	0.1921
LCP001_MCF10A.KRAS.HG_24H:J16	LCP001_MCF10A.KRAS.HG_24H:J17	0.7801
LCP001_MCF10A.KRAS.HG_24H:J16	LCP001_MCF10A.KRAS.HG_24H:J18	0.0776
LCP001_MCF10A.KRAS.HG_24H:J17	LCP001_MCF10A.KRAS.HG_24H:J18	0.0912
ASG003_MCF7_24H:B05	ASG003_MCF7_24H:B04	0.2178
REP.A016_MCF7_24H:E02	REP.A016_MCF7_24H:E01	0.8431
REP.A016_MCF7_24H:E02	REP.A016_MCF7_24H:E03	0.4693
REP.A016_MCF7_24H:E01	REP.A016_MCF7_24H:E03	0.337
REP.A016_MDAMB231_24H:E01	REP.A016_MDAMB231_24H:E02	0.273
REP.A016_MDAMB231_24H:E01	REP.A016_MDAMB231_24H:E03	0.3418
REP.A016_MDAMB231_24H:E02	REP.A016_MDAMB231_24H:E03	0.7106
REP.A016_PC3_24H:E03	REP.A016_PC3_24H:E02	0.5297
ASG003_U2OS_24H:B05	ASG003_U2OS_24H:B04	0.1467
ASG003_XC.P033_24H:B04	ASG003_XC.P033_24H:B05	0.3088
ASG003_XC.P901_24H:B04	ASG003_XC.P901_24H:B05	0.3246
ASG003_XC.P910_24H:B05	ASG003_XC.P910_24H:B04	0.3084
ASG003_XC.P935_24H:B04	ASG003_XC.P935_24H:B05	0.2553
MOAR019_A375_24H:J01	MOAR019_A375_24H:J13	0.7641
PBIOA022_A375_24H:F20	PBIOA022_A375_24H:F19	0.5763
PBIOA022_A549_24H:F19	PBIOA022_A549_24H:F20	0.5559
REP.A016_HA1E_24H:E07	REP.A016_HA1E_24H:E08	0.599
REP.A016_HEK293_24H:E08	REP.A016_HEK293_24H:E07	0.6848
REP.A016_HELA_24H:E07	REP.A016_HELA_24H:E08	0.5551
PBIOA022_HEPG2_24H:F20	PBIOA022_HEPG2_24H:F19	0.7357
REP.A016_HT29_24H:E08	REP.A016_HT29_24H:E07	0.614
NMH002_NEU_24H:BRD-K52313696-001-10-7:10	NMH002_NEU_24H:BRD-K52313696-001-09-9:10	0.8137
CEGS001_NPC.177_24H:G15	CEGS001_NPC.177_24H:G13	0.7365
CEGS001_NPC.215_24H:G13	CEGS001_NPC.215_24H:G14	0.8701
CEGS001_NPC.8330_24H:G14	CEGS001_NPC.8330_24H:G13	0.8479
PBIOA022_PC3_24H:F20	PBIOA022_PC3_24H:F19	0.6667
REP.A016_PC3_24H:E07	REP.A016_PC3_24H:E08	0.675
LJP008_HUVEC_24H:I20	LJP008_HUVEC_24H:I19	0.1789
REP.A007_HT29_24H:I07	REP.A007_HT29_24H:I08	0.6308
REP.A007_MCF7_24H:I07	REP.A007_MCF7_24H:I08	0.5742
LJP009_CD34_24H:H01	LJP009_CD34_24H:H02	0.5372
LJP009_HELA_24H:H01	LJP009_HELA_24H:H03	0.3784
LJP009_JURKAT_24H:H01	LJP009_JURKAT_24H:H02	0.7434
LJP009_NPC.CAS9_24H:H02	LJP009_NPC.CAS9_24H:H01	0.7109
LJP009_SHSY5Y_24H:H01	LJP009_SHSY5Y_24H:H02	0.5884
LJP007_ASC.C_24H:C03	LJP007_ASC.C_24H:C01	0.1013
REP.A016_MCF10A_24H:H08	REP.A016_MCF10A_24H:H09	0.4949
MUC.CP008_P1A82_24H:O14	MUC.CP008_P1A82_24H:O13	0.2339
REP.A016_HEK293_24H:O09	REP.A016_HEK293_24H:O07	0.8813
REP.A016_HT29_24H:O07	REP.A016_HT29_24H:O08	0.9343
REP.A016_HT29_24H:O07	REP.A016_HT29_24H:O09	0.5692
REP.A016_HT29_24H:O08	REP.A016_HT29_24H:O09	0.6037
LJP009_CD34_24H:F14	LJP009_CD34_24H:F13	-0.0671
LJP009_NPC_24H:F15	LJP009_NPC_24H:F13	0.3467
LJP009_NPC_24H:F15	LJP009_NPC_24H:F14	0.4225
LJP009_NPC_24H:F13	LJP009_NPC_24H:F14	0.4565
LJP009_NPC.CAS9_24H:F14	LJP009_NPC.CAS9_24H:F15	0.5374
LJP009_NPC.TAK_24H:F14	LJP009_NPC.TAK_24H:F15	0.4731
REP.A007_A375_24H:K01	REP.A007_A375_24H:K03	0.2222
MOAR004_PC3_24H:E14	MOAR004_PC3_24H:E13	0.6679
MOAR006_A375_24H:O05	MOAR006_A375_24H:O04	0.5278
AICHI002_OCILY19_24H:I20	AICHI002_OCILY19_24H:I19	0.5555
AICHI002_TMD8_24H:I20	AICHI002_TMD8_24H:I19	0.7879
CEGS001_NPC.170_24H:E03	CEGS001_NPC.170_24H:E02	0.6615
CEGS001_NPC.170_24H:E03	CEGS001_NPC.170_24H:E01	0.5485
CEGS001_NPC.170_24H:E02	CEGS001_NPC.170_24H:E01	0.7228
MOAR003_A375_24H:L04	MOAR003_A375_24H:L06	0.3935
ISO002_HCT116.TP53.HR_24H:A08	ISO002_HCT116.TP53.HR_24H:A07	0.5342
ISO002_MCF10A.EGFR.HL_24H:A08	ISO002_MCF10A.EGFR.HL_24H:A07	0.7321
ISO002_MCF10A.EGFR.HL_24H:A08	ISO002_MCF10A.EGFR.HL_24H:A09	0.4847
ISO002_MCF10A.EGFR.HL_24H:A07	ISO002_MCF10A.EGFR.HL_24H:A09	0.3472
REP.A016_A375_24H:I20	REP.A016_A375_24H:I21	0.7417
REP.A016_A375_24H:I20	REP.A016_A375_24H:I19	0.8438
REP.A016_A375_24H:I21	REP.A016_A375_24H:I19	0.602
PBIOA019_HA1E_24H:P13	PBIOA019_HA1E_24H:P14	0.6825
REP.A016_HA1E_24H:I19	REP.A016_HA1E_24H:I21	0.6642
REP.A016_HA1E_24H:I19	REP.A016_HA1E_24H:I20	0.7817
REP.A016_HA1E_24H:I21	REP.A016_HA1E_24H:I20	0.7458
LJP008_HCC515_24H:A19	LJP008_HCC515_24H:A20	0.7229
PBIOA019_HCC515_24H:P13	PBIOA019_HCC515_24H:P14	0.6841
REP.A016_HEK293_24H:I20	REP.A016_HEK293_24H:I21	0.8091
REP.A016_HELA_24H:I19	REP.A016_HELA_24H:I21	0.6736
LJP008_HUVEC_24H:A19	LJP008_HUVEC_24H:A20	0.6103
LJP008_HUVEC_24H:A19	LJP008_HUVEC_24H:A21	0.5556
LJP008_HUVEC_24H:A20	LJP008_HUVEC_24H:A21	0.6724
REP.A016_MCF10A_24H:I20	REP.A016_MCF10A_24H:I19	0.4678
PBIOA019_MCF7_24H:P13	PBIOA019_MCF7_24H:P14	0.7006
PBIOA019_MCF7_24H:P13	PBIOA019_MCF7_24H:P15	0.6602
PBIOA019_MCF7_24H:P14	PBIOA019_MCF7_24H:P15	0.7875
REP.A016_MDAMB231_24H:I20	REP.A016_MDAMB231_24H:I19	0.6871
LJP008_NPC.CAS9_24H:A20	LJP008_NPC.CAS9_24H:A19	0.8529
LJP008_NPC.TAK_24H:A19	LJP008_NPC.TAK_24H:A21	0.7521
LJP008_NPC.TAK_24H:A19	LJP008_NPC.TAK_24H:A20	0.8716
LJP008_NPC.TAK_24H:A21	LJP008_NPC.TAK_24H:A20	0.8412
PBIOA019_PC3_24H:P13	PBIOA019_PC3_24H:P14	0.4642
LJP008_THP1_24H:A19	LJP008_THP1_24H:A21	0.5646
PBIOA015_HEPG2_24H:E14	PBIOA015_HEPG2_24H:E13	0.3392
KTOX002_HPTEC_24H:BRD-K54563688:31.6	KTOX002_HPTEC_24H:BRD-K54563688:100	0.3847
MOAR005_A375_24H:M04	MOAR005_A375_24H:M06	0.8858
PBIOA018_A375_24H:H01	PBIOA018_A375_24H:H02	0.8607
PBIOA018_A549_24H:H01	PBIOA018_A549_24H:H02	0.7742
PBIOA018_MCF7_24H:H02	PBIOA018_MCF7_24H:H01	0.8566
PBIOA018_MCF7_24H:H02	PBIOA018_MCF7_24H:H03	0.8298
PBIOA018_MCF7_24H:H01	PBIOA018_MCF7_24H:H03	0.807
AICHI001_OCILY19_24H:H14	AICHI001_OCILY19_24H:H13	0.9135
EMU001_OCILY19_24H:B08	EMU001_OCILY19_24H:B07	0.8812
EMU001_TMD8_24H:B08	EMU001_TMD8_24H:B07	0.9181
REP.A016_A375_24H:L13	REP.A016_A375_24H:L14	0.7892
REP.A016_A375_24H:L13	REP.A016_A375_24H:L15	0.5331
REP.A016_A375_24H:L14	REP.A016_A375_24H:L15	0.7179
REP.A016_HELA_24H:L13	REP.A016_HELA_24H:L15	0.4508
REP.A016_HELA_24H:L13	REP.A016_HELA_24H:L14	0.7974
REP.A016_HELA_24H:L15	REP.A016_HELA_24H:L14	0.6049
REP.A016_HT29_24H:L13	REP.A016_HT29_24H:L14	0.6025
REP.A016_HT29_24H:L13	REP.A016_HT29_24H:L15	0.1731
REP.A016_HT29_24H:L14	REP.A016_HT29_24H:L15	0.3403
REP.A016_MCF10A_24H:L14	REP.A016_MCF10A_24H:L15	0.7036
REP.A016_MCF10A_24H:L14	REP.A016_MCF10A_24H:L13	0.8419
REP.A016_MCF10A_24H:L15	REP.A016_MCF10A_24H:L13	0.579
LKCP002_MCF7_24H:O11	LKCP002_MCF7_24H:O10	0.6066
REP.A016_MCF7_24H:L13	REP.A016_MCF7_24H:L14	0.601
REP.A016_MDAMB231_24H:L13	REP.A016_MDAMB231_24H:L14	0.7902
REP.A016_MDAMB231_24H:L13	REP.A016_MDAMB231_24H:L15	0.3023
REP.A016_MDAMB231_24H:L14	REP.A016_MDAMB231_24H:L15	0.4841
REP.A016_PC3_24H:L14	REP.A016_PC3_24H:L13	0.8497
REP.A016_PC3_24H:L14	REP.A016_PC3_24H:L15	0.8098
REP.A016_PC3_24H:L13	REP.A016_PC3_24H:L15	0.6746
PBIOA022_A375_24H:F01	PBIOA022_A375_24H:F02	0.3437
PBIOA022_HEPG2_24H:F02	PBIOA022_HEPG2_24H:F01	0.3608
LJP009_NPC.CAS9_24H:I14	LJP009_NPC.CAS9_24H:I15	0.8821
LJP009_NPC.CAS9_24H:I14	LJP009_NPC.CAS9_24H:I13	0.9292
LJP009_NPC.CAS9_24H:I15	LJP009_NPC.CAS9_24H:I13	0.846
LJP009_NPC.TAK_24H:I13	LJP009_NPC.TAK_24H:I15	0.6517
DOSVAL003_HT29_24H:BRD-K55233780:5	DOSVAL003_HT29_24H:BRD-K55233780:20	0.3871
PBIOA022_A375_24H:D21	PBIOA022_A375_24H:D20	0.8682
PBIOA022_A375_24H:D21	PBIOA022_A375_24H:D19	0.6608
PBIOA022_A375_24H:D20	PBIOA022_A375_24H:D19	0.8049
PBIOA022_A549_24H:D20	PBIOA022_A549_24H:D19	0.8901
PBIOA022_HA1E_24H:D20	PBIOA022_HA1E_24H:D19	0.8536
PBIOA022_HCC515_24H:D19	PBIOA022_HCC515_24H:D20	0.7414
PBIOA022_HCC515_24H:D19	PBIOA022_HCC515_24H:D21	0.5645
PBIOA022_HCC515_24H:D20	PBIOA022_HCC515_24H:D21	0.8781
PBIOA022_HEPG2_24H:D19	PBIOA022_HEPG2_24H:D20	0.8549
PBIOA022_HEPG2_24H:D19	PBIOA022_HEPG2_24H:D21	0.7623
PBIOA022_HEPG2_24H:D20	PBIOA022_HEPG2_24H:D21	0.9168
PBIOA022_HT29_24H:D19	PBIOA022_HT29_24H:D20	0.6841
PBIOA022_MCF7_24H:D19	PBIOA022_MCF7_24H:D20	0.6686
CEGS001_NPC.170_24H:H19	CEGS001_NPC.170_24H:H22	0.8688
CEGS001_NPC.177_24H:H23	CEGS001_NPC.177_24H:H22	0.903
CEGS001_NPC.177_24H:H23	CEGS001_NPC.177_24H:H21	0.8014
CEGS001_NPC.177_24H:H22	CEGS001_NPC.177_24H:H21	0.9092
CEGS001_NPC.179_24H:H21	CEGS001_NPC.179_24H:H19	0.8855
CEGS001_NPC.179_24H:H21	CEGS001_NPC.179_24H:H22	0.9371
CEGS001_NPC.179_24H:H21	CEGS001_NPC.179_24H:H23	0.8924
CEGS001_NPC.179_24H:H21	CEGS001_NPC.179_24H:H20	0.9305
CEGS001_NPC.179_24H:H19	CEGS001_NPC.179_24H:H22	0.807
CEGS001_NPC.179_24H:H19	CEGS001_NPC.179_24H:H23	0.7538
CEGS001_NPC.179_24H:H19	CEGS001_NPC.179_24H:H20	0.9553
CEGS001_NPC.179_24H:H22	CEGS001_NPC.179_24H:H23	0.9426
CEGS001_NPC.179_24H:H22	CEGS001_NPC.179_24H:H20	0.8582
CEGS001_NPC.179_24H:H23	CEGS001_NPC.179_24H:H20	0.8022
CEGS001_NPC.215_24H:H19	CEGS001_NPC.215_24H:H22	0.8724
CEGS001_NPC.215_24H:H19	CEGS001_NPC.215_24H:H21	0.9326
CEGS001_NPC.215_24H:H22	CEGS001_NPC.215_24H:H21	0.9415
CEGS001_NPC.8330_24H:H20	CEGS001_NPC.8330_24H:H19	0.9626
CEGS001_NPC.8330_24H:H20	CEGS001_NPC.8330_24H:H22	0.7954
CEGS001_NPC.8330_24H:H20	CEGS001_NPC.8330_24H:H21	0.9252
CEGS001_NPC.8330_24H:H20	CEGS001_NPC.8330_24H:H23	0.6711
CEGS001_NPC.8330_24H:H19	CEGS001_NPC.8330_24H:H22	0.7156
CEGS001_NPC.8330_24H:H19	CEGS001_NPC.8330_24H:H21	0.8767
CEGS001_NPC.8330_24H:H19	CEGS001_NPC.8330_24H:H23	0.5804
CEGS001_NPC.8330_24H:H22	CEGS001_NPC.8330_24H:H21	0.9054
CEGS001_NPC.8330_24H:H22	CEGS001_NPC.8330_24H:H23	0.9209
CEGS001_NPC.8330_24H:H21	CEGS001_NPC.8330_24H:H23	0.8152
PBIOA022_PC3_24H:D20	PBIOA022_PC3_24H:D21	0.8529
PBIOA022_PC3_24H:D20	PBIOA022_PC3_24H:D19	0.6129
PBIOA022_PC3_24H:D21	PBIOA022_PC3_24H:D19	0.551
LRS001_PHH.MGH_24H:K24	LRS001_PHH.MGH_24H:K22	0.3997
PBIOA011_XC.R10_24H:C17	PBIOA011_XC.R10_24H:C16	0.7581
CVD001_HEPG2_24H:BRD-K55851396-001-01-5:9.7843	CVD001_HEPG2_24H:BRD-K55851396-001-01-5:2.4461	0.5832
REP.A014_HEK293_24H:B13	REP.A014_HEK293_24H:B14	0.3738
REP.A014_HT29_24H:B14	REP.A014_HT29_24H:B13	0.7261
REP.A015_MCF7_24H:C07	REP.A015_MCF7_24H:C08	0.8305
REP.A015_YAPC_24H:C08	REP.A015_YAPC_24H:C07	0.3896
REP.A015_A375_24H:D09	REP.A015_A375_24H:D07	0.3976
REP.A015_HELA_24H:D07	REP.A015_HELA_24H:D08	0.2213
ASG003_MCF7_24H:L01	ASG003_MCF7_24H:L02	0.1222
ASG002_PC3_24H:H20	ASG002_PC3_24H:H19	0.6436
ASG003_U2OS_24H:L02	ASG003_U2OS_24H:L01	0.3207
ASG003_XC.L10_24H:L01	ASG003_XC.L10_24H:L02	0.3585
ASG003_XC.P026_24H:L01	ASG003_XC.P026_24H:L02	0.3499
ASG003_XC.P031_24H:L02	ASG003_XC.P031_24H:L01	0.4724
ASG003_XC.P091_24H:L02	ASG003_XC.P091_24H:L01	0.4757
ASG003_XC.P904_24H:L02	ASG003_XC.P904_24H:L01	0.4022
ASG003_XC.P905_24H:L01	ASG003_XC.P905_24H:L02	0.428
ASG003_XC.P908_24H:L01	ASG003_XC.P908_24H:L02	0.6473
ASG003_XC.P914_24H:L01	ASG003_XC.P914_24H:L02	0.4155
ASG003_XC.P935_24H:L02	ASG003_XC.P935_24H:L01	0.3231
REP.A015_HA1E_24H:C14	REP.A015_HA1E_24H:C13	0.3779
REP.A015_HEK293_24H:C13	REP.A015_HEK293_24H:C14	0.0975
REP.A015_HT29_24H:C14	REP.A015_HT29_24H:C13	0.5392
REP.A015_YAPC_24H:C14	REP.A015_YAPC_24H:C13	0.2425
PBIOA015_HA1E_24H:M01	PBIOA015_HA1E_24H:M02	0.3465
REP.A015_HA1E_24H:D13	REP.A015_HA1E_24H:D14	0.4689
REP.A015_HELA_24H:D14	REP.A015_HELA_24H:D13	0.3425
PBIOA015_HT29_24H:M01	PBIOA015_HT29_24H:M02	0.8944
ASG002_MCF7_24H:M07	ASG002_MCF7_24H:M08	0.1721
ASG003_WA09.AST_24H:H07	ASG003_WA09.AST_24H:H08	0.0822
PBIOA005_XC.L10_24H:L11	PBIOA005_XC.L10_24H:L10	0.5038
ASG003_XC.P906_24H:H07	ASG003_XC.P906_24H:H08	0.2012
REP.A015_HA1E_24H:D21	REP.A015_HA1E_24H:D20	0.1758
REP.A015_HA1E_24H:D21	REP.A015_HA1E_24H:D19	0.0667
REP.A015_HA1E_24H:D20	REP.A015_HA1E_24H:D19	0.5032
MOA001_A549_24H:C03	MOA001_A549_24H:C04	0.7692
PCLB003_HT29_24H:BRD-K56411643-001-02-6:3.33	PCLB003_HT29_24H:BRD-K56411643-001-02-6:10	0.5774
